"","id","cmap_score","p","padj","sig_id","cell_id","pert_desc","pert_id","pert_type","pert_dose","pert_time","pert_time_unit","brew_prefix","is_gold","pert_mfc_id","pert_iname","pool_id","zmad_ref"
"190","332862",-0.753067484662577,0.006,0.105333333333333,"NMH002_FIBRNPC_24H:BRD-A50287119-001-01-5:10","FIBRNPC","Rapamycin","BRD-A50287119","trt_cp",10,"24","h","NMH002_FIBRNPC_24H","1","NULL","sirolimus","epsilon","population"
"71","17656",-0.752897068847989,0.006,0.105333333333333,"CPC006_A375_24H:BRD-K92991072-001-02-3:10","A375","PAC 1","BRD-K92991072","trt_cp",10,"24","h","CPC006_A375_24H","1","NULL","PAC-1","epsilon","population"
"178","329323",-0.752385821404226,0.006,0.105333333333333,"LJP001_MDAMB231_24H:BRD-K64800655-001-03-3:10","MDAMB231","PHA-793887","BRD-K64800655","trt_cp",10,"24","h","LJP001_MDAMB231_24H","1","NULL","PHA-793887","epsilon","population"
"201","340084",-0.747443762781186,0.006,0.105333333333333,"MUC.CP002_NKDBA_24H:BRD-K60230970-001-10-0:1.1111","NKDBA","SA2688462","BRD-K60230970","trt_cp",1.1111,"24","h","MUC.CP002_NKDBA_24H","1","NULL","MG-132","epsilon","population"
"282","59185",-0.746932515337423,0.006,0.105333333333333,"CPC012_HA1E_6H:BRD-A59985574-003-01-9:10","HA1E","T542500","BRD-A59985574","trt_cp",10,"6","h","CPC012_HA1E_6H","1","NULL","topotecan","epsilon","population"
"172","328865",-0.746250852079073,0.006,0.105333333333333,"LJP001_MDAMB231_24H:BRD-K05804044-001-02-9:10","MDAMB231","AZ-628","BRD-K05804044","trt_cp",10,"24","h","LJP001_MDAMB231_24H","1","NULL","AZ-628","epsilon","population"
"371","902",-0.73227675528289,0.008,0.105333333333333,"CPC005_A375_24H:BRD-A72711497-236-02-0:10","A375","LASALOCID SODIUM","BRD-A72711497","trt_cp",10,"24","h","CPC005_A375_24H","1","NULL","lasalocid","epsilon","population"
"98","23040",-0.7280163599182,0.008,0.105333333333333,"CPC006_HCT116_6H:BRD-K78513633-001-07-4:177.6","HCT116","Lonidamine","BRD-K78513633","trt_cp",177.6,"6","h","CPC006_HCT116_6H","1","NULL","lonidamine","epsilon","population"
"128","29610",-0.727845944103613,0.008,0.105333333333333,"CPC006_OV7_6H:BRD-A35588707-001-03-0:1.25","OV7","TENIPOSIDE","BRD-A35588707","trt_cp",1.25,"6","h","CPC006_OV7_6H","1","NULL","teniposide","epsilon","population"
"161","325851",-0.716939331970007,0.008,0.105333333333333,"LJP001_MCF10A_24H:BRD-K85606544-001-04-2:0.4","MCF10A","HKI-272:Neratinib","BRD-K85606544","trt_cp",0.4,"24","h","LJP001_MCF10A_24H","1","NULL","neratinib","epsilon","population"
"281","59117",-0.715576005453306,0.008,0.105333333333333,"CPC013_HA1E_6H:BRD-K17210248-003-01-7:10","HA1E","S1216","BRD-K17210248","trt_cp",10,"6","h","CPC013_HA1E_6H","1","NULL","daunorubicin","epsilon","population"
"11","103714",-0.706884798909339,0.008,0.105333333333333,"CPD001_PC3_24H:BRD-K21680192-300-11-0:10","PC3","Mitoxantrone dihydrochloride","BRD-K21680192","trt_cp",10,"24","h","CPD001_PC3_24H","1","NULL","mitoxantrone","epsilon","population"
"197","33642",-0.702624403544649,0.008,0.105333333333333,"CPC006_SKMEL28_6H:BRD-A19037878:10","SKMEL28","trichostatin-a","BRD-A19037878","trt_cp",10,"6","h","CPC006_SKMEL28_6H","1","NULL","trichostatin-a","epsilon","population"
"144","322781",-0.701431492842536,0.008,0.105333333333333,"LJP001_BT20_24H:BRD-K79404599-001-05-1:0.4","BT20","LY317615:Enzastaurin","BRD-K79404599","trt_cp",0.4,"24","h","LJP001_BT20_24H","1","NULL","enzastaurin","epsilon","population"
"4","101742",-0.697341513292434,0.01,0.116176470588235,"CPC017_NPC_24H:BRD-K06426971-001-01-9:10","NPC","-666","BRD-K06426971","trt_cp",10,"24","h","CPC017_NPC_24H","1","NULL","ryuvidine","epsilon","population"
"28","115202",-0.697171097477846,0.01,0.116176470588235,"CPD002_PC3_24H:BRD-A19952358-001-07-1:10","PC3","Closantel","BRD-A19952358","trt_cp",10,"24","h","CPD002_PC3_24H","1","NULL","closantel","epsilon","population"
"29","115445",-0.693592365371506,0.01,0.116176470588235,"CPD002_PC3_24H:BRD-K82795137-001-18-9:10","PC3","Loratadine","BRD-K82795137","trt_cp",10,"24","h","CPD002_PC3_24H","1","NULL","loratadine","epsilon","population"
"308","73004",-0.688650306748466,0.01,0.116176470588235,"CPC014_A549_6H:BRD-A52886023-001-01-7:10","A549","A8674","BRD-A52886023","trt_cp",10,"6","h","CPC014_A549_6H","1","NULL","antimycin-a","epsilon","population"
"254","452429",-0.681152010906612,0.012,0.131666666666667,"ERG015_VCAP_24H:BRD-A19037878-001-01-5:0.4","VCAP","trichostatin-a","BRD-A19037878","trt_cp",0.4,"24","h","ERG015_VCAP_24H","1","NULL","trichostatin-a","epsilon","population"
"131","30092",-0.680640763462849,0.012,0.131666666666667,"CPC006_PC3_6H:BRD-K16406336-311-01-2:10","PC3","METHYLENE BLUE","BRD-K16406336","trt_cp",10,"6","h","CPC006_PC3_6H","1","NULL","methylene-blue","epsilon","population"
"329","77487",-0.673312883435583,0.015,0.137040816326531,"CPC016_HT29_6H:BRD-K08547377-003-03-2:10","HT29","-666","BRD-K08547377","trt_cp",10,"6","h","CPC016_HT29_6H","1","NULL","irinotecan","epsilon","population"
"236","440994",-0.671949556918882,0.016,0.137040816326531,"HOG001_MCF7_24H:BRD-A36630025-001-02-6:0.13704","MCF7","-666","BRD-A36630025","trt_cp",0.13704,"24","h","HOG001_MCF7_24H","1","NULL","SN-38","epsilon","population"
"92","20916",-0.671779141104294,0.016,0.137040816326531,"CPC006_EFO27_6H:BRD-A19633847-050-20-6:10","EFO27","PERHEXILINE MALEATE","BRD-A19633847","trt_cp",10,"6","h","CPC006_EFO27_6H","1","NULL","perhexiline","epsilon","population"
"177","329278",-0.671438309475119,0.016,0.137040816326531,"LJP002_MDAMB231_24H:BRD-K49865102-001-04-3:10","MDAMB231","PD0325901","BRD-K49865102","trt_cp",10,"24","h","LJP002_MDAMB231_24H","1","NULL","PD-0325901","epsilon","population"
"247","443585",-0.669734151329243,0.016,0.137040816326531,"HOG001_MCF7_6H:BRD-A75409952-001-01-6:10","MCF7","wortmannin","BRD-A75409952","trt_cp",10,"6","h","HOG001_MCF7_6H","1","NULL","wortmannin","epsilon","population"
"57","166122",-0.667518745739605,0.017,0.137040816326531,"ERG011_VCAP_6H:BRD-K82261406-001-03-8:2","VCAP","EWS-FLI-Inhibitor","BRD-K82261406","trt_cp",2,"6","h","ERG011_VCAP_6H","1","NULL","anisomycin","epsilon","population"
"108","23874",-0.665473755964553,0.017,0.137040816326531,"CPC006_HEPG2_6H:BRD-K73789395-001-06-5:102.71","HEPG2","ZM 336372","BRD-K73789395","trt_cp",102.71,"6","h","CPC006_HEPG2_6H","1","NULL","ZM-336372","epsilon","population"
"70","17565",-0.664962508520791,0.017,0.137040816326531,"CPC006_A375_24H:BRD-K92241597-001-02-9:80","A375","CHR 2797","BRD-K92241597","trt_cp",80,"24","h","CPC006_A375_24H","1","NULL","tosedostat","epsilon","population"
"312","73378",-0.661554192229039,0.017,0.137040816326531,"CPC015_A549_24H:BRD-A49160188-003-04-4:10","A549","-666","BRD-A49160188","trt_cp",10,"24","h","CPC015_A549_24H","1","NULL","donepezil","epsilon","population"
"82","19002",-0.6593387866394,0.017,0.137040816326531,"CPC006_AGS_6H:BRD-M86331534-373-01-5:10","AGS","BJM-ctd2-9","BRD-M86331534","trt_cp",10,"6","h","CPC006_AGS_6H","1","NULL","pyrvinium-pamoate","epsilon","population"
"32","11866",-0.656271301976824,0.017,0.137040816326531,"CPC004_PC3_6H:BRD-A48237631-001-03-0:10","PC3","MITOMYCIN C","BRD-A48237631","trt_cp",10,"6","h","CPC004_PC3_6H","1","NULL","mitomycin-c","epsilon","population"
"63","169134",-0.656271301976823,0.017,0.137040816326531,"HDAC002_HA1E_24H:BRD-K77908580-001-04-7:10","HA1E","MS275","BRD-K77908580","trt_cp",10,"24","h","HDAC002_HA1E_24H","1","NULL","entinostat","epsilon","population"
"89","20322",-0.655930470347648,0.017,0.137040816326531,"CPC006_DV90_6H:BRD-A36630025-001-02-6:0.35","DV90","-666","BRD-A36630025","trt_cp",0.35,"6","h","CPC006_DV90_6H","1","NULL","SN-38","epsilon","population"
"167","327264",-0.648602590320382,0.019,0.147156862745098,"LJP001_MCF7_24H:BRD-K13390322-001-02-2:2","MCF7","AT-7519:AT 7519","BRD-K13390322","trt_cp",2,"24","h","LJP001_MCF7_24H","1","NULL","AT-7519","epsilon","population"
"269","52740",-0.647920927062031,0.019,0.147156862745098,"CPC006_VCAP_24H:BRD-A62025033-001-01-8:10","VCAP","temsirolimus [CI779]","BRD-A62025033","trt_cp",10,"24","h","CPC006_VCAP_24H","1","NULL","temsirolimus","epsilon","population"
"307","72263",-0.645023858214042,0.022,0.161590909090909,"CPC016_A549_6H:BRD-A35588707-001-03-0:10","A549","-666","BRD-A35588707","trt_cp",10,"6","h","CPC016_A549_6H","1","NULL","teniposide","epsilon","population"
"12","103944",-0.637014314928425,0.023,0.161590909090909,"CPC020_PC3_24H:BRD-K21680192-003-15-1:10","PC3","mitoxantrone","BRD-K21680192","trt_cp",10,"24","h","CPC020_PC3_24H","1","NULL","mitoxantrone","epsilon","population"
"2","100826",-0.63667348329925,0.024,0.161590909090909,"CPD001_MCF7_24H:BRD-K77685957-300-06-7:10","MCF7","Dequalinium dichloride","BRD-K77685957","trt_cp",10,"24","h","CPD001_MCF7_24H","1","NULL","dequalinium","epsilon","population"
"80","18378",-0.634969325153374,0.024,0.161590909090909,"CPC006_A549_24H:BRD-A12230535-001-02-6:44.4","A549","Nutlin-3","BRD-A12230535","trt_cp",44.4,"24","h","CPC006_A549_24H","1","NULL","nutlin-3","epsilon","population"
"112","24896",-0.634458077709611,0.025,0.161590909090909,"CPC006_HT29_24H:BRD-K06980535-003-15-0:10","HT29","PROMAZINE HYDROCHLORIDE","BRD-K06980535","trt_cp",10,"24","h","CPC006_HT29_24H","1","NULL","promazine","epsilon","population"
"209","365413",-0.634117246080436,0.025,0.161590909090909,"PCLB001_MCF7_24H:BRD-A19037878-001-02-3:2.5","MCF7","trichostatin-a","BRD-A19037878","trt_cp",2.5,"24","h","PCLB001_MCF7_24H","1","NULL","trichostatin-a","epsilon","population"
"169","327886",-0.634117246080436,0.026,0.161590909090909,"LJP001_MCF7_24H:BRD-A45498368-001-03-0:0.08","MCF7","WYE-125132","BRD-A45498368","trt_cp",0.08,"24","h","LJP001_MCF7_24H","1","NULL","WYE-125132","epsilon","population"
"366","88643",-0.632242672119973,0.026,0.161590909090909,"CPC014_VCAP_24H:BRD-K84937637-001-03-2:10","VCAP","A-275","BRD-K84937637","trt_cp",10,"24","h","CPC014_VCAP_24H","1","NULL","sirolimus","epsilon","population"
"352","85187",-0.629004771642808,0.026,0.161590909090909,"CPC013_PC3_24H:BRD-K49328571-001-04-4:10","PC3","HY-10181","BRD-K49328571","trt_cp",10,"24","h","CPC013_PC3_24H","1","NULL","dasatinib","epsilon","population"
"121","27121",-0.625596455351057,0.026,0.161590909090909,"CPC006_MDST8_6H:BRD-K68336408-001-04-2:56.78","MDST8","Tyrphostin AG 1478","BRD-K68336408","trt_cp",56.78,"6","h","CPC006_MDST8_6H","1","NULL","tyrphostin-AG-1478","epsilon","population"
"151","32360",-0.625085207907294,0.026,0.161590909090909,"CPC006_SKLU1_6H:BRD-K23363278-001-01-3:1","SKLU1","CYT997","BRD-K23363278","trt_cp",1,"6","h","CPC006_SKLU1_6H","1","NULL","CYT-997","epsilon","population"
"130","30026",-0.624744376278119,0.026,0.161590909090909,"CPC006_PC3_6H:BRD-K74305673-001-01-3:10","PC3","IMD 0354","BRD-K74305673","trt_cp",10,"6","h","CPC006_PC3_6H","1","NULL","IKK-2-inhibitor-V","epsilon","population"
"87","20084",-0.623892297205181,0.027,0.161590909090909,"CPC006_COV644_6H:BRD-K88510285-001-01-2:0.04","COV644","B675700.cdx","BRD-K88510285","trt_cp",0.04,"6","h","CPC006_COV644_6H","1","NULL","bortezomib","epsilon","population"
"258","49155",-0.622188139059305,0.027,0.161590909090909,"CPC006_SW948_6H:BRD-A62025033-001-01-8:10","SW948","temsirolimus [CI779]","BRD-A62025033","trt_cp",10,"6","h","CPC006_SW948_6H","1","NULL","temsirolimus","epsilon","population"
"7","10209",-0.621506475800954,0.027,0.161590909090909,"CPC004_MCF7_6H:BRD-K98490050-001-01-8:10","MCF7","AMSACRINE","BRD-K98490050","trt_cp",10,"6","h","CPC004_MCF7_6H","1","NULL","amsacrine","epsilon","population"
"104","23695",-0.616394001363326,0.028,0.165074626865672,"CPC006_HEPG2_6H:BRD-M86331534-373-01-5:10","HEPG2","BJM-ctd2-9","BRD-M86331534","trt_cp",10,"6","h","CPC006_HEPG2_6H","1","NULL","pyrvinium-pamoate","epsilon","population"
"288","65356",-0.611281526925699,0.03,0.174264705882353,"CPC012_NPC_24H:BRD-A19037878:10","NPC","trichostatin-a","BRD-A19037878","trt_cp",10,"24","h","CPC012_NPC_24H","1","NULL","trichostatin-a","epsilon","population"
"43","14569",-0.604635310156783,0.031,0.174928571428571,"CPC003_VCAP_6H:BRD-K92093830-003-05-0:10","VCAP","Doxorubicin hydrochloride","BRD-K92093830","trt_cp",10,"6","h","CPC003_VCAP_6H","1","NULL","doxorubicin","epsilon","population"
"196","336164",-0.604464894342195,0.031,0.174928571428571,"MUC.CP003_MCF7_24H:BRD-K81418486-001-13-7:3.3333","MCF7","-666","BRD-K81418486","trt_cp",3.3333,"24","h","MUC.CP003_MCF7_24H","1","NULL","vorinostat","epsilon","population"
"88","20304",-0.603101567825494,0.032,0.178028169014085,"CPC006_COV644_6H:BRD-A79768653-001-02-1:10","COV644","sirolimus","BRD-A79768653","trt_cp",10,"6","h","CPC006_COV644_6H","1","NULL","sirolimus","epsilon","population"
"389","98496",-0.600034083162918,0.033,0.179066666666667,"CPC018_MCF7_6H:BRD-K63151507-001-01-6:10","MCF7","-666","BRD-K63151507","trt_cp",10,"6","h","CPC018_MCF7_6H","1","NULL","MNITMT","epsilon","population"
"65","17104",-0.597989093387866,0.034,0.179066666666667,"CPC006_A375_6H:BRD-K41859756-001-01-9:10","A375","-666","BRD-K41859756","trt_cp",10,"6","h","CPC006_A375_6H","1","NULL","NVP-AUY922","epsilon","population"
"22","112059",-0.596966598500341,0.034,0.179066666666667,"CPD002_MCF7_6H:BRD-K78643075-001-08-2:10","MCF7","Bromperidol","BRD-K78643075","trt_cp",10,"6","h","CPD002_MCF7_6H","1","NULL","bromperidol","epsilon","population"
"106","23825",-0.594239945466939,0.034,0.179066666666667,"CPC006_HEPG2_6H:BRD-K66874953-004-02-1:69.83","HEPG2","Pifithrin-a","BRD-K66874953","trt_cp",69.83,"6","h","CPC006_HEPG2_6H","1","NULL","pifithrin-alpha","epsilon","population"
"346","8273",-0.589468302658487,0.035,0.179545454545455,"CPC004_HCC515_24H:BRD-A27887842-001-03-2:10","HCC515","PREDNISOLONE","BRD-A27887842","trt_cp",10,"24","h","CPC004_HCC515_24H","1","NULL","prednisolone","epsilon","population"
"36","130411",-0.58640081799591,0.035,0.179545454545455,"DOS030_VCAP_6H:BRD-A19037878:10","VCAP","trichostatin-a","BRD-A19037878","trt_cp",10,"6","h","DOS030_VCAP_6H","1","NULL","trichostatin-a","epsilon","population"
"42","142130",-0.584867075664622,0.036,0.18,"DOS033_A375_24H:BRD-K81418486:0.5","A375","vorinostat","BRD-K81418486","trt_cp",0.5,"24","h","DOS033_A375_24H","1","NULL","vorinostat","epsilon","population"
"274","54506",-0.584355828220859,0.036,0.18,"CPC011_A375_6H:BRD-K55696337-003-16-0:10","A375","topotecan hcl","BRD-K55696337","trt_cp",10,"6","h","CPC011_A375_6H","1","NULL","topotecan","epsilon","population"
"317","74181",-0.582992501704158,0.037,0.1826875,"CPC014_A549_24H:BRD-K83963101-001-01-0:10","A549","HY-10180","BRD-K83963101","trt_cp",10,"24","h","CPC014_A549_24H","1","NULL","MLN-8054","epsilon","population"
"171","328540",-0.580436264485344,0.039,0.183392857142857,"LJP001_MDAMB231_6H:BRD-K78431006-001-04-5:10","MDAMB231","PF02341066:Crizotinib","BRD-K78431006","trt_cp",10,"6","h","LJP001_MDAMB231_6H","1","NULL","crizotinib","epsilon","population"
"273","54481",-0.579413769597819,0.039,0.183392857142857,"CPC011_A375_6H:BRD-K93880783-001-20-9:10","A375","stavudine","BRD-K93880783","trt_cp",10,"6","h","CPC011_A375_6H","1","NULL","stavudine","epsilon","population"
"326","7711",-0.57788002726653,0.039,0.183392857142857,"CPC004_HCC515_24H:BRD-A41519720-001-03-0:10","HCC515","EZETIMIBE","BRD-A41519720","trt_cp",10,"24","h","CPC004_HCC515_24H","1","NULL","ezetimibe","epsilon","population"
"52","15750",-0.576857532379005,0.039,0.183392857142857,"CPC004_VCAP_24H:BRD-K39987650-001-15-9:10","VCAP","BISACODYL","BRD-K39987650","trt_cp",10,"24","h","CPC004_VCAP_24H","1","NULL","bisacodyl","epsilon","population"
"117","25978",-0.575835037491479,0.04,0.183720930232558,"CPC005_MCF7_6H:BRD-A76941896-003-02-0:10","MCF7","Doxorubicin hydrochloride","BRD-A76941896","trt_cp",10,"6","h","CPC005_MCF7_6H","1","NULL","doxorubicin","epsilon","population"
"166","32721",-0.574130879345603,0.04,0.183720930232558,"CPC006_SKM1_6H:BRD-K74402642-003-01-2:10","SKM1","Chemistry 2804","BRD-K74402642","trt_cp",10,"6","h","CPC006_SKM1_6H","1","NULL","NSC-632839","epsilon","population"
"129","2987",-0.571574642126789,0.042,0.190689655172414,"CPC001_HA1E_6H:BRD-K86958018-001-01-9:10","HA1E","Olvanil","BRD-K86958018","trt_cp",10,"6","h","CPC001_HA1E_6H","1","NULL","olvanil","epsilon","population"
"372","9032",-0.570040899795501,0.045,0.19967032967033,"CPC004_HEPG2_6H:BRD-A58564983-001-03-8:10","HEPG2","SELAMECTIN","BRD-A58564983","trt_cp",10,"6","h","CPC004_HEPG2_6H","1","NULL","selamectin","epsilon","population"
"272","54292",-0.568507157464213,0.046,0.19967032967033,"CPC010_A375_6H:BRD-K10860596-003-06-3:10","A375","granisetron hcl","BRD-K10860596","trt_cp",10,"6","h","CPC010_A375_6H","1","NULL","granisetron","epsilon","population"
"188","332614",-0.568166325835038,0.046,0.19967032967033,"NMH002_FIBRNPC_24H:BRD-K04923131-001-11-3:10","FIBRNPC","BIO","BRD-K04923131","trt_cp",10,"24","h","NMH002_FIBRNPC_24H","1","NULL","GSK-3-inhibitor-IX","epsilon","population"
"271","54140",-0.56799591002045,0.046,0.19967032967033,"CPC012_A375_6H:BRD-A59985574-003-01-9:10","A375","T542500","BRD-A59985574","trt_cp",10,"6","h","CPC012_A375_6H","1","NULL","topotecan","epsilon","population"
"333","78856",-0.560838445807771,0.05,0.214673913043478,"CPC016_MCF7_6H:BRD-A82656074-003-01-2:10","MCF7","-666","BRD-A82656074","trt_cp",10,"6","h","CPC016_MCF7_6H","1","NULL","naltrindole","epsilon","population"
"304","720",-0.558963871847308,0.051,0.216612903225806,"CPC004_A375_6H:BRD-A19037878:10","A375","trichostatin-a","BRD-A19037878","trt_cp",10,"6","h","CPC004_A375_6H","1","NULL","trichostatin-a","epsilon","population"
"193","33440",-0.555385139740968,0.053,0.222712765957447,"CPC006_SKMEL28_6H:BRD-K74402642-003-01-2:10","SKMEL28","Chemistry 2804","BRD-K74402642","trt_cp",10,"6","h","CPC006_SKMEL28_6H","1","NULL","NSC-632839","epsilon","population"
"278","58155",-0.553510565780505,0.055,0.228684210526316,"CPC012_ASC_24H:BRD-A75409952:10","ASC","wortmannin","BRD-A75409952","trt_cp",10,"24","h","CPC012_ASC_24H","1","NULL","wortmannin","epsilon","population"
"323","76050",-0.551635991820041,0.057,0.229744897959184,"CPC014_HCC515_6H:BRD-K50168500-001-01-2:10","HCC515","S1019","BRD-K50168500","trt_cp",10,"6","h","CPC014_HCC515_6H","1","NULL","canertinib","epsilon","population"
"387","96274",-0.551635991820041,0.057,0.229744897959184,"CPC018_HT29_6H:BRD-A46747628-001-01-9:10","HT29","-666","BRD-A46747628","trt_cp",10,"6","h","CPC018_HT29_6H","1","NULL","ouabain","epsilon","population"
"297","6977",-0.549931833674165,0.057,0.229744897959184,"CPC003_HCC515_6H:BRD-A34205397-001-03-7:10","HCC515","SULOCTIDIL","BRD-A34205397","trt_cp",10,"6","h","CPC003_HCC515_6H","1","NULL","suloctidil","epsilon","population"
"358","8675",-0.548057259713701,0.06,0.239393939393939,"CPC003_HCC515_24H:BRD-K08996725-313-01-7:10","HCC515","Zolantidine dimaleate","BRD-K08996725","trt_cp",10,"24","h","CPC003_HCC515_24H","1","NULL","zolantidine","epsilon","population"
"25","114769",-0.546693933197001,0.062,0.2449,"CPD003_PC3_6H:BRD-K37682401-001-07-7:10","PC3","Piromidic acid","BRD-K37682401","trt_cp",10,"6","h","CPD003_PC3_6H","1","NULL","piromidic-acid","epsilon","population"
"268","52694",-0.543967280163599,0.068,0.260776699029126,"CPC006_VCAP_24H:BRD-K76703230-001-01-3:0.31","VCAP","YM-155","BRD-K76703230","trt_cp",0.31,"24","h","CPC006_VCAP_24H","1","NULL","YM-155","epsilon","population"
"284","61172",-0.543796864349012,0.068,0.260776699029126,"CPC013_HEPG2_6H:BRD-K87909389-001-02-0:10","HEPG2","HY-10005","BRD-K87909389","trt_cp",10,"6","h","CPC013_HEPG2_6H","1","NULL","alvocidib","epsilon","population"
"205","355911",-0.543626448534424,0.068,0.260776699029126,"NMH002_NPC_24H:BRD-K64994968-001-24-2:10","NPC","Progesterone","BRD-K64994968","trt_cp",10,"24","h","NMH002_NPC_24H","1","NULL","progesterone","epsilon","population"
"15","105072",-0.541922290388548,0.07,0.265865384615385,"CPC017_SKB_24H:BRD-K21667562-001-01-4:10","SKB","-666","BRD-K21667562","trt_cp",10,"24","h","CPC017_SKB_24H","1","NULL","AM-404","epsilon","population"
"182","330396",-0.54038854805726,0.071,0.267095238095238,"LJP002_SKBR3_6H:BRD-K50168500-001-03-8:0.08","SKBR3","PD-183805;Canertinib;CI-1033","BRD-K50168500","trt_cp",0.08,"6","h","LJP002_SKBR3_6H","1","NULL","canertinib","epsilon","population"
"344","82686",-0.531356509884117,0.075,0.2765,"CPC016_NPC_24H:BRD-A35588707-001-03-0:10","NPC","-666","BRD-A35588707","trt_cp",10,"24","h","CPC016_NPC_24H","1","NULL","teniposide","epsilon","population"
"231","436237",-0.526244035446489,0.076,0.2765,"CPC006_H1299_6H:BRD-K59184148-001-04-2:10","H1299","SB 216763","BRD-K59184148","trt_cp",10,"6","h","CPC006_H1299_6H","1","NULL","SB-216763","epsilon","population"
"383","94810",-0.526244035446489,0.076,0.2765,"CPC020_HCC515_6H:BRD-K79602928-003-10-8:10","HCC515","-666","BRD-K79602928","trt_cp",10,"6","h","CPC020_HCC515_6H","1","NULL","metformin","epsilon","population"
"343","82611",-0.525732788002727,0.077,0.2765,"CPC013_NEU_24H:BRD-K68202742-001-05-8:10","NEU","trichostatin-a","BRD-K68202742","trt_cp",10,"24","h","CPC013_NEU_24H","1","NULL","trichostatin-a","epsilon","population"
"363","88206",-0.525051124744376,0.077,0.2765,"CPC013_VCAP_6H:BRD-K82164249-001-01-9:10","VCAP","S1140","BRD-K82164249","trt_cp",10,"6","h","CPC013_VCAP_6H","1","NULL","andarine","epsilon","population"
