"","pert_iname","clinical_phase","moa","target","mean","n","median","sd","sRGES"
"272","ZM-336372","Preclinical","RAF inhibitor","BRAF|LCK|MAPK14|RAF1",-0.750596455351056,2,-0.750596455351056,0.120381675938201,-0.750596455351056
"22","AZ-628","Preclinical","RAF inhibitor","BRAF|RAF1",-0.746250852079073,1,-0.746250852079073,NA,-0.746250852079073
"125","lasalocid","Launched","bacterial permeability inducer","",-0.73227675528289,1,-0.73227675528289,NA,-0.73227675528289
"126","lonidamine","Launched","glucokinase inhibitor","GCK",-0.7280163599182,1,-0.7280163599182,NA,-0.7280163599182
"66","daunorubicin","Launched","RNA synthesis inhibitor|topoisomerase inhibitor","TOP2A|TOP2B",-0.715576005453306,1,-0.715576005453306,NA,-0.715576005453306
"205","ryuvidine","Preclinical","histone lysine methyltransferase inhibitor","CDK2|CDK4",-0.697341513292434,1,-0.697341513292434,NA,-0.697341513292434
"54","closantel","Launched","chitinase inhibitor|NFkB pathway inhibitor","",-0.697171097477846,1,-0.697171097477846,NA,-0.697171097477846
"127","loratadine","Launched","histamine receptor antagonist","HRH1",-0.693592365371506,1,-0.693592365371506,NA,-0.693592365371506
"16","antimycin-a","Preclinical","ATP synthase inhibitor","CYCS",-0.688650306748466,1,-0.688650306748466,NA,-0.688650306748466
"133","methylene-blue","Launched","guanylyl cyclase inhibitor|nitric oxide production inhibitor","ACHE",-0.680640763462849,1,-0.680640763462849,NA,-0.680640763462849
"116","irinotecan","Launched","topoisomerase inhibitor","TOP1|TOP1MT",-0.673312883435583,1,-0.673312883435583,NA,-0.673312883435583
"221","suloctidil","Withdrawn","adrenergic receptor antagonist","",-0.672119972733469,2,-0.672119972733469,0.172800123418798,-0.672119972733469
"142","mitoxantrone","Launched","topoisomerase inhibitor","TOP2A",-0.671949556918882,2,-0.671949556918882,0.0494058930276903,-0.671949556918882
"172","perhexiline","Launched","carnitine palmitoyltransferase inhibitor","CPT1A|CPT2",-0.671779141104294,1,-0.671779141104294,NA,-0.671779141104294
"171","PD-0325901","Phase 2","MEK inhibitor","MAP2K1",-0.671438309475119,1,-0.671438309475119,NA,-0.671438309475119
"240","tosedostat","Phase 2","peptidase inhibitor","ANPEP|LAP3|NPEPPS",-0.664962508520791,1,-0.664962508520791,NA,-0.664962508520791
"74","donepezil","Launched","acetylcholinesterase inhibitor","ACHE|HTR2A",-0.661554192229039,1,-0.661554192229039,NA,-0.661554192229039
"81","entinostat","Phase 3","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC9",-0.656271301976823,1,-0.656271301976823,NA,-0.656271301976823
"196","pyrvinium-pamoate","Launched","androgen receptor antagonist","AR",-0.637866394001363,2,-0.637866394001363,0.0303665488853122,-0.637866394001363
"67","dequalinium","Launched","PKC inhibitor","KCNN1|KCNN3",-0.63667348329925,1,-0.63667348329925,NA,-0.63667348329925
"83","enzastaurin","Phase 3","PKC inhibitor","AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG",-0.63529122169204,3,-0.483441263349239,0.450992352141419,-0.63529122169204
"190","promazine","Launched","dopamine receptor antagonist","ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|HRH1|HTR2A|HTR2C",-0.634458077709611,1,-0.634458077709611,NA,-0.634458077709611
"237","topotecan","Launched","topoisomerase inhibitor","TOP1|TOP1MT",-0.633094751192911,3,-0.584355828220859,0.0989251693955953,-0.633094751192911
"113","IKK-2-inhibitor-V","Phase 1","IKK inhibitor|NFkB pathway inhibitor","IKBKB",-0.624744376278119,1,-0.624744376278119,NA,-0.624744376278119
"135","MG-132","Preclinical","proteasome inhibitor","PSMB1",-0.621833106112247,2,-0.621833106112247,0.801560405133387,-0.621833106112247
"13","amsacrine","Launched","topoisomerase inhibitor","KCNH2|TOP2A",-0.621506475800954,1,-0.621506475800954,NA,-0.621506475800954
"145","MNITMT","Preclinical","lymphocyte inhibitor","",-0.600034083162918,1,-0.600034083162918,NA,-0.600034083162918
"34","bromperidol","Launched","dopamine receptor antagonist","DRD2",-0.596966598500341,1,-0.596966598500341,NA,-0.596966598500341
"180","pifithrin-alpha","Preclinical","TP53 inhibitor","TP53",-0.594239945466939,1,-0.594239945466939,NA,-0.594239945466939
"76","doxorubicin","Launched","topoisomerase inhibitor","TOP2A",-0.590235173824131,2,-0.590235173824131,0.020364868101658,-0.590235173824131
"238","torin-1","Preclinical","mTOR inhibitor","MTOR",-0.584497841399682,1,-0.584497841399682,NA,-0.584497841399682
"58","crizotinib","Launched","ALK tyrosine kinase receptor inhibitor","ALK|MET",-0.580436264485344,1,-0.580436264485344,NA,-0.580436264485344
"220","stavudine","Launched","DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor","",-0.579413769597819,1,-0.579413769597819,NA,-0.579413769597819
"95","ezetimibe","Launched","cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist","ANPEP|NPC1L1|SOAT1",-0.57788002726653,1,-0.57788002726653,NA,-0.57788002726653
"29","bisacodyl","Launched","laxative","",-0.576857532379005,1,-0.576857532379005,NA,-0.576857532379005
"130","mepacrine","Launched","cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator","PLA2G1B|PLA2G4A|PLA2G6|PLCL1",-0.575153374233129,3,-0.485514655760054,0.244744106585831,-0.575153374233129
"163","olvanil","Preclinical","TRPV agonist","CNR1|GPR119|TRPV1",-0.571574642126789,1,-0.571574642126789,NA,-0.571574642126789
"212","selamectin","Launched","nematocide","",-0.570040899795501,1,-0.570040899795501,NA,-0.570040899795501
"108","granisetron","Launched","serotonin receptor antagonist","HTR3A",-0.568507157464213,1,-0.568507157464213,NA,-0.568507157464213
"109","GSK-3-inhibitor-IX","Preclinical","glycogen synthase kinase inhibitor|lipoxygenase inhibitor","GSK3A|GSK3B",-0.568166325835038,1,-0.568166325835038,NA,-0.568166325835038
"157","NSC-632839","Preclinical","ubiquitin specific protease inhibitor","SENP2|USP1|USP2|USP7",-0.564758009543286,2,-0.564758009543286,0.0132552395927946,-0.564758009543286
"147","naltrindole","Preclinical","opioid receptor antagonist","OPRD1|OPRK1|OPRM1",-0.560838445807771,1,-0.560838445807771,NA,-0.560838445807771
"65","dasatinib","Launched","Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|src inhibitor|tyrosine kinase inhibitor","ABL1|ABL2|BLK|EPHA2|FGR|FRK|FYN|HCK|KIT|LCK|LYN|PDGFRB|SRC|SRMS|STAT5B|YES1",-0.548824130879346,2,-0.548824130879346,0.113392549607454,-0.548824130879346
"273","zolantidine","Preclinical","histamine receptor antagonist","",-0.548057259713701,1,-0.548057259713701,NA,-0.548057259713701
"182","piromidic-acid","Phase 2","bacterial DNA gyrase inhibitor","",-0.546693933197001,1,-0.546693933197001,NA,-0.546693933197001
"6","alvocidib","Phase 2","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9|EGFR|PYGM",-0.543796864349012,1,-0.543796864349012,NA,-0.543796864349012
"7","AM-404","Preclinical","cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist","CNR1|CNR2|FAAH|TRPV1",-0.541922290388548,1,-0.541922290388548,NA,-0.541922290388548
"227","temsirolimus","Launched","mTOR inhibitor","MTOR",-0.529311520109066,4,-0.531612133605999,0.123379715928771,-0.529311520109066
"132","metformin","Launched","insulin sensitizer","ACACB|PRKAB1",-0.526244035446489,1,-0.526244035446489,NA,-0.526244035446489
"209","SB-216763","Preclinical","glycogen synthase kinase inhibitor","CCNA2|CDK2|GSK3A|GSK3B",-0.526244035446489,1,-0.526244035446489,NA,-0.526244035446489
"14","andarine","Phase 1","androgen receptor modulator","AR",-0.525051124744376,1,-0.525051124744376,NA,-0.525051124744376
"275","zoxazolamine","Phase 2","myorelaxant","",-0.515678254942058,1,-0.515678254942058,NA,-0.515678254942058
"270","ZK-164015","Preclinical","estrogen receptor antagonist","ESR1|ESR2",-0.511077027948194,1,-0.511077027948194,NA,-0.511077027948194
"115","immepip","Preclinical","histamine receptor agonist","HRH3|HRH4",-0.509713701431493,1,-0.509713701431493,NA,-0.509713701431493
"256","ursolic-acid","Phase 1","ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor","HSD11B1|PLA2G1B|PTPN1|PYGM",-0.505282890252215,1,-0.505282890252215,NA,-0.505282890252215
"259","vincristine","Launched","tubulin polymerization inhibitor","TUBA4A|TUBB",-0.499659168370825,1,-0.499659168370825,NA,-0.499659168370825
"61","cytochalasin-b","Phase 2","microtubule inhibitor","ACTB",-0.498125426039537,1,-0.498125426039537,NA,-0.498125426039537
"141","mitotane","Launched","antineoplastic agent","CYP11A1|CYP11B1|ESR1|FDX1",-0.493524199045671,1,-0.493524199045671,NA,-0.493524199045671
"37","BX-795","Preclinical","IKK inhibitor","CDK2|CHEK1|GSK3B|KDR|PDK1|PDPK1",-0.487559645535106,1,-0.487559645535106,NA,-0.487559645535106
"247","triciribine","Phase 1/Phase 2","AKT inhibitor","AKT1|AKT2|AKT3",-0.48653715064758,1,-0.48653715064758,NA,-0.48653715064758
"30","bisindolylmaleimide-ix","Preclinical","PKC inhibitor","AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SIRT1",-0.485173824130879,1,-0.485173824130879,NA,-0.485173824130879
"271","ZK-93423","Phase 3","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2",-0.477845944103613,1,-0.477845944103613,NA,-0.477845944103613
"198","R-96544","Preclinical","serotonin receptor antagonist","HTR2A",-0.468643490115883,1,-0.468643490115883,NA,-0.468643490115883
"64","dactinomycin","Launched","RNA polymerase inhibitor","POLR2A",-0.464042263122018,1,-0.464042263122018,NA,-0.464042263122018
"3","ABT-737","Phase 1/Phase 2","BCL inhibitor","BCL2|BCL2L1|BCL2L2",-0.451431492842536,1,-0.451431492842536,NA,-0.451431492842536
"77","doxycycline","Launched","metalloproteinase inhibitor","MMP8",-0.444444444444444,1,-0.444444444444444,NA,-0.444444444444444
"5","AG-14361","Preclinical","PARP inhibitor","PARP1",-0.442740286298569,1,-0.442740286298569,NA,-0.442740286298569
"210","SB-590885","Preclinical","RAF inhibitor","BRAF",-0.43694614860259,1,-0.43694614860259,NA,-0.43694614860259
"149","nelfinavir","Launched","HIV protease inhibitor","CYP1A2|CYP2B6|CYP2C19|CYP2C9|CYP2D6|CYP3A4|CYP3A7",-0.431152010906612,1,-0.431152010906612,NA,-0.431152010906612
"89","estrone","Launched","estrogen receptor agonist|estrogenic hormone","ESR1|ESR2",-0.416837082481254,1,-0.416837082481254,NA,-0.416837082481254
"229","terfenadine","Withdrawn","histamine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|KCNH1|KCNH2",-0.412065439672802,1,-0.412065439672802,NA,-0.412065439672802
"245","triamcinolone","Launched","glucocorticoid receptor agonist","NR3C1|SERPINA6",-0.403033401499659,1,-0.403033401499659,NA,-0.403033401499659
"159","NVP-AUY922","Phase 2","HSP inhibitor","HSP90AA1|HSP90AB1",-0.39927005226085,2,-0.39927005226085,0.281031163063603,-0.39927005226085
"105","gaboxadol","Phase 3","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRD|GABRR1|GABRR2|GABRR3",-0.392467620995228,1,-0.392467620995228,NA,-0.392467620995228
"93","evodiamine","Preclinical","ATPase inhibitor|TRPV agonist","TRPV1",-0.37678936605317,1,-0.37678936605317,NA,-0.37678936605317
"216","sirolimus","Launched","mTOR inhibitor","FGF2|FKBP1A|MTOR",-0.375336097856548,6,-0.617672119972734,0.514669434649977,-0.375336097856548
"17","asiatic-acid","Preclinical","apoptosis stimulant","PYGM",-0.37252897068848,1,-0.37252897068848,NA,-0.37252897068848
"24","benzethonium","Launched","sodium channel blocker","SCN10A",-0.36758691206544,1,-0.36758691206544,NA,-0.36758691206544
"206","saclofen","Preclinical","GABA receptor antagonist","GABBR1|GABBR2|KCTD12|KCTD16|KCTD8",-0.364519427402863,1,-0.364519427402863,NA,-0.364519427402863
"72","digoxin","Launched","ATPase inhibitor","ATP1A1",-0.362133605998637,2,-0.362133605998637,0.0127732308803296,-0.362133605998637
"169","parthenolide","Phase 1","NFkB pathway inhibitor","",-0.360940695296524,1,-0.360940695296524,NA,-0.360940695296524
"19","atovaquone","Launched","mitochondrial electron transport inhibitor","DHODH",-0.353101567825494,1,-0.353101567825494,NA,-0.353101567825494
"21","auranofin","Launched","NFkB pathway inhibitor","IKBKB|PRDX5|TRPA1",-0.345262440354465,1,-0.345262440354465,NA,-0.345262440354465
"252","tyrphostin-AG-1478","Preclinical","EGFR inhibitor","EGFR|MAPK14",-0.343217450579414,2,-0.343217450579414,0.399344218277474,-0.343217450579414
"129","mebendazole","Launched","tubulin polymerization inhibitor","TUBA1A|TUBB|TUBB4B",-0.342706203135651,1,-0.342706203135651,NA,-0.342706203135651
"183","pizotifen","Launched","serotonin receptor antagonist","HTR1A|HTR2A|HTR2C",-0.330606680299932,2,-0.330606680299932,0.192080471917409,-0.330606680299932
"165","ouabain","Launched","ATPase inhibitor","ATP1A1",-0.328732106339468,2,-0.328732106339468,0.315233697952285,-0.328732106339468
"102","fluvastatin","Launched","HMGCR inhibitor","HMGCR",-0.327539195637356,2,-0.327539195637356,0.259561691662547,-0.327539195637356
"177","phenothiazine","Preclinical","dopamine receptor antagonist","",-0.30385139740968,1,-0.30385139740968,NA,-0.30385139740968
"154","norethisterone","Launched","progesterone receptor agonist","PGR",-0.297886843899114,1,-0.297886843899114,NA,-0.297886843899114
"185","PPT","Preclinical","estrogen receptor agonist","ESR1",-0.295245398773006,2,-0.295245398773006,0.291494768863371,-0.295245398773006
"82","enzalutamide","Launched","androgen receptor antagonist","AR",-0.284736423540105,1,-0.284736423540105,NA,-0.284736423540105
"35","brucine","Preclinical","glycine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5",-0.279652351738241,1,-0.279652351738241,NA,-0.279652351738241
"233","thiotepa","Launched","cytochrome P450 inhibitor","CYP2B6|CYP3A4",-0.265167007498296,1,-0.265167007498296,NA,-0.265167007498296
"87","erythrosine","Preclinical","coloring agent","",-0.263803680981595,1,-0.263803680981595,NA,-0.263803680981595
"12","amoxicillin","Launched","penicillin binding protein inhibitor","CYP2C19|SLC15A1|SLC15A2|SLC22A6",-0.259032038173142,1,-0.259032038173142,NA,-0.259032038173142
"71","digoxigenin","Preclinical","steroid","",-0.251874573960464,1,-0.251874573960464,NA,-0.251874573960464
"184","podophyllotoxin","Launched","microtubule inhibitor|tubulin polymerization inhibitor","IGF1R|TOP2A|TUBA4A|TUBB",-0.232589184276301,1,-0.232589184276301,NA,-0.232589184276301
"47","CGS-15943","Preclinical","adenosine receptor antagonist","ADORA1|ADORA2A|ADORA2B|ADORA3",-0.213019768234492,2,-0.213019768234492,0.333791033382198,-0.213019768234492
"140","mitomycin-c","Launched","DNA alkylating agent|DNA synthesis inhibitor","",-0.194188820722564,2,-0.194188820722564,0.653483311924787,-0.194188820722564
"119","KI-8751","Preclinical","KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","KDR",-0.190865712338105,1,-0.190865712338105,NA,-0.190865712338105
"100","FGIN-1-43","Preclinical","benzodiazepine receptor agonist","TSPO",-0.18626448534424,1,-0.18626448534424,NA,-0.18626448534424
"219","STAT3-inhibitor-VI","Preclinical","STAT inhibitor","STAT3",-0.181152010906612,1,-0.181152010906612,NA,-0.181152010906612
"137","mianserin","Launched","serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD5|HRH1|HRH2|HRH4|HTR1A|HTR1F|HTR2A|HTR2B|HTR2C|HTR6|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4",-0.179959100204499,1,-0.179959100204499,NA,-0.179959100204499
"202","RS-23597-190","Preclinical","serotonin receptor antagonist","HTR4",-0.175357873210634,1,-0.175357873210634,NA,-0.175357873210634
"27","bergenin","Preclinical","interleukin inhibitor","IL1B|TNF",-0.157975460122699,1,-0.157975460122699,NA,-0.157975460122699
"104","fostamatinib","Phase 3","SYK inhibitor","RET|SYK",-0.13154680754374,2,-0.13154680754374,0.957972232328367,-0.13154680754374
"20","ATPA","Preclinical","glutamate receptor agonist","GRIA2|GRIK1",-0.129345603271984,1,-0.129345603271984,NA,-0.129345603271984
"96","fenbendazole","Launched","tubulin polymerization inhibitor","TUBB",-0.111963190184049,1,-0.111963190184049,NA,-0.111963190184049
"97","fenobam","Phase 2","glutamate receptor antagonist","GRM5",-0.109236537150648,1,-0.109236537150648,NA,-0.109236537150648
"200","rosuvastatin","Launched","HMGCR inhibitor","HMGCR",-0.106169052488071,1,-0.106169052488071,NA,-0.106169052488071
"118","kenpaullone","Preclinical","CDK inhibitor|glycogen synthase kinase inhibitor","CCNB1|CDK1|CDK5|GSK3B",-0.102221086116792,1,-0.102221086116792,NA,-0.102221086116792
"274","zonisamide","Launched","sodium channel blocker|T-type calcium channel blocker","CA1|CA10|CA11|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA8|CA9|CACNA1G|CACNA1H|CACNA1I|MAOA|MAOB|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A",-0.0991820040899796,1,-0.0991820040899796,NA,-0.0991820040899796
"1","10-DEBC","Preclinical","AKT inhibitor","PIM1",-0.081799591002045,1,-0.081799591002045,NA,-0.081799591002045
"189","progesterone","Launched","progesterone receptor agonist","CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5",-0.0785616905248805,2,-0.0785616905248805,0.657700888158858,-0.0785616905248805
"23","azacitidine","Launched","DNA methyltransferase inhibitor","DNMT1|DNMT3A",-0.0688479890933879,1,-0.0688479890933879,NA,-0.0688479890933879
"193","puromycin","Preclinical","protein synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.066291751874574,1,-0.066291751874574,NA,-0.066291751874574
"50","cirazoline","Preclinical","adrenergic receptor agonist","ADRA1A",-0.0656100886162236,1,-0.0656100886162236,NA,-0.0656100886162236
"103","forskolin","Launched","adenylyl cyclase activator","ADCY2|ADCY5|GNAS",-0.0656100886162235,2,-0.0656100886162235,1.02716056626349,-0.0656100886162235
"11","amodiaquine","Launched","histamine receptor agonist","HNMT",-0.0501022494887526,1,-0.0501022494887526,NA,-0.0501022494887526
"217","SKF-83566","Preclinical","dopamine receptor antagonist","DRD1|DRD5",-0.0400477164280845,1,-0.0400477164280845,NA,-0.0400477164280845
"36","butein","Preclinical","EGFR inhibitor|src inhibitor","ACE",-0.0197682344921608,1,-0.0197682344921608,NA,-0.0197682344921608
"222","tacrolimus","Launched","calcineurin inhibitor","FKBP1A",-0.00894683026584865,2,-0.00894683026584865,0.0856770486407013,-0.00894683026584865
"162","oligomycin-a","Preclinical","ATP synthase inhibitor|ATPase inhibitor","ATP5A1",-0.00783912747102927,1,-0.00783912747102927,NA,-0.00783912747102927
"9","amiodarone","Launched","potassium channel blocker","ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2",-0.00732788002726642,1,-0.00732788002726642,NA,-0.00732788002726642
"186","prednisolone","Launched","glucocorticoid receptor agonist","NR3C1|NR3C2|SERPINA6",-0.00715746421267904,2,-0.00715746421267904,0.82351188524691,-0.00715746421267904
"143","MK-2206","Phase 2","AKT inhibitor","AKT1|AKT2|AKT3",0.0019739831856393,2,0.0019739831856393,0.0302661304035478,0.0019739831856393
"28","BI-2536","Phase 2","PLK inhibitor","BRD4|PLK1|PLK2|PLK3",0.0141445126107703,1,0.0141445126107703,NA,0.0141445126107703
"136","MGCD-265","Preclinical","VEGFR inhibitor","AXL|MET",0.0233753692342653,1,0.0233753692342653,NA,0.0233753692342653
"55","CMPD-1","Preclinical","p38 MAPK inhibitor","GNRHR|MAPK14",0.0303340149965917,1,0.0303340149965917,NA,0.0303340149965917
"160","NVP-TAE684","Preclinical","ALK tyrosine kinase receptor inhibitor","ALK|INSR",0.0323790047716428,2,0.0323790047716428,0.145325626808278,0.0323790047716428
"203","rucaparib","Phase 3","PARP inhibitor","PARP1|PARP2",0.0354464894342195,1,0.0354464894342195,NA,0.0354464894342195
"86","erythromycin","Launched","NFkB pathway inhibitor","MLNR",0.035531697341513,2,0.035531697341513,0.693972043771869,0.035531697341513
"235","tivozanib","Phase 3","VEGFR inhibitor","FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB",0.0489093387866394,1,0.0489093387866394,NA,0.0489093387866394
"232","TG-101348","Phase 3","FLT3 inhibitor|JAK inhibitor","BRD4|JAK1|JAK2|JAK3|TYK2",0.0501022494887525,1,0.0501022494887525,NA,0.0501022494887525
"69","desoxycortone","Preclinical","mineralocorticoid receptor agonist","NR3C1|NR3C2",0.05027266530334,2,0.05027266530334,0.682042328138353,0.05027266530334
"128","lylamine","Preclinical","cannabinoid receptor agonist","CNR1",0.0898091342876619,1,0.0898091342876619,NA,0.0898091342876619
"234","thiothixene","Launched","dopamine receptor antagonist","DRD1|DRD2|HRH1|HTR2A",0.0969665985003408,1,0.0969665985003408,NA,0.0969665985003408
"276","zuclopenthixol","Launched","dopamine receptor antagonist","ADRA1A|ADRA2A|DRD1|DRD2|DRD5|HRH1|HTR2A",0.101738241308793,1,0.101738241308793,NA,0.101738241308793
"98","fenoterol","Withdrawn","adrenergic receptor agonist","ADRB1|ADRB2|ADRB3",0.102249488752556,1,0.102249488752556,NA,0.102249488752556
"197","quercetin","Launched","polar auxin transport inhibitor","ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIK3CG|PIM1|STK17B|UGT3A1",0.115996364462622,3,0.038173142467621,0.146910326532303,0.115996364462622
"25","benzonatate","Launched","local anesthetic","SCN5A",0.124403544648943,1,0.124403544648943,NA,0.124403544648943
"239","torin-2","Preclinical","mTOR inhibitor","MTOR",0.128493524199046,1,0.128493524199046,NA,0.128493524199046
"225","tanespimycin","Phase 3","HSP inhibitor","HSP90AA1",0.130879345603272,2,0.130879345603272,0.0898946248747721,0.130879345603272
"155","norgestimate","Launched","progesterone receptor agonist","ESR1|PGR",0.133776414451261,1,0.133776414451261,NA,0.133776414451261
"78","DR-2313","Preclinical","PARP inhibitor","PARP1|PARP3",0.138207225630538,1,0.138207225630538,NA,0.138207225630538
"215","sildenafil","Launched","phosphodiesterase inhibitor","PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3",0.139428538968416,1,0.139428538968416,NA,0.139428538968416
"250","TWS-119","Preclinical","glycogen synthase kinase inhibitor","GSK3B|JUN|MYC",0.142297205180641,1,0.142297205180641,NA,0.142297205180641
"73","dipyridamole","Launched","phosphodiesterase inhibitor","ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1",0.147580095432856,1,0.147580095432856,NA,0.147580095432856
"92","everolimus","Launched","mTOR inhibitor","MTOR",0.152010906612134,1,0.152010906612134,NA,0.152010906612134
"188","prochlorperazine","Launched","dopamine receptor antagonist","DRD1|DRD2|DRD3|DRD4",0.152351738241309,1,0.152351738241309,NA,0.152351738241309
"144","MLN-8054","Phase 1","Aurora kinase inhibitor","AURKA",0.17211997273347,4,0.254516019086571,0.603488302335868,0.17211997273347
"134","metitepine","Preclinical","anti-HCVE2","HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7",0.174676209952284,1,0.174676209952284,NA,0.174676209952284
"174","PF-562271","Phase 1","focal adhesion kinase inhibitor","PTK2|PTK2B",0.179277436946149,1,0.179277436946149,NA,0.179277436946149
"62","dabrafenib","Launched","RAF inhibitor","BRAF|LIMK1|NEK11|RAF1|SIK1",0.180640763462849,1,0.180640763462849,NA,0.180640763462849
"262","WAY-161503","Preclinical","serotonin receptor agonist","HTR2C",0.184219495569189,1,0.184219495569189,NA,0.184219495569189
"68","desipramine","Launched","tricyclic antidepressant","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A4|SMPD1",0.185241990456714,1,0.185241990456714,NA,0.185241990456714
"124","lapatinib","Launched","EGFR inhibitor","EGFR|ERBB2",0.192399454669393,1,0.192399454669393,NA,0.192399454669393
"46","cefotaxime","Launched","bacterial cell wall synthesis inhibitor","",0.220518064076346,1,0.220518064076346,NA,0.220518064076346
