"","target","p","padj"
"Sympathomimetics","Sympathomimetics",0.436,1
"Tocolytic Agents","Tocolytic Agents",0.436,1
"Antimetabolites, Antineoplastic","Antimetabolites, Antineoplastic",0.438,1
"Vasodilator Agents","Vasodilator Agents",0.449,1
"Keratolytic Agents","Keratolytic Agents",0.46,1
"Gastrointestinal Agents","Gastrointestinal Agents",0.465,1
"Cytochrome P-450 CYP2C9 Inhibitors","Cytochrome P-450 CYP2C9 Inhibitors",0.479,1
"Cytochrome P-450 CYP2D6 Inhibitors","Cytochrome P-450 CYP2D6 Inhibitors",0.479,1
"Cytochrome P-450 CYP3A Inhibitors","Cytochrome P-450 CYP3A Inhibitors",0.479,1
"Potassium Channel Blockers","Potassium Channel Blockers",0.479,1
"Calcineurin Inhibitors","Calcineurin Inhibitors",0.487,1
"Anticonvulsants","Anticonvulsants",0.496,1
"Adrenergic alpha-1 Receptor Agonists","Adrenergic alpha-1 Receptor Agonists",0.503,1
"Nasal Decongestants","Nasal Decongestants",0.503,1
"Vasoconstrictor Agents","Vasoconstrictor Agents",0.503,1
"Dopamine Antagonists","Dopamine Antagonists",0.511,1
"Adrenergic alpha-Antagonists","Adrenergic alpha-Antagonists",0.512,1
"Histamine H1 Antagonists","Histamine H1 Antagonists",0.512,1
"Antioxidants","Antioxidants",0.513,1
"Progestins","Progestins",0.521,1
"Glucocorticoids","Glucocorticoids",0.529,1
"Anti-Inflammatory Agents, Non-Steroidal","Anti-Inflammatory Agents, Non-Steroidal",0.548,1
"Coccidiostats","Coccidiostats",0.55,1
"Bronchodilator Agents","Bronchodilator Agents",0.557,1
"Alkylating Agents","Alkylating Agents",0.571,1
"Contraceptives, Oral, Synthetic","Contraceptives, Oral, Synthetic",0.571,1
"Cross-Linking Reagents","Cross-Linking Reagents",0.571,1
"Myeloablative Agonists","Myeloablative Agonists",0.585,1
"Antiemetics","Antiemetics",0.588,1
"Indicators and Reagents","Indicators and Reagents",0.598,1
"Anti-Allergic Agents","Anti-Allergic Agents",0.606,1
"Antiparasitic Agents","Antiparasitic Agents",0.607,1
"Antidepressive Agents","Antidepressive Agents",0.619,1
"Antirheumatic Agents","Antirheumatic Agents",0.634,1
"Anti-Infective Agents","Anti-Infective Agents",0.649,1
"GABA Antagonists","GABA Antagonists",0.659,1
"Antibiotics, Antineoplastic","Antibiotics, Antineoplastic",0.675,1
"HIV Protease Inhibitors","HIV Protease Inhibitors",0.687,1
"Hydroxymethylglutaryl-CoA Reductase Inhibitors","Hydroxymethylglutaryl-CoA Reductase Inhibitors",0.716,1
"Muscle Relaxants, Central","Muscle Relaxants, Central",0.732,1
"Uricosuric Agents","Uricosuric Agents",0.732,1
"Hypoglycemic Agents","Hypoglycemic Agents",0.748,1
"Antinematodal Agents","Antinematodal Agents",0.752,1
"Analgesics","Analgesics",0.762,1
"Histamine H2 Antagonists","Histamine H2 Antagonists",0.77,1
"Tubulin Modulators","Tubulin Modulators",0.776,1
"Topoisomerase II Inhibitors","Topoisomerase II Inhibitors",0.779,1
"Narcotic Antagonists","Narcotic Antagonists",0.785,1
"Cardiotonic Agents","Cardiotonic Agents",0.798,1
"Anticestodal Agents","Anticestodal Agents",0.805,1
"Topoisomerase I Inhibitors","Topoisomerase I Inhibitors",0.812,1
"Antineoplastic Agents, Phytogenic","Antineoplastic Agents, Phytogenic",0.817,1
"Antimetabolites","Antimetabolites",0.827,1
"Reverse Transcriptase Inhibitors","Reverse Transcriptase Inhibitors",0.827,1
"Trypanocidal Agents","Trypanocidal Agents",0.828,1
"Intercalating Agents","Intercalating Agents",0.841,1
"Anticholesteremic Agents","Anticholesteremic Agents",0.846,1
"Cholinesterase Inhibitors","Cholinesterase Inhibitors",0.876,1
"Nootropic Agents","Nootropic Agents",0.876,1
"Antipruritics","Antipruritics",0.89,1
"Cardiovascular Agents","Cardiovascular Agents",0.894,1
"Anti-Infective Agents, Local","Anti-Infective Agents, Local",0.9,1
"Anthelmintics","Anthelmintics",0.919,1
"Insecticides","Insecticides",0.919,1
"Antimalarials","Antimalarials",0.92,1
"Histamine H1 Antagonists, Non-Sedating","Histamine H1 Antagonists, Non-Sedating",0.925,1
