"","pert_iname","clinical_phase","moa","target","mean","n","median","sd","sRGES"
"1681","suprofen","Withdrawn","cyclooxygenase inhibitor","PTGS1|PTGS2",-0.691197622337162,1,-0.691197622337162,NA,-0.691197622337162
"1359","PIK-75","Preclinical","DNA protein kinase inhibitor|PI3K inhibitor","PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC",-0.689663573207799,65,-0.821817988052231,0.398074598502226,-0.689663573207799
"1087","mitoxantrone","Launched","topoisomerase inhibitor","TOP2A",-0.686024263554817,77,-0.706884798909339,0.342358875978956,-0.686024263554817
"223","bortezomib","Launched","NFkB pathway inhibitor|proteasome inhibitor","PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMA8|PSMB1|PSMB10|PSMB11|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMD1|PSMD2|RELA",-0.684170149636679,87,-0.858457388188564,0.366682058612041,-0.684170149636679
"439","dabrafenib","Launched","RAF inhibitor","BRAF|LIMK1|NEK11|RAF1|SIK1",-0.683783379436539,12,-0.869007205155571,0.462172752459382,-0.683783379436539
"1275","palbociclib","Launched","CDK inhibitor","CDK4|CDK6",-0.678385355272328,47,-0.66086360734057,0.377650583243709,-0.678385355272328
"1463","pyrvinium","Launched","androgen receptor antagonist","",-0.677787286773246,7,-0.689331970006817,0.216020360559327,-0.677787286773246
"830","ifosfamide","Launched","DNA alkylating agent","CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP3A4|CYP3A5|CYP3A7|PTGS1",-0.671599803659588,1,-0.671599803659588,NA,-0.671599803659588
"130","AT-7519","Phase 2","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK6|CDK9",-0.667635473394991,52,-0.680125055204027,0.316142174691823,-0.667635473394991
"440","dacarbazine","Launched","DNA alkylating agent","PGD|POLA2",-0.666666666666667,1,-0.666666666666667,NA,-0.666666666666667
"878","ivermectin","Launched","benzodiazepine receptor agonist","CHRNA7|GABRB3|GLRA3|P2RX7",-0.658823715639872,14,-0.643996902511457,0.14107860212831,-0.658823715639872
"300","CD-437","Preclinical","retinoid receptor agonist","RARG",-0.654600623295921,67,-0.730393259692308,0.342615631382552,-0.654600623295921
"1745","thonzonium","Launched","ATPase inhibitor","",-0.646378263100624,1,-0.646378263100624,NA,-0.646378263100624
"60","alvocidib","Phase 2","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9|EGFR|PYGM",-0.645271524261912,96,-0.698635672604784,0.372300719106638,-0.645271524261912
"572","enilconazole","Launched","sterol demethylase inhibitor","CYP19A1|CYP1A2|CYP2B6|CYP2C9|CYP2J2|CYP3A4|CYP3A5|NR1I2|PPARA|PTGER2",-0.644503689140161,1,-0.644503689140161,NA,-0.644503689140161
"886","JTC-801","Phase 2","opioid receptor antagonist","OPRL1",-0.643041681786755,5,-0.617918822064496,0.100593105338798,-0.643041681786755
"884","JNJ-7706621","Preclinical","CDK inhibitor","AURKA|AURKB|CDK1|CDK2",-0.641452200591534,14,-0.717360910691416,0.25054937521246,-0.641452200591534
"1451","puromycin","Preclinical","protein synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.638230359220217,30,-0.692585911186925,0.249870842508304,-0.638230359220217
"1223","NVP-BEZ235","Phase 2","mTOR inhibitor|PI3K inhibitor","ATR|MTOR|PIK3CA|PIK3CD|PIK3CG",-0.634530429888237,85,-0.71070687694112,0.353398956901569,-0.634530429888237
"1661","sulfachlorpyridazine","Launched","bacterial antifolate","",-0.625928365350113,1,-0.625928365350113,NA,-0.625928365350113
"92","amsacrine","Launched","topoisomerase inhibitor","KCNH2|TOP2A",-0.624460242163723,22,-0.675949867746631,0.242370871418168,-0.624460242163723
"783","haloprogin","Launched","other antifungal","",-0.622977465107301,3,-0.674164962508521,0.15417574948152,-0.622977465107301
"419","cromoglicic-acid","Launched","immunosuppressant","KCNMA1|S100P",-0.619963811839547,1,-0.619963811839547,NA,-0.619963811839547
"743","GR-103691","Preclinical","dopamine receptor antagonist","DRD3",-0.616223585548739,3,-0.669222903885481,0.0926844287051382,-0.616223585548739
"391","clofilium","Phase 2","potassium channel blocker","KCNA5|KCNH1",-0.613437153367102,3,-0.599513914089036,0.0464952964757784,-0.613437153367102
"220","BMY-45778","Preclinical","IP1 prostacyclin receptor agonist","PTGIR",-0.607735708539202,9,-0.647741589617325,0.244875314828693,-0.607735708539202
"261","BVT-948","Preclinical","tyrosine phosphatase inhibitor","PTPN1|PTPN11|PTPN2",-0.60630003216167,10,-0.692565409668921,0.330088619096062,-0.60630003216167
"1905","YM-155","Phase 2","survivin inhibitor","BIRC5",-0.603564262391627,58,-0.747857524521215,0.402741364186065,-0.603564262391627
"1048","methotrexate","Launched","dihydrofolate reductase inhibitor","DHFR",-0.597692846073283,10,-0.595639737039067,0.360660316420806,-0.597692846073283
"1779","topotecan","Launched","topoisomerase inhibitor","TOP1|TOP1MT",-0.596673055412124,26,-0.642032659828641,0.215140383412088,-0.596673055412124
"856","iopromide","Launched","radiopaque medium","",-0.596105597797284,1,-0.596105597797284,NA,-0.596105597797284
"1658","sulconazole","Launched","sterol demethylase inhibitor","",-0.595639167313884,13,-0.621336059986367,0.288308618688574,-0.595639167313884
"1758","tioguanine","Phase 2","purine antagonist","",-0.594066555775646,3,-0.601047656420325,0.0804082519266391,-0.594066555775646
"1890","WYE-125132","Preclinical","mTOR inhibitor","MTOR",-0.589495172756596,65,-0.641688472033145,0.377787700552676,-0.589495172756596
"402","clotrimazole","Launched","cytochrome P450 inhibitor|imidazoline receptor ligand","CYP3A4|KCNN4|NR1I2|NR1I3|TRPM2|TRPM4|TRPM8",-0.587726492697646,5,-0.591845202432594,0.102862546613685,-0.587726492697646
"585","epirubicin","Launched","topoisomerase inhibitor","CHD1|TOP2A",-0.585840275375911,4,-0.629085518735043,0.252176993959702,-0.585840275375911
"1402","pralidoxime","Launched","acetylcholinesterase inhibitor","ACHE|BCHE",-0.584006074961565,1,-0.584006074961565,NA,-0.584006074961565
"1072","miconazole","Launched","bacterial cell wall synthesis inhibitor","KCNH2|KCNH6|KCNH7|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|NOS2|NOS3|TRPM2|TRPV5",-0.582080643482985,3,-0.566802999318337,0.223555837146771,-0.582080643482985
"387","clofarabine","Launched","ribonucleotide reductase inhibitor","POLA1|POLD1|POLE|RRM1|RRM2|RRM2B",-0.581356918092332,14,-0.654307059294006,0.230955771393544,-0.581356918092332
"103","anisomycin","Preclinical","DNA synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.576719216088782,24,-0.733976452613706,0.472165030620871,-0.576719216088782
"534","dorzolamide","Launched","carbonic anhydrase inhibitor","CA1|CA12|CA14|CA2|CA4|CA7",-0.576507779119711,1,-0.576507779119711,NA,-0.576507779119711
"946","levocetirizine","Launched","histamine receptor antagonist","HRH1",-0.576086200398301,2,-0.576086200398301,0.0032598673542963,-0.576086200398301
"730","gemcitabine","Launched","ribonucleotide reductase inhibitor","CMPK1|RRM1|RRM2|TYMS",-0.576023362585671,82,-0.669413821218071,0.422486218593205,-0.576023362585671
"1702","tegaserod","Withdrawn","serotonin receptor partial agonist","HTR2A|HTR2B|HTR2C|HTR4",-0.575233229162352,10,-0.589033341491899,0.299580313170918,-0.575233229162352
"366","cinchocaine","Launched","sodium channel blocker","CALM1|SCN10A|SCN5A",-0.572597137014315,1,-0.572597137014315,NA,-0.572597137014315
"321","CGK-733","Preclinical","ATM kinase inhibitor|ATR kinase inhibitor","ATM|ATR",-0.572047073634678,23,-0.685071574642127,0.303127457169461,-0.572047073634678
"1311","penfluridol","Launched","T-type calcium channel blocker","CACNA1G",-0.57055335027112,23,-0.612304021813224,0.235462215536405,-0.57055335027112
"435","CYT-997","Phase 2","tubulin polymerization inhibitor","TUBB",-0.5662688282678,40,-0.612632575645959,0.359321782414038,-0.5662688282678
"44","alexidine","Preclinical","phosphatidylglycerophosphatase inhibitor","PTPMT1",-0.565670963680344,4,-0.594746732095643,0.321701173357948,-0.565670963680344
"1104","monensin","Launched","bacterial permeability inducer","",-0.561179277436946,1,-0.561179277436946,NA,-0.561179277436946
"455","daunorubicin","Launched","RNA synthesis inhibitor|topoisomerase inhibitor","TOP2A|TOP2B",-0.560641789358013,107,-0.575826115861361,0.346517393940444,-0.560641789358013
"299","CD-1530","Preclinical","retinoid receptor agonist","RARG",-0.560242135516047,44,-0.635301235152431,0.259705170523243,-0.560242135516047
"170","benproperine","Launched","antitussive","SCN5A",-0.555555555555555,2,-0.555555555555555,0.179307241037079,-0.555555555555555
"1699","targinine","Phase 3","nitric oxide synthase inhibitor","NOS3",-0.554864970667086,2,-0.554864970667086,0.16749802758168,-0.554864970667086
"1439","propylthiouracil","Launched","thyroid peroxidase inhibitor","DIO1|TPO",-0.554353723223324,1,-0.554353723223324,NA,-0.554353723223324
"306","cefepime","Launched","bacterial cell wall synthesis inhibitor","",-0.55111582274616,1,-0.55111582274616,NA,-0.55111582274616
"1938","ZM-39923","Preclinical","JAK inhibitor","JAK1|JAK3",-0.550780938870397,3,-0.558623040218132,0.0987386442210672,-0.550780938870397
"1687","tacedinaline","Phase 3","HDAC inhibitor","HDAC1",-0.550187639820799,49,-0.594994538836144,0.316540917124166,-0.550187639820799
"1381","piromidic-acid","Phase 2","bacterial DNA gyrase inhibitor","",-0.547707506454408,1,-0.547707506454408,NA,-0.547707506454408
"1166","niclosamide","Launched","DNA replication inhibitor|STAT inhibitor","STAT3",-0.546886127203407,94,-0.599218469145406,0.31641192022737,-0.546886127203407
"1834","tyrphostin-A9","Preclinical","protein tyrosine kinase inhibitor|tyrosine kinase inhibitor","",-0.546172050846907,26,-0.639054843888417,0.37629582965052,-0.546172050846907
"1559","SANT-1","Preclinical","smoothened receptor antagonist","SHH|SMO",-0.546007809123591,2,-0.546007809123591,0.0106105002193922,-0.546007809123591
"541","doxorubicin","Launched","topoisomerase inhibitor","TOP2A",-0.544852069491138,79,-0.600706824791149,0.318259282003326,-0.544852069491138
"442","dactinomycin","Launched","RNA polymerase inhibitor","POLR2A",-0.542973158595715,25,-0.581449837742751,0.261421437805431,-0.542973158595715
"672","florfenicol","Launched","protein synthesis inhibitor","",-0.541402121314667,1,-0.541402121314667,NA,-0.541402121314667
"1467","quiflapon","Phase 2","leukotriene synthesis inhibitor","ALOX5|ALOX5AP",-0.539446354343018,39,-0.558102871144251,0.325192861367853,-0.539446354343018
"277","canrenone","Withdrawn","mineralocorticoid receptor antagonist","NR3C2",-0.538845884095853,1,-0.538845884095853,NA,-0.538845884095853
"869","isoprenaline","Launched","adrenergic receptor agonist","ADRB1|ADRB2|ADRB3|MAPK1|PIK3R1|PIK3R2|PIK3R3",-0.537993805022915,1,-0.537993805022915,NA,-0.537993805022915
"552","dyclonine","Launched","sodium channel blocker","SCN10A|SCN5A",-0.536289646877039,1,-0.536289646877039,NA,-0.536289646877039
"928","lanatoside-c","Preclinical","cardiac glycoside","",-0.536167249130297,6,-0.59559881116858,0.350915976204438,-0.536167249130297
"1263","oxolinic-acid","Preclinical","bacterial DNA gyrase inhibitor","",-0.533912747102931,1,-0.533912747102931,NA,-0.533912747102931
"1250","OSI-027","Phase 1","mTOR inhibitor","MTOR",-0.533461164111351,54,-0.591485051099674,0.380175182633941,-0.533461164111351
"162","belinostat","Launched","HDAC inhibitor","HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9",-0.53219824238488,25,-0.564237840469404,0.263890877016673,-0.53219824238488
"569","emetine","Phase 2","protein synthesis inhibitor","RPS2",-0.531271745451697,115,-0.583835659146978,0.326760006848599,-0.531271745451697
"831","IKK-16","Preclinical","IKK inhibitor","IKBKB",-0.527762108372424,16,-0.540209210612553,0.25726769913542,-0.527762108372424
"833","IKK-2-inhibitor-V","Phase 1","IKK inhibitor|NFkB pathway inhibitor","IKBKB",-0.526490182239791,73,-0.600365993161974,0.331914135242473,-0.526490182239791
"613","ethaverine","Launched","calcium channel blocker","",-0.526127451026725,3,-0.515337423312883,0.0787814646182745,-0.526127451026725
"979","lorglumide","Phase 1","CCK receptor antagonist","CCKAR|CCKBR",-0.525894282187196,1,-0.525894282187196,NA,-0.525894282187196
"1807","triclosan","Launched","antibacterial agent","DNMT1",-0.525302924910493,14,-0.573189131550312,0.224551633523149,-0.525302924910493
"1279","panobinostat","Launched","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9",-0.525098012114751,73,-0.543787942718893,0.410872615568907,-0.525098012114751
"1709","tenatoprazole","Phase 2","ATPase inhibitor","IDO1",-0.524880708929789,1,-0.524880708929789,NA,-0.524880708929789
"1820","triptolide","Phase 3","RNA polymerase inhibitor","RELA",-0.524456930870909,89,-0.666828160851136,0.376348668509149,-0.524456930870909
"1190","NNC-55-0396","Preclinical","T-type calcium channel blocker","CATSPER1|CATSPER2|CATSPER3|CATSPER4",-0.523963306250867,14,-0.588957055214724,0.256077245458619,-0.523963306250867
"1377","pirfenidone","Launched","TGF beta receptor inhibitor","FURIN|TNF",-0.52087593728698,2,-0.52087593728698,0.0502494082745044,-0.52087593728698
"944","levobunolol","Launched","adrenergic receptor antagonist","ADRB1|ADRB2|ADRB3",-0.518916155419223,1,-0.518916155419223,NA,-0.518916155419223
"1260","oxiconazole","Launched","bacterial cell wall synthesis inhibitor","",-0.517516961413581,5,-0.6013884880495,0.301934375997701,-0.517516961413581
"986","luteolin","Phase 2","glucosidase inhibitor","TOP1",-0.51524514893007,3,-0.513113096093126,0.056559454149742,-0.51524514893007
"250","buparlisib","Phase 3","PI3K inhibitor","PIK3CA|PIK3CG",-0.513821763409536,30,-0.561450941861771,0.35542734310056,-0.513821763409536
"1783","torin-2","Preclinical","mTOR inhibitor","MTOR",-0.512096752005894,61,-0.578123373191972,0.365727944132923,-0.512096752005894
"28","acetylcholine","Launched","acetylcholine receptor agonist","ACHE|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA2",-0.511749769576425,2,-0.511749769576425,0.137613487408834,-0.511749769576425
"1808","tridihexethyl","Launched","acetylcholine receptor antagonist","CHRM1|CHRM2|CHRM3",-0.510045611430549,1,-0.510045611430549,NA,-0.510045611430549
"1287","paromomycin","Launched","bacterial 30S ribosomal subunit inhibitor","",-0.509875195615962,1,-0.509875195615962,NA,-0.509875195615962
"203","bisindolylmaleimide-ix","Preclinical","PKC inhibitor","AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SIRT1",-0.508739387350604,19,-0.602581398751613,0.249655224541926,-0.508739387350604
"1068","MG-132","Preclinical","proteasome inhibitor","PSMB1",-0.507424544624866,47,-0.592526865690945,0.3801263666174,-0.507424544624866
"464","dequalinium","Launched","PKC inhibitor","KCNN1|KCNN3",-0.505453306066803,2,-0.505453306066803,0.185573354299128,-0.505453306066803
"1782","torin-1","Preclinical","mTOR inhibitor","MTOR",-0.505010046913824,67,-0.522315550080856,0.415971045125527,-0.505010046913824
"199","bimatoprost","Launched","prostanoid receptor agonist","AKR1C3|PTGER1|PTGER3|PTGFR",-0.504937597807981,2,-0.504937597807981,0.049171197216613,-0.504937597807981
"1135","nalidixic-acid","Launched","bacterial DNA gyrase inhibitor","",-0.503067484662577,1,-0.503067484662577,NA,-0.503067484662577
"1755","tiletamine","Launched","glutamate receptor antagonist","",-0.501354404886582,1,-0.501354404886582,NA,-0.501354404886582
"143","azacitidine","Launched","DNA methyltransferase inhibitor","DNMT1|DNMT3A",-0.500782573174004,19,-0.618438991138378,0.370444439974626,-0.500782573174004
"619","ethoxyquin","Preclinical","antioxidant","",-0.498968583482356,1,-0.498968583482356,NA,-0.498968583482356
"1534","RS-102895","Preclinical","CCR antagonist","CCR2",-0.497269523410833,7,-0.501022494887526,0.237885369224893,-0.497269523410833
"1931","ZK-164015","Preclinical","estrogen receptor antagonist","ESR1|ESR2",-0.493906906240023,15,-0.65660321197588,0.408068282652393,-0.493906906240023
"376","citiolone","Preclinical","lipotropic|mucolytic agent","",-0.493519738230612,2,-0.493519738230612,0.0773560898055188,-0.493519738230612
"1897","XL-147","Phase 2","PI3K inhibitor","PIK3CA|PIK3CD|PIK3CG",-0.491804929096324,16,-0.618945777767081,0.335464346046941,-0.491804929096324
"1429","proglumide","Withdrawn","CCK receptor antagonist","CCKAR|CCKBR",-0.491299871825914,1,-0.491299871825914,NA,-0.491299871825914
"1096","moclobemide","Launched","monoamine oxidase inhibitor","MAOA|MAOB",-0.49011142193886,4,-0.478518685731845,0.248016126775864,-0.49011142193886
"62","AM-251","Preclinical","cannabinoid receptor antagonist","CNR1|GPR18|GPR55",-0.488665861391572,6,-0.517974407623932,0.169195576442337,-0.488665861391572
"378","cladribine","Launched","adenosine deaminase inhibitor|ribonucleotide reductase inhibitor","ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B",-0.485573380918043,11,-0.578561690524881,0.303282681095247,-0.485573380918043
"4","2-aminobenzenesulfonamide","Preclinical","carbonic anhydrase inhibitor","CA12|CA14|CA2|CA6|CA9",-0.484398031335116,2,-0.484398031335116,0.150266216111047,-0.484398031335116
"857","ioversol","Launched","radiopaque medium","",-0.48380157598406,1,-0.48380157598406,NA,-0.48380157598406
"792","hexylresorcinol","Launched","local anesthetic","TYR",-0.483725289706885,2,-0.483725289706885,0.057479538961483,-0.483725289706885
"1176","nifurtimox","Launched","DNA inhibitor","",-0.483290328540297,1,-0.483290328540297,NA,-0.483290328540297
"329","CGP-71683","Preclinical","neuropeptide receptor antagonist","NPY5R",-0.481568206488539,15,-0.60633054667254,0.299573986431805,-0.481568206488539
"1937","ZM-336372","Preclinical","RAF inhibitor","BRAF|LCK|MAPK14|RAF1",-0.481444448570987,50,-0.541913368758429,0.265787846916117,-0.481444448570987
"1784","tosedostat","Phase 2","peptidase inhibitor","ANPEP|LAP3|NPEPPS",-0.480756038982906,49,-0.593038113134708,0.32348932667517,-0.480756038982906
"1932","ZK-93423","Phase 3","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2",-0.479327916702586,17,-0.477164280845262,0.365160652150545,-0.479327916702586
"1886","WAY-170523","Preclinical","metalloproteinase inhibitor","MMP13",-0.475875490106009,13,-0.557250792071313,0.276722641831232,-0.475875490106009
"629","etoposide","Launched","topoisomerase inhibitor","TOP2A|TOP2B",-0.475441907097028,35,-0.651840490797546,0.403599955764248,-0.475441907097028
"969","lofepramine","Launched","norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI)","HTR1A|SLC6A2|SLC6A4",-0.474661875021272,3,-0.416155419222904,0.175670521876546,-0.474661875021272
"373","cisplatin","Launched","DNA alkylating agent|DNA synthesis inhibitor","XIAP",-0.474101559967704,5,-0.685314920567569,0.462618292218957,-0.474101559967704
"477","diacerein","Launched","interleukin inhibitor","IL1B",-0.470684019075874,2,-0.470684019075874,0.182915997835413,-0.470684019075874
"1331","PHA-793887","Phase 1","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK7|CDK9",-0.470419062092978,59,-0.492574634269,0.346211420691759,-0.470419062092978
"340","chlorhexidine","Launched","membrane integrity inhibitor","",-0.470117453298936,3,-0.504430811179277,0.122444930164555,-0.470117453298936
"1095","mocetinostat","Phase 2","HDAC inhibitor","HDAC1|HDAC11|HDAC2|HDAC3",-0.46968226856329,16,-0.532370083141524,0.309877648813947,-0.46968226856329
"700","fosfosal","Launched","phosphodiesterase inhibitor","PTGS1|PTGS2",-0.468634568485764,1,-0.468634568485764,NA,-0.468634568485764
"577","entinostat","Phase 3","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC9",-0.46565580191962,58,-0.53069534814377,0.342630132634788,-0.46565580191962
"71","AMG-9810","Preclinical","TRPV antagonist","TRPV1",-0.46193689942339,15,-0.532029251512349,0.258397210719834,-0.46193689942339
"1051","methylene-blue","Launched","guanylyl cyclase inhibitor|nitric oxide production inhibitor","ACHE",-0.46163401363866,56,-0.567480201761628,0.377990200851489,-0.46163401363866
"1859","vatalanib","Phase 3","KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","EGFR|FLT1|FLT4|KDR|PDGFRB",-0.461486025903204,1,-0.461486025903204,NA,-0.461486025903204
"1262","oxolamine","Launched","antitussive","",-0.460463531015678,1,-0.460463531015678,NA,-0.460463531015678
"1088","mizolastine","Launched","histamine receptor antagonist","HRH1",-0.458239203795921,1,-0.458239203795921,NA,-0.458239203795921
"1552","ryuvidine","Preclinical","histone lysine methyltransferase inhibitor","CDK2|CDK4",-0.457608147886808,21,-0.499479830926119,0.293002883376299,-0.457608147886808
"78","aminopurvalanol-a","Preclinical","CDK inhibitor|tyrosine kinase inhibitor","CDK1|CDK2|CDK5|CDK6",-0.45509077915871,34,-0.571480512589377,0.323096428072499,-0.45509077915871
"520","disulfiram","Launched","aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist","ALDH2|DBH",-0.453447374214409,8,-0.457391585538042,0.0997874609755604,-0.453447374214409
"115","arctigenin","Preclinical","MEK inhibitor","CHUK|MAP2K1",-0.451400342522834,16,-0.531782549420586,0.418315880091778,-0.451400342522834
"1754","tigecycline","Launched","bacterial 30S ribosomal subunit inhibitor","",-0.448326975948429,29,-0.49232236671344,0.305305344713771,-0.448326975948429
"673","floxuridine","Launched","DNA synthesis inhibitor","TYMS",-0.447929282801247,17,-0.519759312862042,0.4108687541548,-0.447929282801247
"149","azelastine","Launched","histamine receptor antagonist","HRH1",-0.445798849331027,2,-0.445798849331027,0.416937536282456,-0.445798849331027
"256","butacaine","Launched","local anesthetic","",-0.445628433516439,1,-0.445628433516439,NA,-0.445628433516439
"99","andarine","Phase 1","androgen receptor modulator","AR",-0.44440679262948,5,-0.526064698001783,0.309446749054752,-0.44440679262948
"638","ezetimibe","Launched","cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist","ANPEP|NPC1L1|SOAT1",-0.443558136448811,11,-0.539357131539615,0.316115062659895,-0.443558136448811
"939","lestaurtinib","Phase 3","FLT3 inhibitor|growth factor receptor inhibitor|JAK inhibitor","FLT3|NTRK1",-0.442534373908142,24,-0.529822767552829,0.431393964738799,-0.442534373908142
"421","CS-110266","Preclinical","dopamine receptor agonist","SLC6A3",-0.442480201761628,4,-0.446233810497614,0.259469846295956,-0.442480201761628
"1138","naltriben","Preclinical","opioid receptor antagonist","OPRD1|OPRK1|OPRM1",-0.442390533039275,1,-0.442390533039275,NA,-0.442390533039275
"436","cytarabine","Launched","ribonucleotide reductase inhibitor","POLA1|POLB|POLD1|POLE",-0.441836815254995,15,-0.59560327198364,0.392821035536914,-0.441836815254995
"1804","trichostatin-a","Preclinical","HDAC inhibitor","HDAC1|HDAC10|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9",-0.439684231679524,804,-0.5120906012056,0.403358705958884,-0.439684231679524
"1246","orlistat","Launched","lipase inhibitor","CNR1|DAGLA|DAGLB|FASN|LIPF|PNLIP",-0.439527814580463,6,-0.515077338775942,0.194823676488293,-0.439527814580463
"1296","PD-123319","Phase 1","angiotensin antagonist","AGTR2",-0.438009017036233,4,-0.514480883424886,0.275162394449528,-0.438009017036233
"838","imiloxan","Phase 1","adrenergic receptor antagonist","ADRA2A|ADRA2B",-0.437959721859997,2,-0.437959721859997,0.0515749322337835,-0.437959721859997
"1303","PD-198306","Preclinical","MAP kinase inhibitor|MEK inhibitor","MAP2K1|MAP2K2",-0.437379493516176,16,-0.543456032719836,0.348861357785184,-0.437379493516176
"1091","ML-9","Preclinical","myosin light chain kinase inhibitor","TRPC6",-0.43681387592659,4,-0.554699015667558,0.474332578850621,-0.43681387592659
"1878","viomycin","Launched","protein synthesis inhibitor","",-0.436596395343297,1,-0.436596395343297,NA,-0.436596395343297
"260","butoconazole","Launched","bacterial cell wall synthesis inhibitor","",-0.435444705108196,5,-0.535616905248807,0.347063175576047,-0.435444705108196
"591","ER-27319","Preclinical","mediator release inhibitor|SYK inhibitor","SYK",-0.434275260285759,14,-0.537572226301505,0.253491474276252,-0.434275260285759
"710","furaltadone","Launched","bacterial DNA inhibitor","",-0.433197000681663,1,-0.433197000681663,NA,-0.433197000681663
"174","benzethonium","Launched","sodium channel blocker","SCN10A",-0.432383064747313,4,-0.492577990435321,0.29074177900701,-0.432383064747313
"1733","theophylline","Launched","adenosine receptor antagonist","",-0.432335999978606,2,-0.432335999978606,0.100980825261473,-0.432335999978606
"292","carmofur","Launched","thymidylate synthase inhibitor","TYMS",-0.430382909333438,4,-0.593553821393529,0.567371650139603,-0.430382909333438
