"","pert_iname","clinical_phase","moa","target","mean","n","median","sd","sRGES"
"1463","pyrvinium","Launched","androgen receptor antagonist","",-0.357717092283257,7,-0.359297034764826,0.116786838335812,-0.357717092283257
"1790","trametinib","Launched","MEK inhibitor","MAP2K1|MAP2K2",-0.356846085583116,30,-0.431739270709941,0.288243477291863,-0.356846085583116
"492","digitoxin","Launched","ATPase inhibitor","ATP1A1",-0.356833262545642,23,-0.416958387978318,0.168628828072451,-0.356833262545642
"1687","tacedinaline","Phase 3","HDAC inhibitor","HDAC1",-0.356719888050095,49,-0.369593060847286,0.196639124109197,-0.356719888050095
"33","acyclovir","Launched","DNA polymerase inhibitor","PNP",-0.355729459283597,11,-0.410644171779141,0.179755986708052,-0.355729459283597
"633","everolimus","Launched","mTOR inhibitor","MTOR",-0.355605683217354,16,-0.356780419222904,0.099154949593062,-0.355605683217354
"790","hexetidine","Launched","local anesthetic","",-0.355519226424126,1,-0.355519226424126,NA,-0.355519226424126
"1270","oxyphenbutazone","Withdrawn","cyclooxygenase inhibitor","PLA2G2E|PTGS1|PTGS2",-0.355427046749895,4,-0.342198674276887,0.19357941769926,-0.355427046749895
"1452","purvalanol-a","Preclinical","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CSNK1G3|RPS6KA1|SRC",-0.355071934526903,14,-0.346090235173824,0.134559785868851,-0.355071934526903
"211","BMS-182874","Phase 2","endothelin receptor antagonist","EDNRA",-0.354509996647646,4,-0.380064216199177,0.108701803092294,-0.354509996647646
"825","idazoxan","Phase 3","adrenergic receptor antagonist","ADRA2A",-0.35378609758977,1,-0.35378609758977,NA,-0.35378609758977
"1859","vatalanib","Phase 3","KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","EGFR|FLT1|FLT4|KDR|PDGFRB",-0.352609918200409,1,-0.352609918200409,NA,-0.352609918200409
"1398","PP242","Preclinical","mTOR inhibitor","MTOR|PASK",-0.352184093215708,5,-0.448440695296523,0.266398356524787,-0.352184093215708
"1889","wortmannin","Preclinical","PI3K inhibitor","PI4KA|PI4KB|PIK3CA|PIK3CD|PIK3CG|PIK3R1|PLK1|PRKDC",-0.35202865066086,584,-0.379060737956439,0.181838861653563,-0.35202865066086
"631","eucatropine","Preclinical","acetylcholine receptor antagonist","",-0.351199030389977,2,-0.351199030389977,0.075753474879716,-0.351199030389977
"448","dantron","Withdrawn","laxative","",-0.350212806748466,4,-0.32950408997955,0.0578299285299159,-0.350212806748466
"1932","ZK-93423","Phase 3","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2",-0.349816894170304,17,-0.431876588387316,0.229234883604057,-0.349816894170304
"1595","SD-169","Preclinical","p38 MAPK inhibitor","MAPK14",-0.34979964564703,2,-0.34979964564703,0.0381696674292338,-0.34979964564703
"154","balsalazide","Launched","cyclooxygenase inhibitor","ALOX5|PPARG|PTGS1|PTGS2",-0.348486966123718,6,-0.3778733657683,0.183346681074613,-0.348486966123718
"1176","nifurtimox","Launched","DNA inhibitor","",-0.348167488182817,1,-0.348167488182817,NA,-0.348167488182817
"143","azacitidine","Launched","DNA methyltransferase inhibitor","DNMT1|DNMT3A",-0.348121143003725,19,-0.380687938080567,0.16887025465946,-0.348121143003725
"1312","pentamidine","Launched","anti-pneumocystis agent","TRDMT1",-0.348099691598154,11,-0.41585409349979,0.285728467639015,-0.348099691598154
"878","ivermectin","Launched","benzodiazepine receptor agonist","CHRNA7|GABRB3|GLRA3|P2RX7",-0.347625936361143,14,-0.380836044704906,0.156621720878674,-0.347625936361143
"1439","propylthiouracil","Launched","thyroid peroxidase inhibitor","DIO1|TPO",-0.346503377753369,1,-0.346503377753369,NA,-0.346503377753369
"196","bifemelane","Launched","acetylcholine release enhancer","MAOA|MAOB",-0.345292844295908,2,-0.345292844295908,0.00573552056055248,-0.345292844295908
"1166","niclosamide","Launched","DNA replication inhibitor|STAT inhibitor","STAT3",-0.345262920230414,94,-0.377714879060734,0.205220682863542,-0.345262920230414
"726","GDC-0941","Phase 2","PI3K inhibitor","PIK3CA|PIK3CB|PIK3CD|PIK3CG",-0.343282548349854,65,-0.378236196319018,0.210918268095707,-0.343282548349854
"928","lanatoside-c","Preclinical","cardiac glycoside","",-0.341343048016183,6,-0.319747087649691,0.209042564637683,-0.341343048016183
"824","idarubicin","Launched","topoisomerase inhibitor","TOP2A",-0.341026481357594,86,-0.41449848007019,0.261380850745435,-0.341026481357594
"979","lorglumide","Phase 1","CCK receptor antagonist","CCKAR|CCKBR",-0.34061636343844,1,-0.34061636343844,NA,-0.34061636343844
"1602","selamectin","Launched","nematocide","",-0.340328598120515,15,-0.405432314358686,0.242069848482685,-0.340328598120515
"1105","monobenzone","Launched","melanin inhibitor","TYR",-0.340259613212063,2,-0.340259613212063,0.0141979497434488,-0.340259613212063
"427","cycloheximide","Preclinical","protein synthesis inhibitor","RPL3",-0.339540198055928,74,-0.368121320778525,0.20457185995387,-0.339540198055928
"630","etoricoxib","Launched","cyclooxygenase inhibitor","PTGS2",-0.338198163029443,1,-0.338198163029443,NA,-0.338198163029443
"1870","viloxazine","Launched","norepinephrine reuptake inhibitor","SLC6A2",-0.337029962620445,1,-0.337029962620445,NA,-0.337029962620445
"1213","NSC-632839","Preclinical","ubiquitin specific protease inhibitor","SENP2|USP1|USP2|USP7",-0.336214303390166,95,-0.358563704951733,0.189932923748961,-0.336214303390166
"1803","trichlormethiazide","Launched","chloride channel blocker","ATP1A1|CA1|CA2|CA4|SLC12A1|SLC12A3",-0.334435381843348,1,-0.334435381843348,NA,-0.334435381843348
"1451","puromycin","Preclinical","protein synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.334259405462654,30,-0.353485739716559,0.15637188565577,-0.334259405462654
"1207","nortriptyline","Launched","tricyclic antidepressant","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|KCNJ10|PGRMC1|SIGMAR1|SLC6A2|SLC6A4",-0.333940850430877,10,-0.310364418938034,0.0994207266239916,-0.333940850430877
"1177","nilotinib","Launched","Abl kinase inhibitor|Bcr-Abl kinase inhibitor","ABL1|KIT",-0.333836160302772,27,-0.405148572027397,0.237414876150482,-0.333836160302772
"1225","NVP-TAE684","Preclinical","ALK tyrosine kinase receptor inhibitor","ALK|INSR",-0.332738822086205,67,-0.359466056689974,0.229146240220055,-0.332738822086205
"784","heptaminol","Launched","vasoconstrictor","",-0.331656751986498,1,-0.331656751986498,NA,-0.331656751986498
"1212","NSC-3852","Preclinical","HDAC inhibitor","HDAC1",-0.331416453257343,19,-0.392893970800404,0.168910969517585,-0.331416453257343
"839","imipenem","Launched","bacterial cell wall synthesis inhibitor","",-0.331186404338236,1,-0.331186404338236,NA,-0.331186404338236
"265","BX-912","Preclinical","pyruvate dehydrogenase kinase inhibitor","CDK2|CHEK1|GSK3B|KDR|PDK1|PDPK1",-0.330646728746736,54,-0.336126177629241,0.178808872955099,-0.330646728746736
"672","florfenicol","Launched","protein synthesis inhibitor","",-0.330483439103062,1,-0.330483439103062,NA,-0.330483439103062
"1260","oxiconazole","Launched","bacterial cell wall synthesis inhibitor","",-0.330029714405479,5,-0.355777096114519,0.132580335786331,-0.330029714405479
"791","hexylcaine","Launched","sodium channel blocker","SCN10A|SCN5A",-0.32983959611452,4,-0.316973415132925,0.103323746227023,-0.32983959611452
"197","bifonazole","Launched","sterol demethylase inhibitor","CYP2B6",-0.329831288343558,1,-0.329831288343558,NA,-0.329831288343558
"1353","PI-103","Preclinical","mTOR inhibitor|PI3K inhibitor","MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC",-0.329664073339593,87,-0.367597447283021,0.213436426514899,-0.329664073339593
"1081","minocycline","Launched","bacterial 30S ribosomal subunit inhibitor","ALOX5|CASP1|CASP3|CYCS|IL1B|MMP9|VEGFA",-0.328819018404908,1,-0.328819018404908,NA,-0.328819018404908
"149","azelastine","Launched","histamine receptor antagonist","HRH1",-0.328680013745189,2,-0.328680013745189,0.0608578175249745,-0.328680013745189
"23","acemetacin","Launched","cyclooxygenase inhibitor","PTGS1|PTGS2",-0.328609406952965,1,-0.328609406952965,NA,-0.328609406952965
"271","calcipotriol","Launched","vitamin D receptor agonist","VDR",-0.326093997751532,14,-0.345949642126789,0.131644054750461,-0.326093997751532
"935","latrunculin-b","Phase 1","actin polymerization inhibitor","ACTA1|MKL1|SPIRE2",-0.322578817314247,12,-0.347446319018405,0.108650361842254,-0.322578817314247
"425","cyanopindolol","Phase 2","adrenergic receptor antagonist","ADRB1|HTR1A|HTR1D",-0.322359717221672,1,-0.322359717221672,NA,-0.322359717221672
"72","amifostine","Launched","reducing agent","ALPPL2|ENPP1",-0.3217545613417,4,-0.342680995407613,0.289918196476378,-0.3217545613417
"247","bufexamac","Withdrawn","cyclooxygenase inhibitor","HDAC10|HDAC6",-0.320752811860941,2,-0.320752811860941,0.110264915574445,-0.320752811860941
"1303","PD-198306","Preclinical","MAP kinase inhibitor|MEK inhibitor","MAP2K1|MAP2K2",-0.32022842028737,16,-0.336517281923719,0.206708716528532,-0.32022842028737
"730","gemcitabine","Launched","ribonucleotide reductase inhibitor","CMPK1|RRM1|RRM2|TYMS",-0.318760328858457,82,-0.292102123149019,0.21527251997077,-0.318760328858457
"1407","praziquantel","Launched","anthelmintic agent","",-0.31851226993865,5,-0.348036809815951,0.0699934011169307,-0.31851226993865
"329","CGP-71683","Preclinical","neuropeptide receptor antagonist","NPY5R",-0.318312687396017,15,-0.370046322538645,0.178738818216477,-0.318312687396017
"1197","nonoxynol-9","Launched","membrane integrity inhibitor","",-0.315689177167045,14,-0.376662832310839,0.143688147611426,-0.315689177167045
"1095","mocetinostat","Phase 2","HDAC inhibitor","HDAC1|HDAC11|HDAC2|HDAC3",-0.314536057706107,16,-0.326994175299382,0.140038959936203,-0.314536057706107
"1127","nadifloxacin","Launched","bacterial DNA gyrase inhibitor","",-0.313394993295291,1,-0.313394993295291,NA,-0.313394993295291
"174","benzethonium","Launched","sodium channel blocker","SCN10A",-0.31299286985828,4,-0.31916682180102,0.0770207030141235,-0.31299286985828
"1604","selumetinib","Phase 3","MEK inhibitor","MAP2K1",-0.312233957620152,100,-0.297702253008993,0.250340827433729,-0.312233957620152
"1300","PD-168077","Preclinical","dopamine receptor agonist","DRD2",-0.311474200219085,3,-0.307533541352551,0.317442935922415,-0.311474200219085
"627","etomidate","Launched","GABA receptor modulator","ADRA2B|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ",-0.311227148999384,2,-0.311227148999384,0.0279514658427546,-0.311227148999384
"1625","SKF-83566","Preclinical","dopamine receptor antagonist","DRD1|DRD5",-0.310832584677163,3,-0.322546012269939,0.105540883274286,-0.310832584677163
"1051","methylene-blue","Launched","guanylyl cyclase inhibitor|nitric oxide production inhibitor","ACHE",-0.310397683366981,56,-0.335023161269323,0.213069498353605,-0.310397683366981
"1672","sulfathiazole","Launched","dihydropteroate synthase inhibitor","",-0.309268916155419,1,-0.309268916155419,NA,-0.309268916155419
"554","dyphylline","Launched","adenosine receptor antagonist|phosphodiesterase inhibitor","ADORA1|ADORA2A|PDE3A|PDE4A|PDE4B|PDE4C|PDE4D|PDE7A|PDE7B",-0.309184062892276,1,-0.309184062892276,NA,-0.309184062892276
"433","cyproheptadine","Launched","histamine receptor antagonist","ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|HRH1|HTR2A|HTR2C|HTR6|HTR7",-0.308821536206499,10,-0.382932159224333,0.243875730698169,-0.308821536206499
"533","doramapimod","Phase 2","p38 MAPK inhibitor","MAPK11|MAPK12|MAPK13|MAPK14",-0.308276589335549,15,-0.365739062824944,0.183572512698688,-0.308276589335549
"44","alexidine","Preclinical","phosphatidylglycerophosphatase inhibitor","PTPMT1",-0.307916846195339,4,-0.258759687851066,0.267057857533117,-0.307916846195339
"300","CD-437","Preclinical","retinoid receptor agonist","RARG",-0.306899453115541,67,-0.321600514767684,0.202737278560477,-0.306899453115541
"617","ethosuximide","Launched","succinimide antiepileptic","CACNA1G|CACNA1H|CACNA1I",-0.306770194274029,2,-0.306770194274029,0.0782643571538759,-0.306770194274029
"1275","palbociclib","Launched","CDK inhibitor","CDK4|CDK6",-0.306755033545586,47,-0.322035075094882,0.176263952203737,-0.306755033545586
"737","gliclazide","Launched","ATP channel blocker|insulin secretagogue","ABCC8|VEGFA",-0.306319328673614,1,-0.306319328673614,NA,-0.306319328673614
"647","felbinac","Launched","cyclooxygenase inhibitor","CTSL",-0.306186404338236,1,-0.306186404338236,NA,-0.306186404338236
"1732","theobromine","Launched","phosphodiesterase inhibitor","ADORA1|ADORA2A|PDE4B",-0.305181647976889,2,-0.305181647976889,0.0734506782559139,-0.305181647976889
"1279","panobinostat","Launched","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9",-0.305024813375624,73,-0.274324079178616,0.220224873298709,-0.305024813375624
"1697","tanespimycin","Phase 3","HSP inhibitor","HSP90AA1",-0.304432388191248,137,-0.296195244822788,0.242444143169706,-0.304432388191248
"577","entinostat","Phase 3","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC9",-0.303877573659181,58,-0.289158030105107,0.204230997490552,-0.303877573659181
"544","DPO-1","Preclinical","potassium channel blocker","KCNA5",-0.303658078883025,3,-0.324102760736196,0.0434679328260283,-0.303658078883025
"1368","pipemidic-acid","Launched","topoisomerase inhibitor","",-0.301610739716559,2,-0.301610739716559,0.0139686124872436,-0.301610739716559
"896","ketoprofen","Launched","cyclooxygenase inhibitor","CXCR1|PTGS1|PTGS2|SLC5A8",-0.300845630594476,4,-0.336683282208589,0.175545017948911,-0.300845630594476
"1175","nifuroxazide","Launched","bacterial DNA inhibitor","",-0.300660464704429,3,-0.3069836400818,0.0672082241482053,-0.300660464704429
"711","fursultiamine","Launched","vitamin B","",-0.300396216768916,1,-0.300396216768916,NA,-0.300396216768916
"518","dirithromycin","Launched","bacterial 50S ribosomal subunit inhibitor","",-0.299642437058072,1,-0.299642437058072,NA,-0.299642437058072
"594","erlotinib","Launched","EGFR inhibitor","EGFR|NR1I2",-0.299065971590662,32,-0.299410405357608,0.242734342762217,-0.299065971590662
"182","bergenin","Preclinical","interleukin inhibitor","IL1B|TNF",-0.298890593047035,1,-0.298890593047035,NA,-0.298890593047035
"1214","NSC-663284","Preclinical","CDC inhibitor","CDC25A|CDC25B|CDC25C",-0.296942841525298,23,-0.334685582822086,0.216136612593919,-0.296942841525298
"401","closantel","Launched","chitinase inhibitor|NFkB pathway inhibitor","",-0.295311860940695,1,-0.295311860940695,NA,-0.295311860940695
"1181","nintedanib","Launched","FGFR inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","FGFR1|FGFR2|FGFR3|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB",-0.295171555820604,17,-0.276032719836401,0.162905282475892,-0.295171555820604
"1253","ouabain","Launched","ATPase inhibitor","ATP1A1",-0.294073428238146,57,-0.325296833786089,0.147926671018294,-0.294073428238146
"1019","menadione","Launched","mitochondrial DNA polymerase inhibitor|phosphatase inhibitor","AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1",-0.293887355384174,65,-0.316424134399586,0.191306515701173,-0.293887355384174
"1878","viomycin","Launched","protein synthesis inhibitor","",-0.293093357303471,1,-0.293093357303471,NA,-0.293093357303471
"1657","sulbactam","Launched","beta lactamase inhibitor","",-0.292559103724739,1,-0.292559103724739,NA,-0.292559103724739
"728","gefitinib","Launched","EGFR inhibitor","EGFR",-0.292549732231313,41,-0.327602249488752,0.254835287858287,-0.292549732231313
"494","digoxin","Launched","ATPase inhibitor","ATP1A1",-0.292469122820698,52,-0.329008335093453,0.154161784819042,-0.292469122820698
"321","CGK-733","Preclinical","ATM kinase inhibitor|ATR kinase inhibitor","ATM|ATR",-0.291686683727279,23,-0.366876588387316,0.240756766052529,-0.291686683727279
"210","BML-284","Preclinical","WNT agonist","",-0.290301248851859,5,-0.322819839921058,0.158662705723561,-0.290301248851859
"92","amsacrine","Launched","topoisomerase inhibitor","KCNH2|TOP2A",-0.289796381518699,22,-0.32732617586912,0.232066604039946,-0.289796381518699
"604","estradiol-valerate","Launched","estrogen receptor agonist","ESR1",-0.289422996338466,9,-0.335069018404908,0.164797229559326,-0.289422996338466
"1851","ursolic-acid","Phase 1","ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor","HSD11B1|PLA2G1B|PTPN1|PYGM",-0.289269800996868,29,-0.318425357873211,0.218551201672496,-0.289269800996868
"21","aceclidine","Launched","acetylcholine receptor agonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5",-0.284829042375046,1,-0.284829042375046,NA,-0.284829042375046
"1440","proscillaridin-a","Launched","","",-0.284781596852145,4,-0.32806636167832,0.129715040795144,-0.284781596852145
"340","chlorhexidine","Launched","membrane integrity inhibitor","",-0.283975052298158,3,-0.279752044989775,0.158176077265721,-0.283975052298158
"1157","neratinib","Phase 3","EGFR inhibitor","EGFR|ERBB2|KDR",-0.282361876077454,73,-0.309581087364821,0.2632756006375,-0.282361876077454
