"","database","category","pval","qval","genes"
"188","GO_Biological_Process_2017","response to calcium ion (GO:0051592)",0.00669310068270781,0.111146035579511,"TRPV6,TNNT2,AQP3"
"408","GO_Biological_Process_2017","negative regulation of cell motility (GO:2000146)",0.0069585292068205,0.112155117804048,"TACSTD2,GATA3"
"184","GO_Biological_Process_2017","single organismal cell-cell adhesion (GO:0016337)",0.00757159088921062,0.118549480208212,"CDSN,JUP,DSG1,EGFR"
"189","GO_Biological_Process_2017","steroid metabolic process (GO:0008202)",0.00818647790895231,0.121064608518844,"SULT2B1,SULT1E1,CYP3A5"
"330","GO_Biological_Process_2017","regulation of glucose metabolic process (GO:0010906)",0.00861591192013667,0.121064608518844,"PDK4,RORA"
"341","GO_Biological_Process_2017","mesonephros development (GO:0001823)",0.00861591192013667,0.121064608518844,"ZBTB16,GATA3"
"343","GO_Biological_Process_2017","digestive tract development (GO:0048565)",0.00861591192013667,0.121064608518844,"ITGB4,FGFR2"
"196","GO_Biological_Process_2017","regulation of ventricular cardiac muscle cell action potential (GO:0098911)",0.0104311011235567,0.132935893388584,"DSP,JUP"
"199","GO_Biological_Process_2017","regulation of smoothened signaling pathway (GO:0008589)",0.0104311011235567,0.132935893388584,"RORA,FGFR2"
"354","GO_Biological_Process_2017","positive regulation of protein import into nucleus (GO:0042307)",0.0104311011235567,0.132935893388584,"JUP,CHP2"
"374","GO_Biological_Process_2017","bone morphogenesis (GO:0060349)",0.0104311011235567,0.132935893388584,"FGFR3,FGFR2"
"182","GO_Biological_Process_2017","ion transmembrane transport (GO:0034220)",0.0107367954770724,0.133721907305356,"SCNN1G,TSC22D3,CLCA2,ATP13A4,ANO9,ATP2C2,ATP6V1C2"
"252","GO_Biological_Process_2017","lipoxygenase pathway (GO:0019372)",0.0191743808399088,0.233501348894889,"ALOX12B,ALOXE3"
"711","GO_Cellular_Component_2017","cornified envelope (GO:0001533)",3.62960403187515e-39,3.84738027378766e-37,"SPRR2E,FLG,SPRR2G,EVPL,PPL,LCE2D,LCE1A,TGM1,SCEL,LCE1B,LCE5A,DSP,CDSN,JUP,KRT2,KRT1,C1ORF68,KRT10,LCE1E,LCE1C,LOR,LCE2B,LCE2C,DSG1,PKP1,PKP3,DSG3,DSC1,IVL,DSC3"
"712","GO_Cellular_Component_2017","intermediate filament (GO:0005882)",1.09087032625282e-07,5.78161272913995e-06,"DSP,FLG,KRT2,KRT14,PKP1,KRT5,KRT10"
"713","GO_Cellular_Component_2017","desmosome (GO:0030057)",2.71778665916822e-05,0.000960284619572772,"CDSN,JUP,DSG1,PKP1"
"716","GO_Cellular_Component_2017","costamere (GO:0043034)",0.000759371443564665,0.0201233432544636,"KRT19,AHNAK,AHNAK2"
"717","GO_Cellular_Component_2017","keratin filament (GO:0045095)",0.00118258708547355,0.0250708462120394,"KRT14,EPPK1,KRT5"
"715","GO_Cellular_Component_2017","ficolin-1-rich granule membrane (GO:0101003)",0.00171080257875236,0.0302241788912917,"DSP,DSG1,PKP1,NBEAL2,DSC1"
"808","GO_Cellular_Component_2017","cardiac myofibril (GO:0097512)",0.00200802483681542,0.0304072332432049,"DES,TNNT2"
"718","GO_Cellular_Component_2017","bicellular tight junction (GO:0005923)",0.00244104553676788,0.0323438533621744,"CLDN4,CLDN8,EPPK1,CLDN1,MPP7"
"801","GO_Cellular_Component_2017","zonula adherens (GO:0005915)",0.00298342029241581,0.0351380612217862,"CAMSAP3,JUP"
"733","GO_Cellular_Component_2017","messenger ribonucleoprotein complex (GO:1990124)",0.00546391755990025,0.0579175261349426,"PKP1,PKP3"
"721","GO_Cellular_Component_2017","intercalated disc (GO:0014704)",0.00741749412856057,0.0714776706934019,"DSP,DES,JUP"
"714","GO_Cellular_Component_2017","intracellular membrane-bounded organelle (GO:0043231)",0.00978675178258651,0.0864496407461808,"FLG,CASZ1,SPINK5,ABCA12,GRHL1,CYP4F12,CYP3A5,SULT2B1,EPN3,KLF5,GJB3,PLIN4,ATP13A4,PKP1,FGFR2,ZNF750"
"720","GO_Cellular_Component_2017","cell-cell adherens junction (GO:0005913)",0.0122172609459207,0.09961766617443,"JUP,TRIM29,FAT2,PKP3"
"723","GO_Cellular_Component_2017","sarcolemma (GO:0042383)",0.0137658028259281,0.104226792824885,"DES,AHNAK,AHNAK2"
"729","GO_Cellular_Component_2017","extrinsic component of plasma membrane (GO:0019897)",0.024371552241702,0.167948588933086,"EPN3,PRSS8"
"724","GO_Cellular_Component_2017","intermediate filament cytoskeleton (GO:0045111)",0.0253507304049941,0.167948588933086,"KRT80,DES,EVPL"
"731","GO_Cellular_Component_2017","T-tubule (GO:0030315)",0.0300727186672107,0.187005826299444,"AHNAK,AHNAK2"
"725","GO_Cellular_Component_2017","cytoplasmic vesicle membrane (GO:0030659)",0.0317557063527358,0.187005826299444,"TMEM184A,AHNAK2,SFN"
"722","GO_Cellular_Component_2017","ficolin-1-rich granule lumen (GO:1904813)",0.0337557864000336,0.188321755705451,"EEF1A1,CFD,CALML5,JUP,KRT1"
"732","GO_Cellular_Component_2017","anchored component of plasma membrane (GO:0046658)",0.0362450180272534,0.192098595544443,"LYPD3,PRSS8"
"719","GO_Cellular_Component_2017","endoplasmic reticulum membrane (GO:0005789)",0.0431408188776283,0.2177584190966,"CERS3,DGAT2,SPINK5,CYP4B1,CYP4F8,CYP4F22,CYP4F12,CYP3A5,HSD11B2,ACER1,SDR16C5,AWAT2,SPTSSB,DEGS2"
"1","KEGG_2016","Arachidonic acid metabolism_Homo sapiens_hsa00590",2.89139629818064e-06,0.000468406200305263,"PLA2G2F,PLA2G4F,PLA2G4D,GPX3,PLA2G4E,PLA2G3,ALOX12B,CYP4F8"
"2","KEGG_2016","alpha-Linolenic acid metabolism_Homo sapiens_hsa00592",2.50873008235507e-05,0.0020320713667076,"PLA2G2F,PLA2G4F,PLA2G4D,PLA2G4E,PLA2G3"
"3","KEGG_2016","Linoleic acid metabolism_Homo sapiens_hsa00591",5.34923832879083e-05,0.00288858869754705,"PLA2G2F,PLA2G4F,PLA2G4D,PLA2G4E,PLA2G3"
"4","KEGG_2016","Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960",0.000230574100292986,0.00933825106186592,"SCNN1G,HSD11B2,SCNN1B,SCNN1A,SFN"
"6","KEGG_2016","Ether lipid metabolism_Homo sapiens_hsa00565",0.000456033764629309,0.0127947902589927,"PLA2G2F,PLA2G4F,PLA2G4D,PLA2G4E,PLA2G3"
"5","KEGG_2016","Ras signaling pathway_Homo sapiens_hsa04014",0.000473881120703432,0.0127947902589927,"PLA2G2F,PLA2G4F,CALML5,PLA2G4D,PLA2G4E,PLA2G3,PAK6,CALML3,FGFR3,EGFR,FGFR2"
"8","KEGG_2016","Vascular smooth muscle contraction_Homo sapiens_hsa04270",0.001778740054926,0.0410545426448978,"PLA2G2F,PLA2G4F,CALML5,PLA2G4D,PLA2G4E,PLA2G3,CALML3"
"7","KEGG_2016","GnRH signaling pathway_Homo sapiens_hsa04912",0.00202738482197026,0.0410545426448978,"PLA2G4F,CALML5,PLA2G4D,PLA2G4E,CALML3,EGFR"
"9","KEGG_2016","Retinol metabolism_Homo sapiens_hsa00830",0.00244104553676788,0.0439388196618218,"SDR16C5,ADH1B,AWAT2,AOX1,CYP3A5"
"10","KEGG_2016","Fat digestion and absorption_Homo sapiens_hsa04975",0.00280450208560597,0.0454329337868167,"PLA2G2F,DGAT2,PLA2G3,PNLIP"
"12","KEGG_2016","Steroid hormone biosynthesis_Homo sapiens_hsa00140",0.00971470976616957,0.143071180192679,"SULT2B1,HSD11B2,SULT1E1,CYP3A5"
"13","KEGG_2016","Glycerophospholipid metabolism_Homo sapiens_hsa00564",0.0121020160814182,0.157276953600173,"PLA2G2F,PLA2G4F,PLA2G4D,PLA2G4E,PLA2G3"
"14","KEGG_2016","Pancreatic secretion_Homo sapiens_hsa04972",0.0126209901037176,0.157276953600173,"PLA2G2F,PRSS1,CLCA2,PLA2G3,PNLIP"
"11","KEGG_2016","Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750",0.0137037105621456,0.158571507933399,"PLA2G4F,CALML5,PLA2G4D,PLA2G4E,CALML3"
"16","KEGG_2016","Arrhythmogenic right ventricular cardiomyopathy (ARVC)_Homo sapiens_hsa05412",0.0220627898879964,0.238278130790361,"DSP,DES,JUP,ITGB4"
"69","KEGG_2016","Nitrogen metabolism_Homo sapiens_hsa00910",0.024371552241702,0.246761966447233,"CA12,GLUL"
