"","pert_iname","clinical_phase","moa","target","mean","n","median","sd","sRGES"
"1808","tridihexethyl","Launched","acetylcholine receptor antagonist","CHRM1|CHRM2|CHRM3",-0.593583328474849,1,-0.593583328474849,NA,-0.593583328474849
"783","haloprogin","Launched","other antifungal","",-0.59323724655961,3,-0.645882134225693,0.109488472481955,-0.59323724655961
"103","anisomycin","Preclinical","DNA synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.592716575017104,24,-0.735748719452148,0.498230095402964,-0.592716575017104
"1223","NVP-BEZ235","Phase 2","mTOR inhibitor|PI3K inhibitor","ATR|MTOR|PIK3CA|PIK3CD|PIK3CG",-0.589567712417965,85,-0.671141326098452,0.384926991390395,-0.589567712417965
"730","gemcitabine","Launched","ribonucleotide reductase inhibitor","CMPK1|RRM1|RRM2|TYMS",-0.589509443342824,82,-0.643666910179644,0.442816005436612,-0.589509443342824
"1609","sertindole","Withdrawn","dopamine receptor antagonist|serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|DRD2|DRD3|DRD4|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR6|KCNH2",-0.589222576926703,3,-0.583135289805951,0.0641137369886516,-0.589222576926703
"387","clofarabine","Launched","ribonucleotide reductase inhibitor","POLA1|POLD1|POLE|RRM1|RRM2|RRM2B",-0.588680756740014,14,-0.670158900142445,0.259239269653847,-0.588680756740014
"1905","YM-155","Phase 2","survivin inhibitor","BIRC5",-0.582358829002827,58,-0.684192079026505,0.380522529814022,-0.582358829002827
"1878","viomycin","Launched","protein synthesis inhibitor","",-0.580309485753153,1,-0.580309485753153,NA,-0.580309485753153
"419","cromoglicic-acid","Launched","immunosuppressant","KCNMA1|S100P",-0.578301677610376,1,-0.578301677610376,NA,-0.578301677610376
"939","lestaurtinib","Phase 3","FLT3 inhibitor|growth factor receptor inhibitor|JAK inhibitor","FLT3|NTRK1",-0.577327906655709,24,-0.631900420511825,0.302370532459546,-0.577327906655709
"366","cinchocaine","Launched","sodium channel blocker","CALM1|SCN10A|SCN5A",-0.572597137014315,1,-0.572597137014315,NA,-0.572597137014315
"477","diacerein","Launched","interleukin inhibitor","IL1B",-0.570783112462001,2,-0.570783112462001,0.0831444947467375,-0.570783112462001
"299","CD-1530","Preclinical","retinoid receptor agonist","RARG",-0.570232895208052,44,-0.669528232372766,0.323530108684781,-0.570232895208052
"1938","ZM-39923","Preclinical","JAK inhibitor","JAK1|JAK3",-0.569844749573416,3,-0.589830823573155,0.0887022290896797,-0.569844749573416
"321","CGK-733","Preclinical","ATM kinase inhibitor|ATR kinase inhibitor","ATM|ATR",-0.566066972106668,23,-0.66491628999186,0.307711603442762,-0.566066972106668
"1068","MG-132","Preclinical","proteasome inhibitor","PSMB1",-0.564714157761833,47,-0.624446923219929,0.405040157668543,-0.564714157761833
"1820","triptolide","Phase 3","RNA polymerase inhibitor","RELA",-0.558228756584533,89,-0.753926230355749,0.408105628358788,-0.558228756584533
"442","dactinomycin","Launched","RNA polymerase inhibitor","POLR2A",-0.552097829201408,25,-0.597973601041086,0.276929548941655,-0.552097829201408
"455","daunorubicin","Launched","RNA synthesis inhibitor|topoisomerase inhibitor","TOP2A|TOP2B",-0.551526623097568,107,-0.555660903513664,0.369036933277777,-0.551526623097568
"453","dasatinib","Launched","Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|src inhibitor|tyrosine kinase inhibitor","ABL1|ABL2|BLK|EPHA2|FGR|FRK|FYN|HCK|KIT|LCK|LYN|PDGFRB|SRC|SRMS|STAT5B|YES1",-0.549684922241462,55,-0.646662948503439,0.469986122005269,-0.549684922241462
"203","bisindolylmaleimide-ix","Preclinical","PKC inhibitor","AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SIRT1",-0.54805937991208,19,-0.60940411300729,0.232688127408753,-0.54805937991208
"1870","viloxazine","Launched","norepinephrine reuptake inhibitor","SLC6A2",-0.547162060581188,1,-0.547162060581188,NA,-0.547162060581188
"831","IKK-16","Preclinical","IKK inhibitor","IKBKB",-0.545997891276212,16,-0.625858405267355,0.335017167256209,-0.545997891276212
"1377","pirfenidone","Launched","TGF beta receptor inhibitor","FURIN|TNF",-0.544794571481688,2,-0.544794571481688,0.0371365803467557,-0.544794571481688
"672","florfenicol","Launched","protein synthesis inhibitor","",-0.543592623882917,1,-0.543592623882917,NA,-0.543592623882917
"1715","terbinafine","Launched","fungal squalene epoxidase inhibitor","SQLE",-0.543562585842004,3,-0.63329615170106,0.188031534963582,-0.543562585842004
"1291","pazufloxacin","Launched","topoisomerase inhibitor","",-0.541643428146496,1,-0.541643428146496,NA,-0.541643428146496
"1754","tigecycline","Launched","bacterial 30S ribosomal subunit inhibitor","",-0.539994538083493,29,-0.600796565135938,0.343576162752755,-0.539994538083493
"1096","moclobemide","Launched","monoamine oxidase inhibitor","MAOA|MAOB",-0.539536598240027,4,-0.507563622209744,0.217193602593387,-0.539536598240027
"541","doxorubicin","Launched","topoisomerase inhibitor","TOP2A",-0.537231751912681,79,-0.601112609010264,0.329470359153044,-0.537231751912681
"1331","PHA-793887","Phase 1","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK7|CDK9",-0.537064967936707,59,-0.584120603061203,0.336169844248176,-0.537064967936707
"1140","NAN-190","Preclinical","serotonin receptor agonist","ADRA1A|ADRA1B|ADRA1D|HTR1A|HTR1F",-0.535402164210585,3,-0.580904391869532,0.135072841465493,-0.535402164210585
"569","emetine","Phase 2","protein synthesis inhibitor","RPS2",-0.53272028051211,115,-0.577034614813827,0.349129374104295,-0.53272028051211
"340","chlorhexidine","Launched","membrane integrity inhibitor","",-0.531690197921932,3,-0.57427031046663,0.0780399424554533,-0.531690197921932
"838","imiloxan","Phase 1","adrenergic receptor antagonist","ADRA2A|ADRA2B",-0.53103452758249,2,-0.53103452758249,0.0693435261342079,-0.53103452758249
"1085","mitomycin-c","Launched","DNA alkylating agent|DNA synthesis inhibitor","",-0.530843434526813,25,-0.552500464770403,0.340208206933754,-0.530843434526813
"534","dorzolamide","Launched","carbonic anhydrase inhibitor","CA1|CA12|CA14|CA2|CA4|CA7",-0.52857124444436,1,-0.52857124444436,NA,-0.52857124444436
"277","canrenone","Withdrawn","mineralocorticoid receptor antagonist","NR3C2",-0.527344250579329,1,-0.527344250579329,NA,-0.527344250579329
"1381","piromidic-acid","Phase 2","bacterial DNA gyrase inhibitor","",-0.527269887314782,1,-0.527269887314782,NA,-0.527269887314782
"792","hexylresorcinol","Launched","local anesthetic","TYR",-0.526817252277375,2,-0.526817252277375,0.0684233276831378,-0.526817252277375
"1890","WYE-125132","Preclinical","mTOR inhibitor","MTOR",-0.525601131146265,65,-0.615167266009707,0.414753721465865,-0.525601131146265
"1755","tiletamine","Launched","glutamate receptor antagonist","",-0.523328634293774,1,-0.523328634293774,NA,-0.523328634293774
"143","azacitidine","Launched","DNA methyltransferase inhibitor","DNMT1|DNMT3A",-0.521703000694061,19,-0.623737632248785,0.407762343509509,-0.521703000694061
"174","benzethonium","Launched","sodium channel blocker","SCN10A",-0.517999137745511,4,-0.613112980826587,0.35380958101527,-0.517999137745511
"1487","rebamipide","Launched","free radical scavenger","FPR1",-0.516171170081095,1,-0.516171170081095,NA,-0.516171170081095
"1296","PD-123319","Phase 1","angiotensin antagonist","AGTR2",-0.515973448776083,4,-0.590833307665571,0.33420169970839,-0.515973448776083
"308","cefmetazole","Launched","bacterial cell wall synthesis inhibitor","",-0.51570923963562,1,-0.51570923963562,NA,-0.51570923963562
"1166","niclosamide","Launched","DNA replication inhibitor|STAT inhibitor","STAT3",-0.51533790571959,94,-0.616989165991116,0.399712722794882,-0.51533790571959
"833","IKK-2-inhibitor-V","Phase 1","IKK inhibitor|NFkB pathway inhibitor","IKBKB",-0.514975959038659,73,-0.56608751140848,0.320295058733275,-0.514975959038659
"170","benproperine","Launched","antitussive","SCN5A",-0.512139802937349,2,-0.512139802937349,0.0893381239067445,-0.512139802937349
"315","cefuroxime","Launched","bacterial cell wall synthesis inhibitor","",-0.511747975819503,2,-0.511747975819503,0.133772571554792,-0.511747975819503
"1","1-phenylbiguanide","Preclinical","serotonin receptor agonist","HTR3A|HTR3B",-0.510195642672078,4,-0.48139846847613,0.297880034101043,-0.510195642672078
"1687","tacedinaline","Phase 3","HDAC inhibitor","HDAC1",-0.50823637288836,49,-0.572132366610894,0.364950390598092,-0.50823637288836
"329","CGP-71683","Preclinical","neuropeptide receptor antagonist","NPY5R",-0.507281317060959,15,-0.650768678911733,0.379113391449181,-0.507281317060959
"1197","nonoxynol-9","Launched","membrane integrity inhibitor","",-0.503322960925621,14,-0.552974530581893,0.286753990583836,-0.503322960925621
"599","esmolol","Launched","adrenergic receptor antagonist","ADRB1",-0.499885615145234,1,-0.499885615145234,NA,-0.499885615145234
"421","CS-110266","Preclinical","dopamine receptor agonist","SLC6A3",-0.498088373662968,4,-0.568497862056144,0.238528153736273,-0.498088373662968
"427","cycloheximide","Preclinical","protein synthesis inhibitor","RPL3",-0.494155582515356,74,-0.542068176959697,0.321821228990839,-0.494155582515356
"256","butacaine","Launched","local anesthetic","",-0.493936553981449,1,-0.493936553981449,NA,-0.493936553981449
"292","carmofur","Launched","thymidylate synthase inhibitor","TYMS",-0.492888302838177,4,-0.549905625940343,0.396370343856713,-0.492888302838177
"629","etoposide","Launched","topoisomerase inhibitor","TOP2A|TOP2B",-0.492477425903589,35,-0.643335192414947,0.441840493932368,-0.492477425903589
"28","acetylcholine","Launched","acetylcholine receptor agonist","ACHE|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|CHRNA2",-0.49217042644845,2,-0.49217042644845,0.134953675695503,-0.49217042644845
"1246","orlistat","Launched","lipase inhibitor","CNR1|DAGLA|DAGLB|FASN|LIPF|PNLIP",-0.490214087120667,6,-0.581407763884198,0.245259412489806,-0.490214087120667
"240","bromperidol","Launched","dopamine receptor antagonist","DRD2",-0.489446871884404,2,-0.489446871884404,0.17385177879145,-0.489446871884404
"227","brefeldin-a","Preclinical","protein synthesis inhibitor","ARF1|CYTH2",-0.489424798513884,68,-0.565119345319742,0.436383630834203,-0.489424798513884
"162","belinostat","Launched","HDAC inhibitor","HDAC1|HDAC10|HDAC11|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9",-0.48919100707976,25,-0.606596899770629,0.34364701059218,-0.48919100707976
"760","guanethidine","Launched","adrenergic inhibitor","SLC6A2",-0.488731125463137,1,-0.488731125463137,NA,-0.488731125463137
"149","azelastine","Launched","histamine receptor antagonist","HRH1",-0.488480149445289,2,-0.488480149445289,0.366225837833725,-0.488480149445289
"979","lorglumide","Phase 1","CCK receptor antagonist","CCKAR|CCKBR",-0.488117628530621,1,-0.488117628530621,NA,-0.488117628530621
"199","bimatoprost","Launched","prostanoid receptor agonist","AKR1C3|PTGER1|PTGER3|PTGFR",-0.487003599541384,2,-0.487003599541384,0.0248736577167296,-0.487003599541384
"1914","zalcitabine","Launched","nucleoside reverse transcriptase inhibitor","",-0.486314319365349,2,-0.486314319365349,0.181095055170587,-0.486314319365349
"1429","proglumide","Withdrawn","CCK receptor antagonist","CCKAR|CCKBR",-0.485496323455329,1,-0.485496323455329,NA,-0.485496323455329
"464","dequalinium","Launched","PKC inhibitor","KCNN1|KCNN3",-0.484746235359732,2,-0.484746235359732,0.182002107929499,-0.484746235359732
"864","irinotecan","Launched","topoisomerase inhibitor","TOP1|TOP1MT",-0.484129649668193,27,-0.707377714048376,0.402027502667653,-0.484129649668193
"912","L-655240","Phase 1","thromboxane receptor antagonist","PTGES",-0.481842022920383,3,-0.531954772981263,0.144795944330587,-0.481842022920383
"435","CYT-997","Phase 2","tubulin polymerization inhibitor","TUBB",-0.479732585686816,40,-0.589434689177091,0.424514417789417,-0.479732585686816
"62","AM-251","Preclinical","cannabinoid receptor antagonist","CNR1|GPR18|GPR55",-0.479258372803688,6,-0.503066064683604,0.185271118306248,-0.479258372803688
"1467","quiflapon","Phase 2","leukotriene synthesis inhibitor","ALOX5|ALOX5AP",-0.47896008904454,39,-0.567779275676931,0.376569701120387,-0.47896008904454
"1784","tosedostat","Phase 2","peptidase inhibitor","ANPEP|LAP3|NPEPPS",-0.476540323406681,49,-0.57411874397959,0.328665216281346,-0.476540323406681
"378","cladribine","Launched","adenosine deaminase inhibitor|ribonucleotide reductase inhibitor","ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B",-0.473388749099441,11,-0.599386503067485,0.371035241413505,-0.473388749099441
"1095","mocetinostat","Phase 2","HDAC inhibitor","HDAC1|HDAC11|HDAC2|HDAC3",-0.473073091127485,16,-0.53714303066241,0.342433312959689,-0.473073091127485
"1319","perhexiline","Launched","carnitine palmitoyltransferase inhibitor","CPT1A|CPT2",-0.472291311475882,50,-0.545701237864825,0.312487794776392,-0.472291311475882
"1373","pirarubicin","Launched","topoisomerase inhibitor","TOP2A",-0.471199672201364,14,-0.57483591037983,0.439926707880597,-0.471199672201364
"1783","torin-2","Preclinical","mTOR inhibitor","MTOR",-0.470874843787199,61,-0.514866925652272,0.415462472436354,-0.470874843787199
"619","ethoxyquin","Preclinical","antioxidant","",-0.47066085217814,1,-0.47066085217814,NA,-0.47066085217814
"78","aminopurvalanol-a","Preclinical","CDK inhibitor|tyrosine kinase inhibitor","CDK1|CDK2|CDK5|CDK6",-0.47030315067511,34,-0.614183372733427,0.34711954934307,-0.47030315067511
"80","amiprilose","Phase 3","CD antagonist","",-0.468969087909688,1,-0.468969087909688,NA,-0.468969087909688
"1534","RS-102895","Preclinical","CCR antagonist","CCR2",-0.468559056956913,7,-0.494531460097827,0.247983535766884,-0.468559056956913
"846","indinavir","Launched","HIV protease inhibitor","CYP3A4|CYP3A5|CYP3A7",-0.467120721683046,4,-0.440387128078287,0.160693097455209,-0.467120721683046
"1834","tyrphostin-A9","Preclinical","protein tyrosine kinase inhibitor|tyrosine kinase inhibitor","",-0.466782717153482,26,-0.566076772350788,0.365171250907822,-0.466782717153482
"1209","novobiocin","Launched","bacterial DNA gyrase inhibitor","",-0.466626645076448,1,-0.466626645076448,NA,-0.466626645076448
"1050","methyldopa","Launched","adrenergic receptor agonist","ADRA2A|ADRA2B|ADRA2C|DDC",-0.466015988101878,1,-0.466015988101878,NA,-0.466015988101878
"436","cytarabine","Launched","ribonucleotide reductase inhibitor","POLA1|POLB|POLD1|POLE",-0.465182465621393,15,-0.597676147982896,0.428963502882637,-0.465182465621393
"437","cytochalasin-b","Phase 2","microtubule inhibitor","ACTB",-0.464841513528206,35,-0.55383616357431,0.354619599723478,-0.464841513528206
"591","ER-27319","Preclinical","mediator release inhibitor|SYK inhibitor","SYK",-0.464537723301326,14,-0.543666987147464,0.254545373290033,-0.464537723301326
"935","latrunculin-b","Phase 1","actin polymerization inhibitor","ACTA1|MKL1|SPIRE2",-0.464116626386565,12,-0.626426845138502,0.398022616990206,-0.464116626386565
"1782","torin-1","Preclinical","mTOR inhibitor","MTOR",-0.463701538952615,67,-0.544636549544525,0.473861317327223,-0.463701538952615
"1709","tenatoprazole","Phase 2","ATPase inhibitor","IDO1",-0.463264547313627,1,-0.463264547313627,NA,-0.463264547313627
"1856","vanoxerine","Phase 3","dopamine uptake inhibitor","SLC6A3",-0.462594275594603,17,-0.544320505670199,0.409287661666989,-0.462594275594603
"745","GR-127935","Preclinical","serotonin receptor antagonist","HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR6",-0.462388348926978,17,-0.573247815579104,0.400747804643202,-0.462388348926978
"1250","OSI-027","Phase 1","mTOR inhibitor","MTOR",-0.460287133173396,54,-0.481285479929687,0.402471886972039,-0.460287133173396
"1078","milnacipran","Launched","serotonin–norepinephrine reuptake inhibitor (SNRI)","GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|SLC6A2|SLC6A4",-0.459424123802399,2,-0.459424123802399,0.187025770487431,-0.459424123802399
"943","levetiracetam","Launched","calcium channel blocker","CACNA1B|SCN1A|SV2A",-0.457338380599394,3,-0.419145700662988,0.159216635265129,-0.457338380599394
"1091","ML-9","Preclinical","myosin light chain kinase inhibitor","TRPC6",-0.456867886583586,4,-0.601030370316621,0.55438527561645,-0.456867886583586
"1263","oxolinic-acid","Preclinical","bacterial DNA gyrase inhibitor","",-0.454619817810002,1,-0.454619817810002,NA,-0.454619817810002
"1279","panobinostat","Launched","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9",-0.452570522188244,73,-0.372907453631451,0.468591947641857,-0.452570522188244
"510","diperodon","Preclinical","local anesthetic","",-0.451076847356963,2,-0.451076847356963,0.051230770493807,-0.451076847356963
"1886","WAY-170523","Preclinical","metalloproteinase inhibitor","MMP13",-0.450149560873443,13,-0.531158207845325,0.331993033591901,-0.450149560873443
"1551","RX-821002","Preclinical","adrenergic receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C",-0.450035761653301,2,-0.450035761653301,0.378528197540225,-0.450035761653301
"941","levalbuterol","Launched","adrenergic receptor agonist","ADRB2",-0.449987864633986,1,-0.449987864633986,NA,-0.449987864633986
