"","log2FoldChange","AveExpr","t","pvalue","padj","Symbol","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","value","up_down"
"33217",-5.72155311519676,-4.71147412257936,-3.26260630385831,0.000762216379692139,0.000937129257639415,"ABHD16B",9606,140701,"NULL","20","20q13.33","abhydrolase domain containing 16B","protein-coding","ABHD16B","abhydrolase domain containing 16B","O","abhydrolase domain-containing protein 16",-5.72155311519676,"down"
"33685",-5.6630515144793,3.63611920137613,-3.58052838917976,0.000267088355915721,0.000333944528160392,"SYT4",9606,6860,"NULL","18","18q12.3","synaptotagmin IV","protein-coding","SYT4","synaptotagmin IV","O","synaptotagmin 4|synaptotagmin-4|sytIV",-5.6630515144793,"down"
"33962",-5.6210240426363,1.74056719802728,-3.68357616928372,0.000187641356872236,0.000236006061639739,"TBR1",9606,10716,"NULL","2","2q24","T-box, brain, 1","protein-coding","TBR1","T-box, brain, 1","O","T-box brain protein 1|T-brain-1",-5.6210240426363,"down"
"34195",-5.58796268621242,1.82844448471519,-3.67277913700911,0.00019474754508123,0.000244817724000076,"C11orf87",9606,399947,"NULL","11","11q22.3","chromosome 11 open reading frame 87","protein-coding","C11orf87","chromosome 11 open reading frame 87","O","uncharacterized protein C11orf87",-5.58796268621242,"down"
"34572",-5.53131097600681,7.48684837706212,-3.87233287129986,9.67055353474534e-05,0.000122898016448047,"SEZ6L",9606,23544,"RP3-341O5.1","22","22q12.1","seizure related 6 homolog (mouse)-like","protein-coding","SEZ6L","seizure related 6 homolog (mouse)-like","O","seizure 6-like protein|seizure related g",-5.53131097600681,"down"
"34929",-5.47917255218591,2.94601140563857,-3.64960877990903,0.000210845534754683,0.000264645660598733,"PKD1P1",9606,339044,"NULL","16","16p13.11","polycystic kidney disease 1 (autosomal dominant) pseudogene 1","pseudo","PKD1P1","polycystic kidney disease 1 (autosomal dominant) pseudogene 1","O","NULL",-5.47917255218591,"down"
"35032",-5.4607241383782,5.80115355592326,-3.71249638576455,0.000169684474487376,0.000213806379591004,"AEBP1",9606,165,"NULL","7","7p13","AE binding protein 1","protein-coding","AEBP1","AE binding protein 1","O","adipocyte enhancer-binding protein 1|aor",-5.4607241383782,"down"
"35157",-5.44198819940354,5.58824920493026,-3.52574403464292,0.000321089489307966,0.000400283955930922,"GPR17",9606,2840,"NULL","2","2q21","G protein-coupled receptor 17","protein-coding","GPR17","G protein-coupled receptor 17","O","G-protein coupled receptor 17|P2Y-like r",-5.44198819940354,"down"
"35356",-5.40812457351503,8.66387482073459,-3.70291012597836,0.00017539972811235,0.000220884205523659,"CD74",9606,972,"NULL","5","5q32","CD74 molecule, major histocompatibility complex, class II invariant chain","protein-coding","CD74","CD74 molecule, major histocompatibility complex, class II invariant chain","O","CD74 antigen (invariant polypeptide of m",-5.40812457351503,"down"
"35404",-5.39967035094608,-3.62405515514635,-3.69299771473613,0.000181520706239786,0.000228454958368773,"NTS",9606,4922,"NULL","12","12q21","neurotensin","protein-coding","NTS","neurotensin","O","neurotensin/neuromedin N|pro-neurotensin",-5.39967035094608,"down"
"35710",-5.34830115537567,8.17901524445042,-3.52924227392603,0.000317236501423869,0.000395539577088194,"SPP1",9606,6696,"PSEC0156","4","4q22.1","secreted phosphoprotein 1","protein-coding","SPP1","secreted phosphoprotein 1","O","SPP1/CALPHA1 fusion|early T-lymphocyte a",-5.34830115537567,"down"
"35908",-5.31532389583168,-2.84683665286062,-3.56144711370634,0.000284581156395787,0.000355353385403538,"SPAG17",9606,200162,"NULL","1","1p12","sperm associated antigen 17","protein-coding","SPAG17","sperm associated antigen 17","O","projection protein PF6 homolog|sperm-ass",-5.31532389583168,"down"
"35940",-5.30973980331179,3.74991735898023,-3.40764849459984,0.000475098153186577,0.000588421000693945,"KLK6",9606,5653,"NULL","19","19q13.3","kallikrein-related peptidase 6","protein-coding","KLK6","kallikrein-related peptidase 6","O","kallikrein-6|neurosin|protease M|serine ",-5.30973980331179,"down"
"37041",-5.12975575960457,1.8502788454339,-3.86260310698124,0.000100059394070235,0.000127074801396762,"LRTM2",9606,654429,"NULL","12","12p13.33","leucine-rich repeats and transmembrane domains 2","protein-coding","LRTM2","leucine-rich repeats and transmembrane domains 2","O","leucine-rich repeat and transmembrane do",-5.12975575960457,"down"
"37151",-5.11378973571298,4.45276648451555,-3.61113805101668,0.000240295732660975,0.000300914158080645,"NGEF",9606,25791,"NULL","2","2q37","neuronal guanine nucleotide exchange factor","protein-coding","NGEF","neuronal guanine nucleotide exchange factor","O","eph-interacting exchange protein|ephexin",-5.11378973571298,"down"
"37238",-5.09977837312775,2.38645633463193,-3.87612663471858,9.53503839144331e-05,0.000121223161597539,"LRP2",9606,4036,"NULL","2","2q24-q31","low density lipoprotein receptor-related protein 2","protein-coding","LRP2","low density lipoprotein receptor-related protein 2","O","Heymann nephritis antigen homolog|LRP-2|",-5.09977837312775,"down"
"37293",-5.09148376108784,3.46093480200699,-3.8610178681512,0.000100621337430214,0.000127780155386937,"RP11-770J1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.09148376108784,"down"
"37340",-5.0844664113756,2.05988140297048,-3.38506720208142,0.000511151751620605,0.000632432482769482,"TMEM125",9606,128218,"NULL","1","1p34.2","transmembrane protein 125","protein-coding","TMEM125","transmembrane protein 125","O","NULL",-5.0844664113756,"down"
"37367",-5.0795518429697,-1.09133993790809,-3.48304781632237,0.000369953601425527,0.00046009366349161,"RP11-286B14.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.0795518429697,"down"
"37368",-5.07945824053893,2.80077724460115,-3.58665050158968,0.000261147813241637,0.000326628521201365,"ATP2B3",9606,492,"NULL","X","Xq28","ATPase, Ca++ transporting, plasma membrane 3","protein-coding","ATP2B3","ATPase, Ca++ transporting, plasma membrane 3","O","plasma membrane calcium ATPase|plasma me",-5.07945824053893,"down"
"37376",-5.07797323102867,2.59829169397698,-3.46911230200707,0.000387500084463637,0.000481547357826991,"SSTR1",9606,6751,"NULL","14","14q13","somatostatin receptor 1","protein-coding","SSTR1","somatostatin receptor 1","O","somatostatin receptor type 1",-5.07797323102867,"down"
"37396",-5.07464084029213,1.58895234177541,-3.27990419363162,0.000718306267823701,0.000884033266988387,"TMEM132D",9606,121256,"NULL","12","12q24.33","transmembrane protein 132D","protein-coding","TMEM132D","transmembrane protein 132D","O","mature OL transmembrane protein|mature o",-5.07464084029213,"down"
"37399",-5.0741224671769,0.833149825028691,-3.52882926718019,0.000317434558978584,0.000395778097254962,"SYCE1",9606,93426,"RP11-108K14.6","10","10q26.3","synaptonemal complex central element protein 1","protein-coding","SYCE1","synaptonemal complex central element protein 1","O","cancer/testis antigen 76",-5.0741224671769,"down"
"37471",-5.06019136766385,-2.8317472347817,-3.40996232186308,0.000471075728482245,0.000583513146770524,"DLK1",9606,8788,"NULL","14","14q32","delta-like 1 homolog (Drosophila)","protein-coding","DLK1","delta-like 1 homolog (Drosophila)","O","fetal antigen 1|preadipocyte factor 1|pr",-5.06019136766385,"down"
"38026",-4.96796138576877,8.63342457014237,-3.24356249023263,0.000806233806283903,0.00099049939403807,"SOX8",9606,30812,"NULL","16","16p13.3","SRY (sex determining region Y)-box 8","protein-coding","SOX8","SRY (sex determining region Y)-box 8","O","transcription factor SOX-8",-4.96796138576877,"down"
"38179",-4.93882925439956,-2.66752220448346,-3.80801260376357,0.000121382343211033,0.000153678388753955,"LINC00499",9606,100874047,"NULL","4","NULL","long intergenic non-protein coding RNA 499","miscRNA","LINC00499","long intergenic non-protein coding RNA 499","O","NULL",-4.93882925439956,"down"
"38242",-4.92933241805395,2.09360816309534,-3.31996246033768,0.000631170556387702,0.00077859298708644,"CPNE4",9606,131034,"NULL","3","3q22.1","copine IV","protein-coding","CPNE4","copine IV","O","copine 8|copine-4|copine-8",-4.92933241805395,"down"
"38294",-4.92151633789257,-2.74433839311585,-3.55850755869516,0.000287159402050032,0.000358504037071221,"C1orf87",9606,127795,"NULL","1","1p32.1","chromosome 1 open reading frame 87","protein-coding","C1orf87","chromosome 1 open reading frame 87","O","uncharacterized protein C1orf87",-4.92151633789257,"down"
"38381",-4.90609308151844,2.98406009806564,-3.69665262460268,0.000179087791735868,0.000225446264697085,"CKMT1A",9606,548596,"NULL","15","15q15","creatine kinase, mitochondrial 1A","protein-coding","CKMT1A","creatine kinase, mitochondrial 1A","O","U-MtCK|acidic-type mitochondrial creatin",-4.90609308151844,"down"
"38395",-4.90362737901957,2.47239230319427,-3.547223642159,0.00029828679538888,0.000372213580724151,"WSCD2",9606,9671,"NULL","12","12q23.3","WSC domain containing 2","protein-coding","WSCD2","WSC domain containing 2","O","WSC domain-containing protein 2",-4.90362737901957,"down"
"38441",-4.89524340124707,6.77765015422434,-3.80014774068018,0.000124788307920208,0.000157939372718455,"FLJ16779",9606,100192386,"NULL","20","20q13.33","uncharacterized LOC100192386","miscRNA","NULL","NULL","NULL","NULL",-4.89524340124707,"down"
"38828",-4.82423270377527,4.43126990754567,-3.68277126994334,0.000187869336421265,0.000236282656981711,"RASGRF1",9606,5923,"NULL","15","15q24.2","Ras protein-specific guanine nucleotide-releasing factor 1","protein-coding","RASGRF1","Ras protein-specific guanine nucleotide-releasing factor 1","O","Ras-specific guanine nucleotide-releasin",-4.82423270377527,"down"
"38860",-4.81865702317222,-2.14998439219011,-3.74008986004492,0.000153999796773282,0.00019432336229996,"KLHL1",9606,57626,"RP11-394C23.1","13","13q21","kelch-like family member 1","protein-coding","KLHL1","kelch-like family member 1","O","Mayven-related protein 2|kelch-like prot",-4.81865702317222,"down"
"38874",-4.81547471909424,0.506201505528676,-3.2462385294936,0.000798932600132091,0.000981714784753493,"ENTPD3",9606,956,"NULL","3","3p21.3","ectonucleoside triphosphate diphosphohydrolase 3","protein-coding","ENTPD3","ectonucleoside triphosphate diphosphohydrolase 3","O","CD39 antigen-like 3|CD39-like 3|NTPDase ",-4.81547471909424,"down"
"39002",-4.79178752603112,-1.86746576964121,-3.61946140765365,0.000233450258412312,0.000292516888861475,"RP11-826N14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.79178752603112,"down"
"39148",-4.76061120095854,0.947529687970657,-3.28996392133031,0.000694731787767423,0.000855666859937418,"TUNAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76061120095854,"down"
"39151",-4.76023578079266,4.49287046330626,-3.85189292309707,0.000103911078204891,0.000131894931364203,"ABCC8",9606,6833,"NULL","11","11p15.1","ATP-binding cassette, sub-family C (CFTR/MRP), member 8","protein-coding","ABCC8","ATP-binding cassette, sub-family C (CFTR/MRP), member 8","O","ATP-binding cassette sub-family C member",-4.76023578079266,"down"
"39333",-4.73123128049814,1.76821399310084,-3.64715364423761,0.000212336768404611,0.000266483144734361,"RNA5-8S5",9606,100008587,"NULL","22","22p12","RNA, 5.8S ribosomal 5","rRNA","RNA5-8S5","RNA, 5.8S ribosomal 5","O","NULL",-4.73123128049814,"down"
"39474",-4.70551883315882,3.07406154924757,-3.67307676260926,0.000194232067903615,0.000244190676664556,"LINC00643",9606,646113,"NULL","14","14q23.2","long intergenic non-protein coding RNA 643","miscRNA","LINC00643","long intergenic non-protein coding RNA 643","O","NULL",-4.70551883315882,"down"
"39544",-4.69249405745581,2.24526672036502,-3.71881762520105,0.000165810753070948,0.000209010817585462,"EPHA5",9606,2044,"NULL","4","4q13.1","EPH receptor A5","protein-coding","EPHA5","EPH receptor A5","O","EHK-1|EK7|EPH homology kinase 1|EPH-like",-4.69249405745581,"down"
"39762",-4.65459393852711,3.57522601979234,-3.85510447401203,0.000102726598919395,0.000130416897282297,"C2orf82",9606,389084,"UNQ830/PRO1757","2","2q37.1","chromosome 2 open reading frame 82","protein-coding","C2orf82","chromosome 2 open reading frame 82","O","ASCL830|uncharacterized protein C2orf82",-4.65459393852711,"down"
"39824",-4.64402455077486,-2.04847476334296,-3.81114870293334,0.000120021967495882,0.000151988907865894,"AC007163.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.64402455077486,"down"
"39850",-4.63820127076234,-2.15803334308715,-3.84777600828915,0.000105434065038203,0.000133796177978099,"CCDC42B",9606,387885,"NULL","12","12q24.13","coiled-coil domain containing 42B","protein-coding","CCDC42B","coiled-coil domain containing 42B","O","coiled-coil domain-containing protein 42",-4.63820127076234,"down"
"39852",-4.6373794725641,0.358300688581443,-3.56076344874113,0.000284865053931936,0.000355700303194858,"DRD1",9606,1812,"NULL","5","5q35.1","dopamine receptor D1","protein-coding","DRD1","dopamine receptor D1","O","D(1A) dopamine receptor|dopamine D1 rece",-4.6373794725641,"down"
"39964",-4.61332241962941,2.40238122976444,-3.56274073634974,0.000282962161286258,0.000353392025973442,"TENM3",9606,55714,"NULL","4","4q35.1","teneurin transmembrane protein 3","protein-coding","TENM3","teneurin transmembrane protein 3","O","ODZ3-like protein|odd Oz/Ten-m homolog 3",-4.61332241962941,"down"
"40022",-4.60289193906037,-3.56688849158443,-3.88874877938503,9.11202396302551e-05,0.000115918147142826,"HTR3A",9606,3359,"NULL","11","11q23.1","5-hydroxytryptamine (serotonin) receptor 3A, ionotropic","protein-coding","HTR3A","5-hydroxytryptamine (serotonin) receptor 3A, ionotropic","O","5-HT3-A|5-hydroxytryptamine receptor 3|5",-4.60289193906037,"down"
"40123",-4.5848812242777,3.7418043511721,-3.27552901882424,0.000727244158355257,0.00089488289622554,"CLVS2",9606,134829,"RP11-160A10.4","6","6q22.31","clavesin 2","protein-coding","CLVS2","clavesin 2","O","clavesin-2|retinaldehyde binding protein",-4.5848812242777,"down"
"40221",-4.56441401049094,0.976242122213506,-3.46590955467585,0.000391241944407303,0.000486042717534179,"PTPRR",9606,5801,"NULL","12","12q15","protein tyrosine phosphatase, receptor type, R","protein-coding","PTPRR","protein tyrosine phosphatase, receptor type, R","O","Ch-1 PTPase|NC-PTPCOM1|R-PTP-R|ch-1PTPas",-4.56441401049094,"down"
"40340",-4.54180737451694,2.0399206341083,-3.828912539162,0.00011271682538779,0.000142870899193849,"CALB1",9606,793,"NULL","8","8q21.3","calbindin 1, 28kDa","protein-coding","CALB1","calbindin 1, 28kDa","O","D-28K|RTVL-H protein|calbindin|calbindin",-4.54180737451694,"down"
"40421",-4.5262335428722,3.33824599325156,-3.70772082452144,0.000172298249662761,0.000217048443401377,"RELN",9606,5649,"NULL","7","7q22","reelin","protein-coding","RELN","reelin","O","NULL",-4.5262335428722,"down"
"40425",-4.52540928704621,-0.0737562321559845,-3.79095768412394,0.000128858071367213,0.000163012820497175,"PABPC1L2A",9606,340529,"RP11-493K23.3","X","Xq13.2","poly(A) binding protein, cytoplasmic 1-like 2A","protein-coding","PABPC1L2A","poly(A) binding protein, cytoplasmic 1-like 2A","O","RNA binding motif protein 32A|RNA-bindin",-4.52540928704621,"down"
"40483",-4.51328899468795,4.64676607435217,-3.83142463226433,0.000111718134606863,0.000141617294774298,"FAM155A",9606,728215,"NULL","13","13q33.3","family with sequence similarity 155, member A","protein-coding","FAM155A","family with sequence similarity 155, member A","O","transmembrane protein FAM155A",-4.51328899468795,"down"
"40496",-4.51043736327199,-2.20757406348296,-3.60681198022179,0.000243666596174924,0.000305089723011162,"KIAA2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.51043736327199,"down"
"40606",-4.49135146004938,5.52758510286274,-3.66966032239636,0.000196498870532205,0.000246955726736615,"SAPCD2",9606,89958,"NULL","9","9q34.3","suppressor APC domain containing 2","protein-coding","SAPCD2","suppressor APC domain containing 2","O","2010317E24Rik|TS/MDEP|protein C9orf140|s",-4.49135146004938,"down"
"40688",-4.4748699635083,1.90508234764835,-3.91099763205745,8.41423285978317e-05,0.000107162244311359,"PCDHGB5",9606,56101,"NULL","5","5q31","protocadherin gamma subfamily B, 5","protein-coding","PCDHGB5","protocadherin gamma subfamily B, 5","O","protocadherin gamma-B5",-4.4748699635083,"down"
"40876",-4.43566245840532,5.4629234064176,-3.71203685289561,0.000169731521183032,0.000213861059566456,"MEGF11",9606,84465,"UNQ1949","15","15q22.31","multiple EGF-like-domains 11","protein-coding","MEGF11","multiple EGF-like-domains 11","O","multiple EGF-like domains protein 11|mul",-4.43566245840532,"down"
"40906",-4.4307675171705,1.73117832757738,-3.67729378877427,0.000191393115390933,0.000240657667962743,"HMGCLL1",9606,54511,"RP11-418P12.1","6","6p12.1","3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1","protein-coding","HMGCLL1","3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1","O","3-hydroxymethyl-3-methylglutaryl-CoA lya",-4.4307675171705,"down"
"40951",-4.42060164474145,0.684368153259128,-3.71832254711635,0.000166068799636383,0.000209331590814196,"SLC35F3",9606,148641,"NULL","1","1q42.2","solute carrier family 35, member F3","protein-coding","SLC35F3","solute carrier family 35, member F3","O","solute carrier family 35 member F3",-4.42060164474145,"down"
"40959",-4.41808111642201,-2.11176091048147,-3.6648148001635,0.000199793940344735,0.000251016124119822,"PAPL",9606,390928,"NULL","19","19q13.2","iron/zinc purple acid phosphatase-like protein","protein-coding","NULL","NULL","NULL","purple acid phosphatase long form",-4.41808111642201,"down"
"41212",-4.3741823719366,2.79859203162973,-3.8409349574536,0.000108013004088772,0.000136988737660194,"PCDH8",9606,5100,"NULL","13","13q21.1","protocadherin 8","protein-coding","PCDH8","protocadherin 8","O","protocadherin-8",-4.3741823719366,"down"
"41232",-4.36966824061099,-5.15553169961594,-3.59417107463358,0.000254342213450902,0.000318252369997379,"MYH2",9606,4620,"NULL","17","17p13.1","myosin, heavy chain 2, skeletal muscle, adult","protein-coding","MYH2","myosin, heavy chain 2, skeletal muscle, adult","O","fast 2a myosin heavy chain|myosin heavy ",-4.36966824061099,"down"
"41240",-4.3683333540592,4.55930817049999,-3.86958024143418,9.75611320063085e-05,0.000123955769710924,"ARC",9606,23237,"NULL","8","8q24.3","activity-regulated cytoskeleton-associated protein","protein-coding","ARC","activity-regulated cytoskeleton-associated protein","O","ARC/ARG3.1|activity-regulated gene 3.1 p",-4.3683333540592,"down"
"41259",-4.36435456762853,0.595357853329953,-3.61629629530326,0.000235897140439759,0.000295500703177622,"PRKG2",9606,5593,"NULL","4","4q13.1-q21.1","protein kinase, cGMP-dependent, type II","protein-coding","PRKG2","protein kinase, cGMP-dependent, type II","O","cGK 2|cGK2|cGMP-dependent protein kinase",-4.36435456762853,"down"
"41282",-4.36066362298235,-0.897140032664523,-3.57438143267828,0.000271986984028654,0.000339917001138852,"DCTN1-AS1",9606,100189589,"NULL","2","2p13","DCTN1 antisense RNA 1","miscRNA","DCTN1-AS1","DCTN1 antisense RNA 1","O","NULL",-4.36066362298235,"down"
"41290",-4.35944965055418,1.6680506551537,-3.8971172791275,8.84282544959896e-05,0.000112535096815901,"ACVR1C",9606,130399,"NULL","2","2q24.1","activin A receptor, type IC","protein-coding","ACVR1C","activin A receptor, type IC","O","ACTR-IC|ALK-7|activin receptor type IC|a",-4.35944965055418,"down"
"41322",-4.35486915481412,0.543345121170866,-3.73032171728623,0.000159282229100656,0.000200885105447814,"RP5-857K21.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.35486915481412,"down"
"41367",-4.34535665786953,-4.1248218384864,-3.74314378024988,0.000152325855526667,0.000192231816945448,"C9orf135",9606,138255,"NULL","9","9q21.12","chromosome 9 open reading frame 135","protein-coding","C9orf135","chromosome 9 open reading frame 135","O","uncharacterized protein C9orf135",-4.34535665786953,"down"
"41378",-4.34348920409875,2.65401504214355,-3.76332508850824,0.000141959451408539,0.000179335086322859,"CACNA2D3",9606,55799,"NULL","3","3p21.1","calcium channel, voltage-dependent, alpha 2/delta subunit 3","protein-coding","CACNA2D3","calcium channel, voltage-dependent, alpha 2/delta subunit 3","O","calcium channel alpha2-delta3 subunit|ca",-4.34348920409875,"down"
"41384",-4.34175285165137,5.0699853881939,-3.81985322947314,0.000116376870670299,0.000147430333046511,"BBOX1",9606,8424,"NULL","11","11p14.2","butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1","protein-coding","BBOX1","butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1","O","gamma-butyrobetaine dioxygenase|gamma-bu",-4.34175285165137,"down"
"41414",-4.33683824982542,1.92692323786938,-3.72550205111845,0.000161973012628889,0.00020423472422594,"CNTN4",9606,152330,"NULL","3","3p26.3","contactin 4","protein-coding","CNTN4","contactin 4","O","axonal-associated cell adhesion molecule",-4.33683824982542,"down"
"41454",-4.33046176069262,0.525147328920197,-3.50827461902428,0.000339694018224489,0.000423107996292073,"GRM4",9606,2914,"NULL","6","6p21.3","glutamate receptor, metabotropic 4","protein-coding","GRM4","glutamate receptor, metabotropic 4","O","metabotropic glutamate receptor 4",-4.33046176069262,"down"
"41490",-4.32273943936693,5.06016204104246,-3.46783682021296,0.000388650163043821,0.000482945828675945,"PCDH15",9606,65217,"RP11-449J3.2","10","10q21.1","protocadherin-related 15","protein-coding","PCDH15","protocadherin-related 15","O","cadherin-related family member 15|protoc",-4.32273943936693,"down"
"41501",-4.32133313324261,0.299218258033499,-3.5929003823365,0.000255434851174741,0.000319599081945055,"FAM110C",9606,642273,"NULL","2","2p25.3","family with sequence similarity 110, member C","protein-coding","FAM110C","family with sequence similarity 110, member C","O","protein FAM110C",-4.32133313324261,"down"
"41577",-4.30998579237484,3.21444375039439,-3.49657738026748,0.000353216946577763,0.000439615066445822,"KCNK1",9606,3775,"RP4-550F15.1","1","1q42-q43","potassium channel, subfamily K, member 1","protein-coding","KCNK1","potassium channel, subfamily K, member 1","O","inward rectifying potassium channel prot",-4.30998579237484,"down"
"41607",-4.30386083115381,-1.05710203717595,-3.58641647527353,0.000261113923055411,0.000326593106296632,"ZNF831",9606,128611,"NULL","20","20q13.32","zinc finger protein 831","protein-coding","ZNF831","zinc finger protein 831","O","NULL",-4.30386083115381,"down"
"41703",-4.28519119586389,-3.57707192785338,-3.5380551304512,0.000307417001121003,0.000383484068539203,"ANKRD30B",9606,374860,"NULL","18","18p11.21","ankyrin repeat domain 30B","protein-coding","ANKRD30B","ankyrin repeat domain 30B","O","ankyrin repeat domain-containing protein",-4.28519119586389,"down"
"41706",-4.28492253748969,-0.636777104392867,-3.65104259636641,0.000209459108859861,0.000262961811669443,"CYP11A1",9606,1583,"NULL","15","15q23-q24","cytochrome P450, family 11, subfamily A, polypeptide 1","protein-coding","CYP11A1","cytochrome P450, family 11, subfamily A, polypeptide 1","O","cholesterol 20-22 desmolase|cholesterol ",-4.28492253748969,"down"
"41720",-4.28254361073462,5.00363210293933,-3.50166151502463,0.000347269203845156,0.000432368647434764,"ADCY8",9606,114,"NULL","8","8q24","adenylate cyclase 8 (brain)","protein-coding","ADCY8","adenylate cyclase 8 (brain)","O","ATP pyrophosphate-lyase 8|adenylate cycl",-4.28254361073462,"down"
"41731",-4.2803117519939,5.02627492395038,-3.34904321977121,0.000573738247461329,0.00070873121216566,"PCSK6",9606,5046,"NULL","15","15q26.3","proprotein convertase subtilisin/kexin type 6","protein-coding","PCSK6","proprotein convertase subtilisin/kexin type 6","O","paired basic amino acid cleaving enzyme ",-4.2803117519939,"down"
"41739",-4.27860246388301,-0.737923826479639,-3.82210158589175,0.000115454417195913,0.000146277552906844,"NHLH2",9606,4808,"RP11-485H8.1","1","1p12-p11","nescient helix loop helix 2","protein-coding","NHLH2","nescient helix loop helix 2","O","HEN-2|NSCL-2|class A basic helix-loop-he",-4.27860246388301,"down"
"41828",-4.26478194757578,3.00339115084315,-3.63452964931778,0.00022164654921016,0.000277988278223867,"SORCS1",9606,114815,"RP11-446H13.1","10","10q23-q25","sortilin-related VPS10 domain containing receptor 1","protein-coding","SORCS1","sortilin-related VPS10 domain containing receptor 1","O","VPS10 domain receptor protein SORCS 1|VP",-4.26478194757578,"down"
"41956",-4.24064311303146,-2.20360817897167,-3.66553646500246,0.000199283233904876,0.000250385225209256,"ATP6V0A4",9606,50617,"tcag7.346","7","7q34","ATPase, H+ transporting, lysosomal V0 subunit a4","protein-coding","ATP6V0A4","ATPase, H+ transporting, lysosomal V0 subunit a4","O","ATPase, H+ transporting, lysosomal (vacu",-4.24064311303146,"down"
"41997",-4.23397036267242,-0.859731084362129,-3.5217581117055,0.000324687157990285,0.000404648407663628,"RGS22",9606,26166,"NULL","8","8q22.2","regulator of G-protein signaling 22","protein-coding","RGS22","regulator of G-protein signaling 22","O","NULL",-4.23397036267242,"down"
