"","target","p","padj"
"Histamine H3 Antagonists","Histamine H3 Antagonists",0.235,1
"Anti-Anxiety Agents","Anti-Anxiety Agents",0.252,1
"Chelating Agents","Chelating Agents",0.258,1
"Antineoplastic Agents, Alkylating","Antineoplastic Agents, Alkylating",0.265,1
"Antipyretics","Antipyretics",0.297,1
"Parasympathomimetics","Parasympathomimetics",0.3,1
"Adjuvants, Anesthesia","Adjuvants, Anesthesia",0.303,1
"Adrenergic alpha-1 Receptor Antagonists","Adrenergic alpha-1 Receptor Antagonists",0.305,1
"Appetite Depressants","Appetite Depressants",0.306,1
"Phytoestrogens","Phytoestrogens",0.307,1
"Immunologic Factors","Immunologic Factors",0.309,1
"Indicators and Reagents","Indicators and Reagents",0.311,1
"Respiratory System Agents","Respiratory System Agents",0.314,1
"Antiemetics","Antiemetics",0.318,1
"Tubulin Modulators","Tubulin Modulators",0.323,1
"Dopamine Agents","Dopamine Agents",0.324,1
"Reverse Transcriptase Inhibitors","Reverse Transcriptase Inhibitors",0.326,1
"Neuromuscular Nondepolarizing Agents","Neuromuscular Nondepolarizing Agents",0.329,1
"Adjuvants, Immunologic","Adjuvants, Immunologic",0.33,1
"Adrenergic Uptake Inhibitors","Adrenergic Uptake Inhibitors",0.332,1
"Mydriatics","Mydriatics",0.335,1
"Hormone Antagonists","Hormone Antagonists",0.342,1
"Cytochrome P-450 CYP2C19 Inhibitors","Cytochrome P-450 CYP2C19 Inhibitors",0.344,1
"Abortifacient Agents, Nonsteroidal","Abortifacient Agents, Nonsteroidal",0.354,1
"Antitubercular Agents","Antitubercular Agents",0.357,1
"Catechol O-Methyltransferase Inhibitors","Catechol O-Methyltransferase Inhibitors",0.357,1
"Cardiovascular Agents","Cardiovascular Agents",0.365,1
"Angiotensin II Type 1 Receptor Blockers","Angiotensin II Type 1 Receptor Blockers",0.371,1
"Solvents","Solvents",0.373,1
"Antinematodal Agents","Antinematodal Agents",0.374,1
"Analgesics, Opioid","Analgesics, Opioid",0.378,1
"Narcotics","Narcotics",0.378,1
"Adrenergic alpha-2 Receptor Antagonists","Adrenergic alpha-2 Receptor Antagonists",0.383,1
"Neuroprotective Agents","Neuroprotective Agents",0.383,1
"Dopamine D2 Receptor Antagonists","Dopamine D2 Receptor Antagonists",0.384,1
"Androgens","Androgens",0.385,1
"Anabolic Agents","Anabolic Agents",0.392,1
"Purinergic P1 Receptor Antagonists","Purinergic P1 Receptor Antagonists",0.392,1
"Dopamine Antagonists","Dopamine Antagonists",0.394,1
"Miotics","Miotics",0.403,1
"Adrenergic beta-1 Receptor Antagonists","Adrenergic beta-1 Receptor Antagonists",0.405,1
"Adrenergic beta-Agonists","Adrenergic beta-Agonists",0.407,1
"Excitatory Amino Acid Antagonists","Excitatory Amino Acid Antagonists",0.408,1
"Cyclooxygenase Inhibitors","Cyclooxygenase Inhibitors",0.427,1
"Cholinesterase Inhibitors","Cholinesterase Inhibitors",0.44,1
"Leprostatic Agents","Leprostatic Agents",0.442,1
"Anti-Bacterial Agents","Anti-Bacterial Agents",0.446,1
"GABA Antagonists","GABA Antagonists",0.466,1
"Dopamine Uptake Inhibitors","Dopamine Uptake Inhibitors",0.471,1
"Mineralocorticoid Receptor Antagonists","Mineralocorticoid Receptor Antagonists",0.472,1
"Platelet Aggregation Inhibitors","Platelet Aggregation Inhibitors",0.477,1
"Oxytocics","Oxytocics",0.48,1
"Cytochrome P-450 CYP1A2 Inhibitors","Cytochrome P-450 CYP1A2 Inhibitors",0.487,1
"Uricosuric Agents","Uricosuric Agents",0.496,1
"Carcinogens","Carcinogens",0.5,1
"Fibrinolytic Agents","Fibrinolytic Agents",0.51,1
"Cytochrome P-450 CYP2C9 Inhibitors","Cytochrome P-450 CYP2C9 Inhibitors",0.525,1
"Trypanocidal Agents","Trypanocidal Agents",0.544,1
"Adrenergic alpha-2 Receptor Agonists","Adrenergic alpha-2 Receptor Agonists",0.549,1
"Muscle Relaxants, Central","Muscle Relaxants, Central",0.552,1
"Histamine Antagonists","Histamine Antagonists",0.56,1
"Cytochrome P-450 CYP3A Inhibitors","Cytochrome P-450 CYP3A Inhibitors",0.563,1
"Muscarinic Agonists","Muscarinic Agonists",0.565,1
"Amebicides","Amebicides",0.578,1
"Contraceptive Agents","Contraceptive Agents",0.58,1
"Antipsychotic Agents","Antipsychotic Agents",0.589,1
"Protease Inhibitors","Protease Inhibitors",0.593,1
"Anti-Infective Agents, Urinary","Anti-Infective Agents, Urinary",0.603,1
"HIV Protease Inhibitors","HIV Protease Inhibitors",0.609,1
"Estrogen Antagonists","Estrogen Antagonists",0.61,1
"Vitamins","Vitamins",0.613,1
"Cross-Linking Reagents","Cross-Linking Reagents",0.618,1
"Expectorants","Expectorants",0.625,1
"Androgen Antagonists","Androgen Antagonists",0.638,1
"Potassium Channel Blockers","Potassium Channel Blockers",0.663,1
"Phosphodiesterase Inhibitors","Phosphodiesterase Inhibitors",0.665,1
"Adrenergic Agents","Adrenergic Agents",0.669,1
"Estrogens","Estrogens",0.669,1
"Antiprotozoal Agents","Antiprotozoal Agents",0.672,1
"Antibiotics, Antitubercular","Antibiotics, Antitubercular",0.683,1
"Progestins","Progestins",0.686,1
"Antirheumatic Agents","Antirheumatic Agents",0.688,1
"Antidepressive Agents, Second-Generation","Antidepressive Agents, Second-Generation",0.695,1
"Plant Growth Regulators","Plant Growth Regulators",0.696,1
"Histamine H1 Antagonists","Histamine H1 Antagonists",0.699,1
"Bone Density Conservation Agents","Bone Density Conservation Agents",0.7,1
"Myeloablative Agonists","Myeloablative Agonists",0.704,1
"Folic Acid Antagonists","Folic Acid Antagonists",0.705,1
"Cytochrome P-450 CYP2D6 Inhibitors","Cytochrome P-450 CYP2D6 Inhibitors",0.707,1
"Anti-Inflammatory Agents, Non-Steroidal","Anti-Inflammatory Agents, Non-Steroidal",0.715,1
"Serotonin Uptake Inhibitors","Serotonin Uptake Inhibitors",0.721,1
"Cathartics","Cathartics",0.724,1
"Sodium Potassium Chloride Symporter Inhibitors","Sodium Potassium Chloride Symporter Inhibitors",0.73,1
"Anticholesteremic Agents","Anticholesteremic Agents",0.734,1
"Hypoglycemic Agents","Hypoglycemic Agents",0.74,1
"14-alpha Demethylase Inhibitors","14-alpha Demethylase Inhibitors",0.748,1
"Anticestodal Agents","Anticestodal Agents",0.749,1
"Mutagens","Mutagens",0.75,1
"Anesthetics, Intravenous","Anesthetics, Intravenous",0.753,1
"Antimetabolites","Antimetabolites",0.763,1
"Antioxidants","Antioxidants",0.766,1
"Cholinergic Antagonists","Cholinergic Antagonists",0.77,1
"Keratolytic Agents","Keratolytic Agents",0.771,1
"Convulsants","Convulsants",0.774,1
"Selective Estrogen Receptor Modulators","Selective Estrogen Receptor Modulators",0.781,1
"Enzyme Inhibitors","Enzyme Inhibitors",0.799,1
"Topoisomerase II Inhibitors","Topoisomerase II Inhibitors",0.809,1
"Cytochrome P-450 CYP3A Inducers","Cytochrome P-450 CYP3A Inducers",0.813,1
"Insecticides","Insecticides",0.813,1
"Coloring Agents","Coloring Agents",0.824,1
"Anticarcinogenic Agents","Anticarcinogenic Agents",0.829,1
"Antineoplastic Agents, Hormonal","Antineoplastic Agents, Hormonal",0.836,1
"Hydroxymethylglutaryl-CoA Reductase Inhibitors","Hydroxymethylglutaryl-CoA Reductase Inhibitors",0.858,1
"Calcineurin Inhibitors","Calcineurin Inhibitors",0.869,1
"Radiation-Sensitizing Agents","Radiation-Sensitizing Agents",0.871,1
"Free Radical Scavengers","Free Radical Scavengers",0.895,1
"Antipruritics","Antipruritics",0.902,1
"Cysteine Proteinase Inhibitors","Cysteine Proteinase Inhibitors",0.906,1
"Calcium Channel Agonists","Calcium Channel Agonists",0.907,1
"Teratogens","Teratogens",0.908,1
"Monoamine Oxidase Inhibitors","Monoamine Oxidase Inhibitors",0.918,1
"Detergents","Detergents",0.924,1
"Antineoplastic Agents, Phytogenic","Antineoplastic Agents, Phytogenic",0.925,1
"Glycoside Hydrolase Inhibitors","Glycoside Hydrolase Inhibitors",0.931,1
"Antimetabolites, Antineoplastic","Antimetabolites, Antineoplastic",0.937,1
"Antiviral Agents","Antiviral Agents",0.949,1
"Alkylating Agents","Alkylating Agents",0.95,1
"Anti-Infective Agents","Anti-Infective Agents",0.952,1
"Contraceptives, Oral, Synthetic","Contraceptives, Oral, Synthetic",0.952,1
"Histamine Agonists","Histamine Agonists",0.953,1
"Radiation-Protective Agents","Radiation-Protective Agents",0.953,1
"Anti-Allergic Agents","Anti-Allergic Agents",0.955,1
"Estrogens, Non-Steroidal","Estrogens, Non-Steroidal",0.973,1
"Angiogenesis Inhibitors","Angiogenesis Inhibitors",0.975,1
"Gastrointestinal Agents","Gastrointestinal Agents",0.979,1
"Antithyroid Agents","Antithyroid Agents",0.987,1
"Dermatologic Agents","Dermatologic Agents",0.987,1
"Intercalating Agents","Intercalating Agents",0.99,1
"Emetics","Emetics",0.992,1
"Nucleic Acid Synthesis Inhibitors","Nucleic Acid Synthesis Inhibitors",0.992,1
"Proton Ionophores","Proton Ionophores",0.995,1
"Antiparasitic Agents","Antiparasitic Agents",0.996,1
"Fatty Acid Synthesis Inhibitors","Fatty Acid Synthesis Inhibitors",0.997,1
"Protein Kinase Inhibitors","Protein Kinase Inhibitors",0.997,1
"Protein Synthesis Inhibitors","Protein Synthesis Inhibitors",0.997,1
"Antifungal Agents","Antifungal Agents",0.998,1
"Anti-Infective Agents, Local","Anti-Infective Agents, Local",0.999,1
"Anti-Inflammatory Agents","Anti-Inflammatory Agents",1,1
"Antibiotics, Antineoplastic","Antibiotics, Antineoplastic",1,1
"Antineoplastic Agents","Antineoplastic Agents",1,1
"Glucocorticoids","Glucocorticoids",1,1
"Histone Deacetylase Inhibitors","Histone Deacetylase Inhibitors",1,1
"Immunosuppressive Agents","Immunosuppressive Agents",1,1
"Topoisomerase I Inhibitors","Topoisomerase I Inhibitors",1,1
