"","log2FoldChange","logCPM","LR","pvalue","padj","Symbol","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","value","up_down"
"16333",-8.09859563008404,-1.61938460790776,58.9733003895299,1.59826003367491e-14,9.36036971322047e-10,"RP11-498C9.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.09859563008404,"down"
"43840",-7.90871792219174,-0.494744303639395,79.3672648726576,5.15735849716572e-19,3.02107746046974e-14,"CTD-3193O13.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.90871792219174,"down"
"18719",-7.8004495340944,-0.597725556521742,75.4612519286033,3.72648573283338e-18,2.18282628286448e-13,"RP11-110I1.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.8004495340944,"down"
"57157",-7.6422669899927,-2.00088164960444,54.1196242369056,1.88647742405555e-13,1.10462685565573e-08,"AC007308.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.6422669899927,"down"
"12852",-7.56281158323875,-2.06518309072905,53.4589991117078,2.64046539439605e-13,1.54609810703466e-08,"RP11-61L14.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.56281158323875,"down"
"43427",-7.53591688484378,-2.08520013144368,35.3580369821539,2.74334193348749e-09,0.000160411432876814,"RP11-373D23.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.53591688484378,"down"
"36889",-7.44242701082991,-0.932259851896029,49.8432263652707,1.66534314073127e-12,9.74991795172531e-08,"PRL",9606,5617,"RP3-404K8.1","6","6p22.2-p21.3","prolactin","protein-coding","PRL","prolactin","O","decidual prolactin",-7.44242701082991,"down"
"11913",-7.3098354809491,-0.408076540335069,63.440961217376,1.65245904113601e-15,9.67845260393359e-11,"RP11-24J19.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.3098354809491,"down"
"16209",-7.23783716511486,-0.0243704447723188,61.5053301399661,4.4154622936487e-15,2.58609211076711e-10,"KRT1",9606,3848,"NULL","12","12q13.13","keratin 1","protein-coding","KRT1","keratin 1","O","67 kDa cytokeratin|CK-1|cytokeratin 1|cy",-7.23783716511486,"down"
"51174",-7.21107349029777,-2.34070201003372,45.4475511814557,1.5678143266129e-11,9.17673081653064e-07,"CLDN22",9606,53842,"NULL","4","4q35.1","claudin 22","protein-coding","CLDN22","claudin 22","O","claudin-22",-7.21107349029777,"down"
"11892",-7.11179110067919,-2.43475082786507,34.0208664561428,5.45242001722647e-09,0.000318721212106973,"PRM2",9606,5620,"NULL","16","16p13.2","protamine 2","protein-coding","PRM2","protamine 2","O","cancer/testis antigen family 94, member ",-7.11179110067919,"down"
"23659",-7.09633423591319,-2.44848225275794,33.1383150372322,8.58306224544368e-09,0.000501585574561483,"FLG2",9606,388698,"RP1-14N1.3","1","1q21.3","filaggrin family member 2","protein-coding","FLG2","filaggrin family member 2","O","FLG-2|filaggrin 2|filaggrin-2|ifapsorias",-7.09633423591319,"down"
"14086",-6.88529088623211,-0.779828546997701,58.9057490223251,1.65408225099137e-14,9.68713270293095e-10,"SERBP1P3",9606,553148,"NULL","3","3p21.1","SERPINE1 mRNA binding protein 1 pseudogene 3","pseudo","SERBP1P3","SERPINE1 mRNA binding protein 1 pseudogene 3","O","NULL",-6.88529088623211,"down"
"58382",-6.70286271787023,-2.73270257126551,32.4718818967293,1.20929610195924e-08,0.000706531247569685,"SFTPA1",9606,653509,"RP11-589B3.2","10","10q22.3","surfactant protein A1","protein-coding","SFTPA1","surfactant protein A1","O","35 kDa pulmonary surfactant-associated p",-6.70286271787023,"down"
"35521",-6.55296112860825,-2.82984776642484,34.4527259369974,4.36730709964754e-09,0.000255330242273794,"AC243756.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.55296112860825,"down"
"48551",-6.40193706546117,-2.92999457554278,33.8046542699903,6.0932912834924e-09,0.000356165062102698,"CDH12P1",9606,100093625,"NULL","5","5q13.2","cadherin 12 (N-cadherin 2) pseudogene 1","pseudo","CDH12P1","cadherin 12 (N-cadherin 2) pseudogene 1","O","NULL",-6.40193706546117,"down"
"48553",-6.40193706546117,-2.92999457554278,33.8046542699903,6.0932912834924e-09,0.000356165062102698,"CDH12P3",9606,100093624,"NULL","5","5q13.2","cadherin 12 (N-cadherin 2) pseudogene 3","pseudo","CDH12P3","cadherin 12 (N-cadherin 2) pseudogene 3","O","NULL",-6.40193706546117,"down"
"57148",-6.18265096289804,-2.02315322176069,33.2052794368436,8.29250824377646e-09,0.00048462247427454,"MYH1",9606,4619,"NULL","17","17p13.1","myosin, heavy chain 1, skeletal muscle, adult","protein-coding","MYH1","myosin, heavy chain 1, skeletal muscle, adult","O","myHC-IIx/d|myosin heavy chain 1|myosin h",-6.18265096289804,"down"
"35985",-6.09580753224089,1.90678825844954,57.5789376418276,3.24683818943927e-14,1.90138091211753e-09,"BX255923.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.09580753224089,"down"
"52225",-6.01944143719537,-0.796423476328309,34.4841040047952,4.29746631348276e-09,0.00025125136801777,"TMEM108-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.01944143719537,"down"
"54242",-5.93404195487247,-0.883228651185161,54.4339692100061,1.60759787186525e-13,9.41361085828135e-09,"CTC-304I17.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.93404195487247,"down"
"57149",-5.80531813585168,0.266244623743363,70.9767356818608,3.61462109621303e-17,2.11726430710678e-12,"MYH6",9606,4624,"NULL","14","14q12","myosin, heavy chain 6, cardiac muscle, alpha","protein-coding","MYH6","myosin, heavy chain 6, cardiac muscle, alpha","O","myHC-alpha|myosin heavy chain 6|myosin h",-5.80531813585168,"down"
"53571",-5.77059448333626,-0.196868974866898,45.5025524074743,1.52440049547018e-11,8.9227734201356e-07,"ZG16B",9606,124220,"UNQ773/PRO1567","16","16p13.3","zymogen granule protein 16B","protein-coding","ZG16B","zymogen granule protein 16B","O","endocrine and exocrine protein|jacalin-l",-5.77059448333626,"down"
"31330",-5.67521036541963,-2.4119139924771,34.4018602992089,4.48294596502562e-09,0.000262081987007328,"RP11-54O15.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.67521036541963,"down"
"52562",-5.58509267786777,-0.927302298050045,40.6246540334845,1.84464500283002e-10,1.0793386840559e-05,"RP11-265N6.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.58509267786777,"down"
"28877",-5.52142010157277,-1.00275416157861,45.068029351843,1.90307067613008e-11,1.11386726673894e-06,"TPSD1",9606,23430,"NULL","16","16p13.3","tryptase delta 1","protein-coding","TPSD1","tryptase delta 1","O","delta-tryptase|hmMCP-3-like tryptase III",-5.52142010157277,"down"
"28198",-5.48189999047067,-2.55186251143084,32.3929899020365,1.25939973504179e-08,0.000735766513206113,"CYP4A22",9606,284541,"RP1-18D14.1","1","1p33","cytochrome P450, family 4, subfamily A, polypeptide 22","protein-coding","CYP4A22","cytochrome P450, family 4, subfamily A, polypeptide 22","O","CYPIVA22|cytochrome P450 4A22|cytochrome",-5.48189999047067,"down"
"48041",-5.48065036783533,0.875829781006359,53.4322763475353,2.67662851452345e-13,1.56724629410892e-08,"CYP4F35P",9606,284233,"NULL","18","18p11.21","cytochrome P450, family 4, subfamily F, polypeptide 35, pseudogene","pseudo","CYP4F35P","cytochrome P450, family 4, subfamily F, polypeptide 35, pseudogene","O","NULL",-5.48065036783533,"down"
"38169",-5.41854660785323,2.43077088311192,60.7046246711019,6.6314169443657e-15,3.8838882759761e-10,"RP11-394O4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.41854660785323,"down"
"50255",-5.3436618370271,-0.415795240675301,46.673185303677,8.38687993070028e-12,4.90926016743541e-07,"AMY2A",9606,279,"NULL","1","1p21","amylase, alpha 2A (pancreatic)","protein-coding","AMY2A","amylase, alpha 2A (pancreatic)","O","1,4-alpha-D-glucan glucanohydrolase|alph",-5.3436618370271,"down"
"55536",-5.30564332447129,-0.0884515804943746,32.3015345999322,1.32009037613344e-08,0.000771209998640914,"RP11-100M12.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.30564332447129,"down"
"56598",-5.27742378623958,-1.19617283673815,38.4097008706984,5.73466234915258e-10,3.35489216750124e-05,"RP11-178L8.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.27742378623958,"down"
"14796",-5.26879466979171,-1.20254566045789,33.480404377901,7.19856086814635e-09,0.000420712691377945,"RP11-109P14.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.26879466979171,"down"
"55420",-5.22147237308108,-2.19552747956744,35.64097597089,2.37244334909717e-09,0.000138733369725155,"AC138647.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.22147237308108,"down"
"45320",-5.18459520898257,2.09440774343729,33.1179752394083,8.67331798153894e-09,0.000506851356205172,"FAM153A",9606,285596,"NULL","5","5q35.3","family with sequence similarity 153, member A","protein-coding","FAM153A","family with sequence similarity 153, member A","O","NY REN 7 antigen|protein FAM153A|renal c",-5.18459520898257,"down"
"17518",-5.17056042665869,-0.747504124012904,36.8250329918791,1.29220345467546e-09,7.55783956570582e-05,"KRT14",9606,3861,"NULL","17","17q12-q21","keratin 14","protein-coding","KRT14","keratin 14","O","CK-14|cytokeratin 14|cytokeratin-14|kera",-5.17056042665869,"down"
"8964",-5.15041663960724,-0.933568447801798,32.1591239365759,1.42048046316333e-08,0.000829830481775386,"KRT6A",9606,3853,"NULL","12","12q13.13","keratin 6A","protein-coding","KRT6A","keratin 6A","O","cytokeratin 6A|cytokeratin 6C|cytokerati",-5.15041663960724,"down"
"49755",-5.03654081620817,-1.9713600920768,36.7780411525761,1.32372865446946e-09,7.74209178139554e-05,"PGC",9606,5225,"RP11-298J23.1","6","6p21.1","progastricsin (pepsinogen C)","protein-coding","PGC","progastricsin (pepsinogen C)","O","gastricsin|pepsin C|pepsinogen C|pepsino",-5.03654081620817,"down"
"57465",-5.02323200739313,-0.875688879059332,33.8368356002624,5.99332673734236e-09,0.000350327927777873,"RP4-548D19.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.02323200739313,"down"
"18433",-5.02220718386375,-1.68336060031929,37.848371543374,7.64621820064978e-10,4.47288472301611e-05,"PRSS56",9606,646960,"NULL","2","2q37.1","protease, serine, 56","protein-coding","PRSS56","protease, serine, 56","O","putative serine protease 56|serine prote",-5.02220718386375,"down"
"51961",-5.01660379095584,-1.42353789814333,35.9564806374767,2.0177415384514e-09,0.000117997525168638,"RP3-333A15.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.01660379095584,"down"
"33314",-4.9713466431441,0.20468923067928,43.3267396512489,4.63209992499606e-11,2.71093648110395e-06,"LCN10",9606,414332,"RP11-216L13.3","9","9q34.3","lipocalin 10","protein-coding","LCN10","lipocalin 10","O","epididymal-specific lipocalin-10",-4.9713466431441,"down"
"47699",-4.9180872111835,1.08407203099569,43.3195168775642,4.64922989663417e-11,2.72091530470618e-06,"MEG9",9606,100507257,"NULL","14","NULL","maternally expressed 9 (non-protein coding)","miscRNA","MEG9","maternally expressed 9 (non-protein coding)","O","NULL",-4.9180872111835,"down"
"24080",-4.84221251952734,-1.79875988797429,34.1110685361231,5.20543280641449e-09,0.000304293985564572,"NMRK2",9606,27231,"NULL","19","19p13.3","nicotinamide riboside kinase 2","protein-coding","NMRK2","nicotinamide riboside kinase 2","O","NRK 2|RNK 2|integrin beta 1 binding prot",-4.84221251952734,"down"
"49493",-4.81242858576865,-1.84218546394862,36.7639947404523,1.33330056201187e-09,7.7979416669826e-05,"RP11-429A20.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.81242858576865,"down"
"3545",-4.76558071597072,-2.17268054429136,34.1223408455401,5.17536569235844e-09,0.00030254152764389,"RP11-461L13.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.76558071597072,"down"
"20994",-4.72358132402518,2.06194424582968,49.5894886958109,1.89526421658922e-12,1.10952557767566e-07,"FGF17",9606,8822,"UNQ161/PRO187","8","8p21","fibroblast growth factor 17","protein-coding","FGF17","fibroblast growth factor 17","O","FGF-17",-4.72358132402518,"down"
"14385",-4.70549707483223,4.65356553012776,39.3038911277621,3.62717767521587e-10,2.12215284243855e-05,"LCNL1",9606,401562,"NULL","9","9q34.3","lipocalin-like 1","protein-coding","LCNL1","lipocalin-like 1","O","lipocalin-like 1 protein",-4.70549707483223,"down"
"29556",-4.70532441559874,-0.252972874553848,32.085779151399,1.47513159513553e-08,0.000861727623930321,"KISS1R",9606,84634,"NULL","19","19p13.3","KISS1 receptor","protein-coding","KISS1R","KISS1 receptor","O","G protein-coupled receptor 54|G-protein ",-4.70532441559874,"down"
"47695",-4.69496288721648,7.8311497221262,49.5292383152254,1.95437205219004e-12,1.14408939935205e-07,"MEG3",9606,55384,"NULL","14","14q32","maternally expressed 3 (non-protein coding)","miscRNA","MEG3","maternally expressed 3 (non-protein coding)","O","NULL",-4.69496288721648,"down"
"4442",-4.58895809622921,-2.30356468882999,31.8933793642478,1.62871345575353e-08,0.000951364103774755,"CTRB1",9606,1504,"NULL","16","16q23.1","chymotrypsinogen B1","protein-coding","CTRB1","chymotrypsinogen B1","O","chymotrypsinogen B",-4.58895809622921,"down"
"35012",-4.58696894983996,-1.58186870281463,39.045779830337,4.13983051667089e-10,2.42204924208347e-05,"CTC-1337H24.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.58696894983996,"down"
"36723",-4.49319388320194,1.33981353319798,52.5588503067494,4.17546861488721e-13,2.44482038338876e-08,"LINC00202-1",9606,387644,"NULL","10","10p12.1","long intergenic non-protein coding RNA 202-1","miscRNA","LINC00202-1","long intergenic non-protein coding RNA 202-1","O","NULL",-4.49319388320194,"down"
"34203",-4.48027866233069,-1.87015488500576,35.7329819053106,2.26300172468665e-09,0.000132335814856226,"RP11-175B9.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.48027866233069,"down"
"47949",-4.46501269017434,2.38459262053913,36.0177147126029,1.9553179411956e-09,0.00011434894851906,"PAK6",9606,56924,"NULL","15","15q14","p21 protein (Cdc42/Rac)-activated kinase 6","protein-coding","PAK6","p21 protein (Cdc42/Rac)-activated kinase 6","O","p21(CDKN1A)-activated kinase 6|serine/th",-4.46501269017434,"down"
"26822",-4.45833188716369,-2.11855662775468,33.7034635986872,6.41863015843644e-09,0.000375156095500293,"TPO",9606,7173,"NULL","2","2p25","thyroid peroxidase","protein-coding","TPO","thyroid peroxidase","O","thyroid microsomal antigen|thyroperoxida",-4.45833188716369,"down"
"31193",-4.45547433459934,-2.11772386658242,32.253542850262,1.3531014049881e-08,0.00079048184079405,"RP11-499A10.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.45547433459934,"down"
"46663",-4.4487510883309,-1.21029995149976,43.4176109946961,4.42190494253478e-11,2.58796408666791e-06,"PRB2",9606,653247,"NULL","12","12p13.2","proline-rich protein BstNI subfamily 2","protein-coding","PRB2","proline-rich protein BstNI subfamily 2","O","Basic proline-rich peptide P-E|basic sal",-4.4487510883309,"down"
"34136",-4.44056320816159,-1.89514724548857,34.7202328812058,3.80654767925263e-09,0.000222561229710543,"SFTPB",9606,6439,"NULL","2","2p12-p11.2","surfactant protein B","protein-coding","SFTPB","surfactant protein B","O","18 kDa pulmonary-surfactant protein|6 kD",-4.44056320816159,"down"
"33088",-4.43846923668471,1.22786118434935,50.3645943116425,1.27677051299252e-12,7.47510832241729e-08,"FTCD",9606,10841,"NULL","21","21q22.3","formiminotransferase cyclodeaminase","protein-coding","FTCD","formiminotransferase cyclodeaminase","O","formimidoyltransferase cyclodeaminase|fo",-4.43846923668471,"down"
"20966",-4.43653057308557,-1.53281924237083,34.3124812084989,4.69361989647179e-09,0.000274389019147741,"RP11-454P21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.43653057308557,"down"
"47293",-4.40364149541448,-1.24077776708964,37.4131989576516,9.55731397117175e-10,5.59055080743692e-05,"RP5-827C21.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.40364149541448,"down"
"24426",-4.36354925648712,-0.643888663201108,42.3024457095127,7.81947136278382e-11,4.57595464150109e-06,"LINC01574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.36354925648712,"down"
"48124",-4.35916578828248,-0.768175960352892,31.8109605477063,1.69931087961652e-08,0.000992584477892808,"CKM",9606,1158,"NULL","19","19q13.32","creatine kinase, muscle","protein-coding","CKM","creatine kinase, muscle","O","creatine kinase M chain|creatine kinase ",-4.35916578828248,"down"
"53966",-4.34274463709832,2.60436701430533,33.7545380832597,6.25230215304911e-09,0.00036544706084572,"AC058791.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.34274463709832,"down"
"40837",-4.33913447248748,-2.20988195444048,32.6827509589004,1.08495779331411e-08,0.000633951688211369,"RP11-167N5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.33913447248748,"down"
"17396",-4.31120673757755,3.926545870824,32.4503622998839,1.22276157332675e-08,0.000714386221600422,"FEZF2",9606,55079,"FKSG36","3","3p14.2","FEZ family zinc finger 2","protein-coding","FEZF2","FEZ family zinc finger 2","O","fez family zinc finger protein 2|forebra",-4.31120673757755,"down"
"42126",-4.30609331802768,5.56341646405417,44.621870160573,2.39006920216862e-11,1.39888360333727e-06,"VWA5B2",9606,90113,"NULL","3","3q27.1","von Willebrand factor A domain containing 5B2","protein-coding","VWA5B2","von Willebrand factor A domain containing 5B2","O","von Willebrand factor A domain-containin",-4.30609331802768,"down"
"10453",-4.28343936306325,3.26438279597305,66.4339437888544,3.61817590178566e-16,2.11931035271193e-11,"TNFRSF25",9606,8718,"RP4-650H14.2","1","1p36.2","tumor necrosis factor receptor superfamily, member 25","protein-coding","TNFRSF25","tumor necrosis factor receptor superfamily, member 25","O","apoptosis inducing receptor|apoptosis-in",-4.28343936306325,"down"
"36069",-4.2823442219948,2.08554384889146,33.5463896037793,6.95844172679456e-09,0.000406686126722508,"FABP6",9606,2172,"NULL","5","5q33.3-q34","fatty acid binding protein 6, ileal","protein-coding","FABP6","fatty acid binding protein 6, ileal","O","GT|gastrotropin|ileal bile acid binding ",-4.2823442219948,"down"
"53624",-4.24604391970169,0.608699410261198,39.9451228801574,2.61198937732088e-10,1.52830110456422e-05,"MIR143HG",9606,728264,"NULL","5","5q32","MIR143 host gene (non-protein coding)","miscRNA","MIR143HG","MIR143 host gene (non-protein coding)","O","NULL",-4.24604391970169,"down"
"28911",-4.23513226143282,-1.53314459538227,34.552781054415,4.14848418697433e-09,0.000242549424959828,"MYL7",9606,58498,"NULL","7","7p21-p11.2","myosin, light chain 7, regulatory","protein-coding","MYL7","myosin, light chain 7, regulatory","O","MLC-2a|MLC2a|myosin light chain 2a|myosi",-4.23513226143282,"down"
"40269",-4.23512822244728,3.15123450094347,54.5829908821116,1.49019853103784e-13,8.72630455805135e-09,"PDIA2",9606,64714,"LA16c-314G4.2","16","16p13.3","protein disulfide isomerase family A, member 2","protein-coding","PDIA2","protein disulfide isomerase family A, member 2","O","Rho GDP dissociation inhibitor gamma|pan",-4.23512822244728,"down"
"22854",-4.20746653582848,-0.347130120087058,35.760345802391,2.23143827871125e-09,0.000130492279100755,"NUPR1L",9606,389493,"NULL","7","7p11.2","nuclear protein, transcriptional regulator, 1-like","protein-coding","NUPR1L","nuclear protein, transcriptional regulator, 1-like","O","nuclear transcriptional regulator 1-like",-4.20746653582848,"down"
"25793",-4.19100346813442,0.333185626386726,56.3881398054861,5.94881115999746e-14,3.48356432718291e-09,"LKAAEAR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.19100346813442,"down"
"56085",-4.17014429215912,1.63411216045431,52.0234987390631,5.4840399698128e-13,3.21096024272509e-08,"RP11-889L3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.17014429215912,"down"
"44316",-4.16821220661984,0.961181246688326,32.0591573104825,1.49548501476134e-08,0.000873587571372839,"FER1L4",9606,80307,"RP3-477O4.7","20","20q11.22","fer-1-like 4 (C. elegans) pseudogene","pseudo","FER1L4","fer-1-like 4 (C. elegans) pseudogene","O","NULL",-4.16821220661984,"down"
"14587",-4.16653813057159,-1.20529511493926,38.9669620998917,4.31038768716899e-10,2.52179231637822e-05,"EVPL",9606,2125,"NULL","17","17q25","envoplakin","protein-coding","EVPL","envoplakin","O","210 kDa cornified envelope precursor pro",-4.16653813057159,"down"
"56815",-4.15540958268115,0.380597114815907,40.8535517639592,1.64074788310129e-10,9.60050808839059e-06,"ACTA1",9606,58,"RP5-1068B5.2","1","1q42.13","actin, alpha 1, skeletal muscle","protein-coding","ACTA1","actin, alpha 1, skeletal muscle","O","actin, alpha skeletal muscle|nemaline my",-4.15540958268115,"down"
"1458",-4.14993871200715,2.38556848982112,57.4152409544042,3.5286234469683e-14,2.06636189054463e-09,"ANKRD19P",9606,138649,"RP11-526D8.10-001","9","9q22.31","ankyrin repeat domain 19, pseudogene","pseudo","ANKRD19P","ankyrin repeat domain 19, pseudogene","O","NULL",-4.14993871200715,"down"
"27278",-4.10868419973664,-0.537471875683452,39.56195834806,3.17814317758484e-10,1.85949979177312e-05,"RP11-407G23.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.10868419973664,"down"
"54671",-4.06845436741759,-0.804334218184783,33.6886650159206,6.46764575122767e-09,0.000378014491222004,"SNHG24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.06845436741759,"down"
"19075",-4.06712441529198,-0.992205579714514,37.5001355435616,9.14066316993825e-10,5.34692232788708e-05,"RP11-283I3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.06712441529198,"down"
"54321",-4.04762262568943,-1.81617633661918,32.4061023388401,1.25093033219248e-08,0.000730831027976815,"RP11-317N8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.04762262568943,"down"
"48585",-4.04624453251104,-1.54056986855493,33.3196660141249,7.81879383421508e-09,0.000456953768053032,"GYG2P1",9606,352887,"NULL","Y","Yq11.21","glycogenin 2 pseudogene 1","pseudo","GYG2P1","glycogenin 2 pseudogene 1","O","NULL",-4.04624453251104,"down"
"11564",-4.04602155079067,3.90716722943181,36.5826587024688,1.46327696441587e-09,8.55797532638621e-05,"PLIN4",9606,729359,"NULL","19","19p13.3","perilipin 4","protein-coding","PLIN4","perilipin 4","O","adipocyte protein S3-12|perilipin-4",-4.04602155079067,"down"
"33902",-4.03816506296884,0.400890814017668,44.0059887976133,3.27372682528961e-11,1.91601409903725e-06,"ZNF286A",9606,57335,"NULL","17","17p11.2","zinc finger protein 286A","protein-coding","ZNF286A","zinc finger protein 286A","O","zinc finger protein 286|zinc finger prot",-4.03816506296884,"down"
"58536",-4.02728412781313,2.11611341250588,46.1057833992071,1.12037236819632e-11,6.55798762000034e-07,"KIAA1875",9606,340390,"NULL","8","8q24.3","KIAA1875","miscRNA","KIAA1875","KIAA1875","O","NULL",-4.02728412781313,"down"
"3655",-4.02176770982902,4.23235420316632,42.3786359657597,7.52070808104597e-11,4.40119357610891e-06,"AC005944.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.02176770982902,"down"
"35455",-3.98672974059255,6.5125927552014,54.1718239893244,1.83702192142288e-13,1.07568655630838e-08,"CCDC85B",9606,11007,"NULL","11","11q12.1","coiled-coil domain containing 85B","protein-coding","CCDC85B","coiled-coil domain containing 85B","O","coiled-coil domain-containing protein 85",-3.98672974059255,"down"
"29325",-3.97016185519347,2.6720673996199,32.5285553867828,1.17454012186926e-08,0.000686248557004552,"CDR1",9606,1038,"RP1-177G6.1","X","Xq27.1-q27.2","cerebellar degeneration-related protein 1, 34kDa","protein-coding","CDR1","cerebellar degeneration-related protein 1, 34kDa","O","cerebellar degeneration-related antigen ",-3.97016185519347,"down"
