"","target","p","padj"
"Enzyme Inhibitors","Enzyme Inhibitors",0.432,1
"Coccidiostats","Coccidiostats",0.435,1
"Calcineurin Inhibitors","Calcineurin Inhibitors",0.45,1
"Antitubercular Agents","Antitubercular Agents",0.456,1
"Cytochrome P-450 CYP2C9 Inhibitors","Cytochrome P-450 CYP2C9 Inhibitors",0.456,1
"Cytochrome P-450 CYP2D6 Inhibitors","Cytochrome P-450 CYP2D6 Inhibitors",0.456,1
"Cytochrome P-450 CYP3A Inhibitors","Cytochrome P-450 CYP3A Inhibitors",0.456,1
"Potassium Channel Blockers","Potassium Channel Blockers",0.456,1
"Antidepressive Agents","Antidepressive Agents",0.464,1
"Anticonvulsants","Anticonvulsants",0.48,1
"Bone Density Conservation Agents","Bone Density Conservation Agents",0.484,1
"Selective Estrogen Receptor Modulators","Selective Estrogen Receptor Modulators",0.484,1
"Anti-HIV Agents","Anti-HIV Agents",0.487,1
"Antihypertensive Agents","Antihypertensive Agents",0.501,1
"Antimetabolites, Antineoplastic","Antimetabolites, Antineoplastic",0.502,1
"Myeloablative Agonists","Myeloablative Agonists",0.536,1
"Bronchodilator Agents","Bronchodilator Agents",0.539,1
"Neuroprotective Agents","Neuroprotective Agents",0.54,1
"Cytochrome P-450 CYP1A2 Inhibitors","Cytochrome P-450 CYP1A2 Inhibitors",0.563,1
"Anticestodal Agents","Anticestodal Agents",0.567,1
"Dopamine Antagonists","Dopamine Antagonists",0.571,1
"Teratogens","Teratogens",0.584,1
"Topoisomerase II Inhibitors","Topoisomerase II Inhibitors",0.584,1
"Adjuvants, Immunologic","Adjuvants, Immunologic",0.587,1
"Serotonin Antagonists","Serotonin Antagonists",0.595,1
"Diuretics","Diuretics",0.607,1
"Sodium Chloride Symporter Inhibitors","Sodium Chloride Symporter Inhibitors",0.607,1
"Antinematodal Agents","Antinematodal Agents",0.616,1
"Glucocorticoids","Glucocorticoids",0.62,1
"Indicators and Reagents","Indicators and Reagents",0.622,1
"Antidepressive Agents, Second-Generation","Antidepressive Agents, Second-Generation",0.627,1
"Hypoglycemic Agents","Hypoglycemic Agents",0.641,1
"Anti-Allergic Agents","Anti-Allergic Agents",0.642,1
"Adrenergic Uptake Inhibitors","Adrenergic Uptake Inhibitors",0.651,1
"Vasodilator Agents","Vasodilator Agents",0.657,1
"Analgesics","Analgesics",0.67,1
"Narcotic Antagonists","Narcotic Antagonists",0.671,1
"Hydroxymethylglutaryl-CoA Reductase Inhibitors","Hydroxymethylglutaryl-CoA Reductase Inhibitors",0.687,1
"Progestins","Progestins",0.69,1
"Antineoplastic Agents, Hormonal","Antineoplastic Agents, Hormonal",0.694,1
"Anti-Inflammatory Agents","Anti-Inflammatory Agents",0.695,1
"Anthelmintics","Anthelmintics",0.696,1
"Insecticides","Insecticides",0.696,1
"Anti-Anxiety Agents","Anti-Anxiety Agents",0.729,1
"Gastrointestinal Agents","Gastrointestinal Agents",0.745,1
"Antioxidants","Antioxidants",0.748,1
"Coloring Agents","Coloring Agents",0.755,1
"Antimetabolites","Antimetabolites",0.788,1
"Reverse Transcriptase Inhibitors","Reverse Transcriptase Inhibitors",0.788,1
"Anti-Bacterial Agents","Anti-Bacterial Agents",0.789,1
"Anticholesteremic Agents","Anticholesteremic Agents",0.792,1
"Anti-Inflammatory Agents, Non-Steroidal","Anti-Inflammatory Agents, Non-Steroidal",0.816,1
"Antiparasitic Agents","Antiparasitic Agents",0.822,1
"Antirheumatic Agents","Antirheumatic Agents",0.829,1
"Cholinesterase Inhibitors","Cholinesterase Inhibitors",0.848,1
"Nootropic Agents","Nootropic Agents",0.848,1
"Phosphodiesterase 5 Inhibitors","Phosphodiesterase 5 Inhibitors",0.853,1
"Urological Agents","Urological Agents",0.853,1
"Antipsychotic Agents","Antipsychotic Agents",0.855,1
"GABA Antagonists","GABA Antagonists",0.876,1
"Histamine H1 Antagonists, Non-Sedating","Histamine H1 Antagonists, Non-Sedating",0.907,1
"Cardiotonic Agents","Cardiotonic Agents",0.92,1
"Tubulin Modulators","Tubulin Modulators",0.922,1
"Contraceptives, Oral, Synthetic","Contraceptives, Oral, Synthetic",0.926,1
"Antipruritics","Antipruritics",0.928,1
"Antiemetics","Antiemetics",0.938,1
"Intercalating Agents","Intercalating Agents",0.957,1
"Trypanocidal Agents","Trypanocidal Agents",0.964,1
