"","log2FoldChange","logCPM","LR","pvalue","padj","Symbol","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","value","up_down"
"17384",-5.5478044598439,-2.55546784783343,99.3529298010487,2.11285063834484e-23,1.23360897370402e-18,"CLPS",9606,1208,"NULL","6","6p21.31","colipase, pancreatic","protein-coding","CLPS","colipase, pancreatic","O","colipase|pancreatic colipase preproprote",-5.5478044598439,"down"
"5239",-5.44903152367055,-2.35194644220845,36.9573222666076,1.20743395147645e-09,6.78239799223351e-05,"PNLIP",9606,5406,"RP11-33D13.1","10","10q26.1","pancreatic lipase","protein-coding","PNLIP","pancreatic lipase","O","pancreatic triacylglycerol lipase|triacy",-5.44903152367055,"down"
"13681",-5.28650104515568,-3.3519092382761,254.446273928516,2.78705340996476e-57,1.63240505275046e-52,"RP11-327J17.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.28650104515568,"down"
"2578",-5.27937896607279,-3.81779109119471,46.882054330097,7.53898894695383e-12,4.30506424826851e-07,"TUBB8P10",9606,391171,"NULL","1","1q42.13","tubulin, beta 8 class VIII pseudogene 10","pseudo","TUBB8P10","tubulin, beta 8 class VIII pseudogene 10","O","NULL",-5.27937896607279,"down"
"54242",-5.2708966989291,-2.49320301390105,197.355938383237,7.88576980132483e-45,4.6171970763737e-40,"CTC-304I17.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.2708966989291,"down"
"57146",-5.27039276531899,-2.39634580645829,72.7170335915548,1.49637002148914e-17,8.69316163984118e-13,"MYH2",9606,4620,"NULL","17","17p13.1","myosin, heavy chain 2, skeletal muscle, adult","protein-coding","MYH2","myosin, heavy chain 2, skeletal muscle, adult","O","fast 2a myosin heavy chain|myosin heavy ",-5.27039276531899,"down"
"44336",-5.26853949242024,-2.71536655303356,184.007898483845,6.46227452721798e-42,3.78320937646922e-37,"C11orf16",9606,56673,"NULL","11","11p15.3","chromosome 11 open reading frame 16","protein-coding","C11orf16","chromosome 11 open reading frame 16","O","uncharacterized protein C11orf16",-5.26853949242024,"down"
"2437",-5.23588061250972,-2.55257544002268,35.3214731189476,2.79533033609707e-09,0.000156449048250681,"REG1A",9606,5967,"NULL","2","2p12","regenerating islet-derived 1 alpha","protein-coding","REG1A","regenerating islet-derived 1 alpha","O","REG-1-alpha|islet cells regeneration fac",-5.23588061250972,"down"
"16208",-5.20513602604226,-1.91346988369422,97.5110651773779,5.35561496634449e-23,3.12623312430427e-18,"KRT2",9606,3849,"NULL","12","12q13.13","keratin 2","protein-coding","KRT2","keratin 2","O","cytokeratin-2e|epithelial keratin-2e|ker",-5.20513602604226,"down"
"46052",-5.19427635618732,-3.14110863475279,81.7531089135103,1.54193843022875e-19,8.97824489769296e-15,"LIPF",9606,8513,"RP11-186O14.1","10","10q23.31","lipase, gastric","protein-coding","LIPF","lipase, gastric","O","gastric lipase|gastric triacylglycerol l",-5.19427635618732,"down"
"46211",-5.13347002190428,-3.87875853766581,132.170624227012,1.37296761162813e-30,8.03048756041295e-26,"RP11-31I22.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.13347002190428,"down"
"53584",-5.04555246194266,-1.87690636210831,56.637223128997,5.24102880234277e-14,3.02024766792607e-09,"TUBA4B",9606,80086,"NULL","2","2q35","tubulin, alpha 4b (pseudogene)","pseudo","TUBA4B","tubulin, alpha 4b (pseudogene)","O","putative tubulin-like protein alpha-4B",-5.04555246194266,"down"
"10701",-5.01433168231096,-3.62755486116552,170.097724597597,7.04405106840071e-39,4.12302397135631e-34,"PAGE4",9606,9506,"JM27","X","Xp11.23","P antigen family, member 4 (prostate associated)","protein-coding","PAGE4","P antigen family, member 4 (prostate associated)","O","G antigen, family C, 1|P antigen family ",-5.01433168231096,"down"
"29727",-4.98472662190531,-3.7946854573007,122.530265605835,1.76699142706402e-28,1.03335425646131e-23,"MED28P8",9606,101060144,"NULL","1","NULL","mediator complex subunit 28 pseudogene 8","pseudo","MED28P8","mediator complex subunit 28 pseudogene 8","O","NULL",-4.98472662190531,"down"
"27673",-4.96937728944769,-0.602491934667432,61.5047719773734,4.41671417526196e-15,2.55281662615966e-10,"DNAH3",9606,55567,"NULL","16","16p12.3","dynein, axonemal, heavy chain 3","protein-coding","DNAH3","dynein, axonemal, heavy chain 3","O","axonemal beta dynein heavy chain 3|axone",-4.96937728944769,"down"
"33968",-4.88187548899512,-4.09600002097328,62.6237131616962,2.50222500060548e-15,1.44703671785015e-10,"RP11-175I6.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.88187548899512,"down"
"19610",-4.87767604136233,0.193852072069599,65.8092509572716,4.96745249605684e-16,2.87779425454061e-11,"LPAR3",9606,23566,"NULL","1","1p22.3","lysophosphatidic acid receptor 3","protein-coding","LPAR3","lysophosphatidic acid receptor 3","O","LPA receptor 3|LPA receptor EDG7|LPA-3|c",-4.87767604136233,"down"
"52225",-4.82298588242817,-2.23019658373345,122.166304217931,2.12277258875169e-28,1.2413761821761e-23,"TMEM108-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.82298588242817,"down"
"12552",-4.80928861186582,-1.24015711070416,335.13066228075,7.3341187627717e-75,4.2961800888564e-70,"RP11-236L14.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.80928861186582,"down"
"26603",-4.76688977296101,-0.633950320923704,60.9786284293443,5.76977691594002e-15,3.33406559087594e-10,"SIX3-AS1",9606,100506108,"NULL","2","NULL","SIX3 antisense RNA 1","miscRNA","SIX3-AS1","SIX3 antisense RNA 1","O","NULL",-4.76688977296101,"down"
"21136",-4.75486944854934,-2.92167968845817,91.0590206456524,1.39449980594078e-21,8.13258341826603e-17,"CLPSL1",9606,340204,"NULL","6","6p21.31","colipase-like 1","protein-coding","CLPSL1","colipase-like 1","O","colipase-like protein 1|colipase-like pr",-4.75486944854934,"down"
"26924",-4.6998701092878,-2.30718355562551,74.4245795352842,6.29997077421244e-18,3.66116501572582e-13,"AC104809.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6998701092878,"down"
"39842",-4.67957838548412,-2.71024480808455,136.78450666501,1.34407775255095e-31,7.86272044464781e-27,"TNNI1",9606,7135,"NULL","1","1q31.3","troponin I type 1 (skeletal, slow)","protein-coding","TNNI1","troponin I type 1 (skeletal, slow)","O","troponin I, slow skeletal muscle|troponi",-4.67957838548412,"down"
"45661",-4.64577191993233,-4.05203817110047,32.0268772707272,1.52054204806114e-08,0.000843292619854707,"HSPC047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.64577191993233,"down"
"7499",-4.62691671182986,2.56970015606674,132.667374306893,1.06902940132007e-30,6.25296677420133e-26,"C9orf117",9606,286207,"RP11-56D16.5","9","9q34.11","chromosome 9 open reading frame 117","protein-coding","C9orf117","chromosome 9 open reading frame 117","O","uncharacterized protein C9orf117",-4.62691671182986,"down"
"28251",-4.62394430446993,0.816786083910717,152.398818353391,5.18396320190954e-35,3.03339606759737e-30,"SPAG6",9606,9576,"RP11-301N24.4","10","10p12.2","sperm associated antigen 6","protein-coding","SPAG6","sperm associated antigen 6","O","axoneme central apparatus protein|protei",-4.62394430446993,"down"
"44995",-4.61645413572438,-2.93110567634431,225.641631180935,5.31947724197158e-51,3.1151922624434e-46,"RP11-327J17.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61645413572438,"down"
"53091",-4.58810980899981,-0.778283047793825,110.973505111201,5.99668085570355e-26,3.50446029207316e-21,"AC004603.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.58810980899981,"down"
"6210",-4.58323854091868,-3.94806190087122,76.7310986816317,1.958941951052e-18,1.13935981757086e-13,"PIP",9606,5304,"NULL","7","7q34","prolactin-induced protein","protein-coding","PIP","prolactin-induced protein","O","SABP|gross cystic disease fluid protein ",-4.58323854091868,"down"
"52077",-4.53709747172929,-2.92528473085465,69.6045891913987,7.24680936952963e-17,4.20568581760652e-12,"RP11-46C24.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.53709747172929,"down"
"35687",-4.5240879644359,-4.1602375460304,87.3593401224839,9.04917907346725e-21,5.27503795729626e-16,"CRCT1",9606,54544,"NULL","1","1q21","cysteine-rich C-terminal 1","protein-coding","CRCT1","cysteine-rich C-terminal 1","O","cysteine-rich C-terminal protein 1|prote",-4.5240879644359,"down"
"7681",-4.4969919378156,2.27374345735619,74.8341664782418,5.11960057815973e-18,2.97576783605534e-13,"KLK7",9606,5650,"NULL","19","19q13.41","kallikrein-related peptidase 7","protein-coding","KLK7","kallikrein-related peptidase 7","O","kallikrein 7 (chymotryptic, stratum corn",-4.4969919378156,"down"
"43427",-4.49273379218553,-3.00350938492814,102.745145206999,3.8115877323828e-24,2.22608158334353e-19,"RP11-373D23.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.49273379218553,"down"
"16209",-4.46733918210608,-0.665311779157127,57.9444991857946,2.69618446733838e-14,1.55540185736284e-09,"KRT1",9606,3848,"NULL","12","12q13.13","keratin 1","protein-coding","KRT1","keratin 1","O","67 kDa cytokeratin|CK-1|cytokeratin 1|cy",-4.46733918210608,"down"
"50329",-4.43291388487563,-3.78919637460606,62.0444498102379,3.357914595454e-15,1.94141190250768e-10,"AC097468.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.43291388487563,"down"
"16310",-4.41385778919757,-0.142501328975624,115.580122697229,5.87373325262042e-27,3.43396067147948e-22,"RP11-522B15.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.41385778919757,"down"
"42665",-4.39286261930032,-3.33583575426008,91.6754354632577,1.02124776877341e-21,5.95673398570153e-17,"RP11-60A8.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.39286261930032,"down"
"13080",-4.3902530448352,-4.16709971468964,48.099019152103,4.05229151276188e-12,2.31742447031826e-07,"WI2-1959D15.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.3902530448352,"down"
"5310",-4.37249002725209,-3.92785530692553,58.3342148868349,2.21164073353873e-14,1.27620516888119e-09,"RP11-697M17.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.37249002725209,"down"
"4442",-4.36858015024443,-2.31700437453892,71.0496380825497,3.48349488095142e-17,2.02276097252206e-12,"CTRB1",9606,1504,"NULL","16","16q23.1","chymotrypsinogen B1","protein-coding","CTRB1","chymotrypsinogen B1","O","chymotrypsinogen B",-4.36858015024443,"down"
"54251",-4.36567206426702,-2.93561389769053,67.4886522606738,2.11903220227519e-16,1.22874201281129e-11,"ATP4B",9606,496,"RP11-230F18.4","13","13q34","ATPase, H+/K+ exchanging, beta polypeptide","protein-coding","ATP4B","ATPase, H+/K+ exchanging, beta polypeptide","O","ATPase, H+/K+ transporting, beta polypep",-4.36567206426702,"down"
"10803",-4.35922921816541,-3.93557523806996,63.7636219551112,1.40280206584476e-15,8.11829611545679e-11,"TCP11X2",9606,100996648,"NULL","X","NULL","t-complex 11 family, X-linked 2","protein-coding","TCP11X2","t-complex 11 family, X-linked 2","O","T-complex protein 11 homolog",-4.35922921816541,"down"
"56815",-4.32086408105027,0.231762111043248,242.819738458143,9.54753627675284e-55,5.59170557120584e-50,"ACTA1",9606,58,"RP5-1068B5.2","1","1q42.13","actin, alpha 1, skeletal muscle","protein-coding","ACTA1","actin, alpha 1, skeletal muscle","O","actin, alpha skeletal muscle|nemaline my",-4.32086408105027,"down"
"30135",-4.2998734546522,-2.24693227058685,65.7834301798768,5.03295950955962e-16,2.91569410307808e-11,"TTC6",9606,319089,"hCG_20713","14","14q21.1","tetratricopeptide repeat domain 6","protein-coding","TTC6","tetratricopeptide repeat domain 6","O","TPR repeat protein 6|tetratricopeptide r",-4.2998734546522,"down"
"52746",-4.28584281515601,-1.06423743230134,79.7014401003798,4.35483130163235e-19,2.53459891417606e-14,"LRRC71",9606,149499,"NULL","1","1q23.1","leucine rich repeat containing 71","protein-coding","LRRC71","leucine rich repeat containing 71","O","leucine-rich repeat-containing protein 7",-4.28584281515601,"down"
"29465",-4.27966297162398,-4.0587742831579,64.645752007565,8.96493642036683e-16,5.1907878367566e-11,"HMGB3P5",9606,645360,"NULL","10","10q25.2","high mobility group box 3 pseudogene 5","pseudo","HMGB3P5","high mobility group box 3 pseudogene 5","O","NULL",-4.27966297162398,"down"
"36724",-4.27799507579032,-3.71971672548892,164.967788303254,9.29707981811395e-38,5.44111596355119e-33,"LINC00202-2",9606,731789,"NULL","10","10p12.1","long intergenic non-protein coding RNA 202-2","miscRNA","LINC00202-2","long intergenic non-protein coding RNA 202-2","O","NULL",-4.27799507579032,"down"
"44157",-4.25253803269873,0.913893256441888,50.7634649364509,1.041952961529e-12,5.974349890815e-08,"SIX3",9606,6496,"NULL","2","2p21","SIX homeobox 3","protein-coding","SIX3","SIX homeobox 3","O","homeobox protein SIX3|sine oculis homeob",-4.25253803269873,"down"
"27989",-4.23634614082982,-3.89997299809378,134.154655789432,5.05411097361307e-31,2.9564527551247e-26,"RP11-3G21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.23634614082982,"down"
"58018",-4.23000504517551,-3.4347069962393,56.708943342022,5.05332041947149e-14,2.91232962414981e-09,"UCMA",9606,221044,"NULL","10","10p13","upper zone of growth plate and cartilage matrix associated","protein-coding","UCMA","upper zone of growth plate and cartilage matrix associated","O","Gla-rich protein|unique cartilage matrix",-4.23000504517551,"down"
"28911",-4.21967481054877,-2.40820080765133,217.323109002919,3.46974607779507e-49,2.03174451331368e-44,"MYL7",9606,58498,"NULL","7","7p21-p11.2","myosin, light chain 7, regulatory","protein-coding","MYL7","myosin, light chain 7, regulatory","O","MLC-2a|MLC2a|myosin light chain 2a|myosi",-4.21967481054877,"down"
"47215",-4.214160214351,-0.506693091784477,79.2850046146753,5.37662489879292e-19,3.12887309360355e-14,"PYDC1",9606,260434,"NULL","16","16p11.2","PYD (pyrin domain) containing 1","protein-coding","PYDC1","PYD (pyrin domain) containing 1","O","PAAD-only protein 1|pyrin domain contain",-4.214160214351,"down"
"4569",-4.2064265476403,-4.19837631251162,70.5843294924153,4.41006233749465e-17,2.56034989127927e-12,"RP11-820I16.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.2064265476403,"down"
"22245",-4.20577509767455,3.02289317029275,113.132273701554,2.01849758501982e-26,1.17981183844408e-21,"SYTL5",9606,94122,"NULL","X","Xp21.1","synaptotagmin-like 5","protein-coding","SYTL5","synaptotagmin-like 5","O","exophilin 9|synaptotagmin-like protein 5",-4.20577509767455,"down"
"30977",-4.20215222611157,-3.88135103634971,65.4268895272823,6.03103530249279e-16,3.49329626790988e-11,"MUC21",9606,394263,"DAAP-223I5.2","6","6p21.32","mucin 21, cell surface associated","protein-coding","MUC21","mucin 21, cell surface associated","O","epiglycanin|mucin-21",-4.20215222611157,"down"
"38169",-4.1601981497654,1.47531141577093,245.105302980167,3.03088370629996e-55,1.77518858677988e-50,"RP11-394O4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.1601981497654,"down"
"24857",-4.15934432390206,-3.89356511825152,67.1254083445889,2.54773581498061e-16,1.47710079345131e-11,"LINC01267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.15934432390206,"down"
"50266",-4.15679401659694,-3.75528310321096,56.1478332333362,6.72216410331939e-14,3.87257151828127e-09,"PNLIPRP2",9606,5408,"NULL","10","10q25.3","pancreatic lipase-related protein 2","protein-coding","PNLIPRP2","pancreatic lipase-related protein 2","O","PL-RP2|galactolipase",-4.15679401659694,"down"
"10268",-4.15609785546837,-2.41490924231074,132.306804688309,1.28194301937249e-30,7.49821291461163e-26,"CTD-3076O17.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.15609785546837,"down"
"659",-4.14326992356342,-3.42260262876116,112.679110284869,2.53681137661718e-26,1.48269014529144e-21,"LINC01099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.14326992356342,"down"
"41691",-4.13824232966386,-3.26795139108642,37.0681973441041,1.14069055016853e-09,6.40988240856202e-05,"LINC01330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.13824232966386,"down"
"56239",-4.12294421475821,-3.91838615005275,75.6834242307496,3.32991272587371e-18,1.93621105358653e-13,"RP11-896J10.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.12294421475821,"down"
"2654",-4.12285249697384,-3.64273703431112,160.489828096173,8.84357349760092e-37,5.17517077506108e-32,"C7orf72",9606,100130988,"tcag7.1071","7","7p12.2","chromosome 7 open reading frame 72","protein-coding","C7orf72","chromosome 7 open reading frame 72","O","uncharacterized protein C7orf72",-4.12285249697384,"down"
"45175",-4.11996594486552,-0.503507128163447,112.139916369753,3.32963386793528e-26,1.94593792143742e-21,"GUCA1A",9606,2978,"RP1-139D8.2","6","6p21.1","guanylate cyclase activator 1A (retina)","protein-coding","GUCA1A","guanylate cyclase activator 1A (retina)","O","GCAP 1|cone dystrophy 3|guanylate cyclas",-4.11996594486552,"down"
"18667",-4.11079634074518,-3.39379696880486,40.7604577709305,1.72080078251068e-10,9.74248571026249e-06,"CALML5",9606,51806,"NULL","10","10p15.1","calmodulin-like 5","protein-coding","CALML5","calmodulin-like 5","O","calmodulin-like protein 5|calmodulin-lik",-4.11079634074518,"down"
"10944",-4.09452812686267,-1.3833134698911,42.2299749775073,8.1146670585073e-11,4.60361291563236e-06,"CPA1",9606,1357,"NULL","7","7q32","carboxypeptidase A1 (pancreatic)","protein-coding","CPA1","carboxypeptidase A1 (pancreatic)","O","carboxypeptidase A1|pancreatic carboxype",-4.09452812686267,"down"
"47093",-4.07960725754877,-3.46468447348097,55.5899563746142,8.92786057461259e-14,5.14084067607342e-09,"LGALS7B",9606,653499,"NULL","19","19q13.2","lectin, galactoside-binding, soluble, 7B","protein-coding","LGALS7B","lectin, galactoside-binding, soluble, 7B","O","galectin 7B|galectin-7|galectin-7B|kerat",-4.07960725754877,"down"
"16940",-4.05275404376934,-3.22795938459606,106.218170880743,6.60482394283004e-25,3.85886838859845e-20,"RP11-13E1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.05275404376934,"down"
"51947",-4.03478095370463,-3.81018031653674,105.928316816869,7.64513106015592e-25,4.46651491927489e-20,"KPRP",9606,448834,"NULL","1","1q21.3","keratinocyte proline-rich protein","protein-coding","KPRP","keratinocyte proline-rich protein","O","hKPRP|keratinocyte expressed, proline-ri",-4.03478095370463,"down"
"53371",-4.03324352539709,-0.379511803129869,80.5745168879487,2.79946481749879e-19,1.62959646491422e-14,"RP11-295M3.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.03324352539709,"down"
"6609",-4.03310211859869,-1.82956027319047,150.010708188819,1.72432520803771e-34,1.00891992247494e-29,"RP11-17E3.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.03310211859869,"down"
"50674",-4.02179681773549,-2.36979027741609,141.383607711736,1.32635862660536e-32,7.75959587322934e-28,"ANKRD20A19P",9606,400110,"NULL","13","13q12.12","ankyrin repeat domain 20 family, member A19, pseudogene","pseudo","ANKRD20A19P","ankyrin repeat domain 20 family, member A19, pseudogene","O","NULL",-4.02179681773549,"down"
"20454",-4.01879942485358,0.47227171703084,90.766642381492,1.61655826861139e-21,9.42728285506103e-17,"SFN",9606,2810,"NULL","1","1p36.11","stratifin","protein-coding","SFN","stratifin","O","14-3-3 protein sigma|14-3-3 sigma|epithe",-4.01879942485358,"down"
"26822",-4.00935412633839,-2.56803311669074,118.154145952977,1.6042344040464e-27,9.3797981370189e-23,"TPO",9606,7173,"NULL","2","2p25","thyroid peroxidase","protein-coding","TPO","thyroid peroxidase","O","thyroid microsomal antigen|thyroperoxida",-4.00935412633839,"down"
"39662",-4.00365785816018,-1.20673216282441,89.128926865381,3.69902418510565e-21,2.15664207064215e-16,"CTB-50L17.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.00365785816018,"down"
"31330",-3.99412412638844,-3.37466322996497,149.820109549109,1.89792766165412e-34,1.11047747483382e-29,"RP11-54O15.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.99412412638844,"down"
