"","pert_iname","clinical_phase","moa","target","mean","n","median","sd","sRGES"
"81","entinostat","Phase 3","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC9",-0.797546012269939,1,-0.797546012269939,NA,-0.797546012269939
"174","PF-562271","Phase 1","focal adhesion kinase inhibitor","PTK2|PTK2B",-0.785616905248807,1,-0.785616905248807,NA,-0.785616905248807
"13","amsacrine","Launched","topoisomerase inhibitor","KCNH2|TOP2A",-0.783571915473756,1,-0.783571915473756,NA,-0.783571915473756
"155","norgestimate","Launched","progesterone receptor agonist","ESR1|PGR",-0.783571915473756,1,-0.783571915473756,NA,-0.783571915473756
"206","saclofen","Preclinical","GABA receptor antagonist","GABBR1|GABBR2|KCTD12|KCTD16|KCTD8",-0.78118609406953,1,-0.78118609406953,NA,-0.78118609406953
"120","L-368899","Phase 1","oxytocin receptor antagonist","AVPR1A|AVPR2|OXTR",-0.779822767552829,1,-0.779822767552829,NA,-0.779822767552829
"139","mirtazapine","Launched","adrenergic receptor antagonist|serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD1|DRD2|DRD3|DRD5|HRH1|HRH3|HTR2A|HTR2B|HTR2C|HTR3A|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4",-0.773687798227675,1,-0.773687798227675,NA,-0.773687798227675
"5","AG-14361","Preclinical","PARP inhibitor","PARP1",-0.771301976823449,1,-0.771301976823449,NA,-0.771301976823449
"55","CMPD-1","Preclinical","p38 MAPK inhibitor","GNRHR|MAPK14",-0.765507839127471,1,-0.765507839127471,NA,-0.765507839127471
"98","fenoterol","Withdrawn","adrenergic receptor agonist","ADRB1|ADRB2|ADRB3",-0.76346284935242,1,-0.76346284935242,NA,-0.76346284935242
"163","olvanil","Preclinical","TRPV agonist","CNR1|GPR119|TRPV1",-0.760736196319018,1,-0.760736196319018,NA,-0.760736196319018
"276","zuclopenthixol","Launched","dopamine receptor antagonist","ADRA1A|ADRA2A|DRD1|DRD2|DRD5|HRH1|HTR2A",-0.760054533060668,1,-0.760054533060668,NA,-0.760054533060668
"158","nutlin-3","Preclinical","MDM inhibitor","MDM2|TP53",-0.747273346966599,2,-0.747273346966599,0.108692964660917,-0.747273346966599
"209","SB-216763","Preclinical","glycogen synthase kinase inhibitor","CCNA2|CDK2|GSK3A|GSK3B",-0.740627130197682,1,-0.740627130197682,NA,-0.740627130197682
"95","ezetimibe","Launched","cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist","ANPEP|NPC1L1|SOAT1",-0.739945466939332,1,-0.739945466939332,NA,-0.739945466939332
"240","tosedostat","Phase 2","peptidase inhibitor","ANPEP|LAP3|NPEPPS",-0.724948875255624,1,-0.724948875255624,NA,-0.724948875255624
"61","cytochalasin-b","Phase 2","microtubule inhibitor","ACTB",-0.720177232447171,1,-0.720177232447171,NA,-0.720177232447171
"126","lonidamine","Launched","glucokinase inhibitor","GCK",-0.719154737559646,1,-0.719154737559646,NA,-0.719154737559646
"136","MGCD-265","Preclinical","VEGFR inhibitor","AXL|MET",-0.708134514882981,1,-0.708134514882981,NA,-0.708134514882981
"20","ATPA","Preclinical","glutamate receptor agonist","GRIA2|GRIK1",-0.706543967280164,1,-0.706543967280164,NA,-0.706543967280164
"164","OSI-027","Phase 1","mTOR inhibitor","MTOR",-0.688082254033175,2,-0.688082254033175,0.794752032069816,-0.688082254033175
"205","ryuvidine","Preclinical","histone lysine methyltransferase inhibitor","CDK2|CDK4",-0.680299931833674,1,-0.680299931833674,NA,-0.680299931833674
"161","olaparib","Launched","PARP inhibitor","PARP1|PARP2",-0.674695145042793,3,-0.667234719381958,0.0392202178231659,-0.674695145042793
"62","dabrafenib","Launched","RAF inhibitor","BRAF|LIMK1|NEK11|RAF1|SIK1",-0.666666666666667,1,-0.666666666666667,NA,-0.666666666666667
"54","closantel","Launched","chitinase inhibitor|NFkB pathway inhibitor","",-0.650647580095433,1,-0.650647580095433,NA,-0.650647580095433
"220","stavudine","Launched","DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor","",-0.632242672119973,1,-0.632242672119973,NA,-0.632242672119973
"129","mebendazole","Launched","tubulin polymerization inhibitor","TUBA1A|TUBB|TUBB4B",-0.631220177232447,1,-0.631220177232447,NA,-0.631220177232447
"140","mitomycin-c","Launched","DNA alkylating agent|DNA synthesis inhibitor","",-0.610088616223585,2,-0.610088616223585,0.27811902709246,-0.610088616223585
"63","dacinostat","Phase 1","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9",-0.602931152010907,1,-0.602931152010907,NA,-0.602931152010907
"237","topotecan","Launched","topoisomerase inhibitor","TOP1|TOP1MT",-0.59986366734833,3,-0.548738922972052,0.0969328988321683,-0.59986366734833
"243","trametinib","Launched","MEK inhibitor","MAP2K1|MAP2K2",-0.594751192910702,1,-0.594751192910702,NA,-0.594751192910702
"42","carbenoxolone","Launched","11-beta hydroxysteroid dehydrogenase inhibitor","GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|HSD11B1|PANX1|PANX2|PANX3",-0.592706203135651,1,-0.592706203135651,NA,-0.592706203135651
"48","chenodeoxycholic-acid","Launched","11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist","NR1H4",-0.592706203135651,1,-0.592706203135651,NA,-0.592706203135651
"109","GSK-3-inhibitor-IX","Preclinical","glycogen synthase kinase inhibitor|lipoxygenase inhibitor","GSK3A|GSK3B",-0.592365371506476,1,-0.592365371506476,NA,-0.592365371506476
"219","STAT3-inhibitor-VI","Preclinical","STAT inhibitor","STAT3",-0.592365371506476,1,-0.592365371506476,NA,-0.592365371506476
"1","10-DEBC","Preclinical","AKT inhibitor","PIM1",-0.552147239263804,1,-0.552147239263804,NA,-0.552147239263804
"28","BI-2536","Phase 2","PLK inhibitor","BRD4|PLK1|PLK2|PLK3",-0.543626448534424,1,-0.543626448534424,NA,-0.543626448534424
"192","purmorphamine","Preclinical","smoothened receptor agonist","SMO",-0.531356509884118,2,-0.531356509884118,0.212083833484718,-0.531356509884118
"183","pizotifen","Launched","serotonin receptor antagonist","HTR1A|HTR2A|HTR2C",-0.528970688479891,2,-0.528970688479891,0.0848335333938871,-0.528970688479891
"224","tamoxifen","Launched","estrogen receptor antagonist|selective estrogen receptor modulator (SERM)","EBP|ESR1|ESR2|GPER1|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCI|PRKCQ|PRKCZ",-0.528629856850716,1,-0.528629856850716,NA,-0.528629856850716
"138","mibefradil","Withdrawn","T-type calcium channel blocker","ANO1|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CATSPER1|CATSPER2|CATSPER3|CATSPER4",-0.524539877300613,1,-0.524539877300613,NA,-0.524539877300613
"145","MNITMT","Preclinical","lymphocyte inhibitor","",-0.506475800954329,1,-0.506475800954329,NA,-0.506475800954329
"188","prochlorperazine","Launched","dopamine receptor antagonist","DRD1|DRD2|DRD3|DRD4",-0.496591683708248,1,-0.496591683708248,NA,-0.496591683708248
"135","MG-132","Preclinical","proteasome inhibitor","PSMB1",-0.492274483072029,2,-0.492274483072029,0.25433993061084,-0.492274483072029
"29","bisacodyl","Launched","laxative","",-0.483640081799591,1,-0.483640081799591,NA,-0.483640081799591
"247","triciribine","Phase 1/Phase 2","AKT inhibitor","AKT1|AKT2|AKT3",-0.465235173824131,1,-0.465235173824131,NA,-0.465235173824131
"115","immepip","Preclinical","histamine receptor agonist","HRH3|HRH4",-0.459100204498978,1,-0.459100204498978,NA,-0.459100204498978
"105","gaboxadol","Phase 3","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRD|GABRR1|GABRR2|GABRR3",-0.456032719836401,1,-0.456032719836401,NA,-0.456032719836401
"230","tetrabenazine","Launched","vesicular monoamine transporter inhibitor","DRD2|SLC18A1|SLC18A2",-0.452283571915474,1,-0.452283571915474,NA,-0.452283571915474
"200","rosuvastatin","Launched","HMGCR inhibitor","HMGCR",-0.451601908657123,1,-0.451601908657123,NA,-0.451601908657123
"94","EX-527","Phase 2","SIRT inhibitor","SIRT1",-0.449216087252897,1,-0.449216087252897,NA,-0.449216087252897
"274","zonisamide","Launched","sodium channel blocker|T-type calcium channel blocker","CA1|CA10|CA11|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA8|CA9|CACNA1G|CACNA1H|CACNA1I|MAOA|MAOB|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A",-0.443081117927744,1,-0.443081117927744,NA,-0.443081117927744
"156","nortriptyline","Launched","tricyclic antidepressant","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|KCNJ10|PGRMC1|SIGMAR1|SLC6A2|SLC6A4",-0.442740286298569,1,-0.442740286298569,NA,-0.442740286298569
"111","hydroflumethiazide","Launched","sodium/potassium/chloride transporter inhibitor","ATP1A1|CA1|CA12|CA2|CA4|CA9|KCNMA1|SLC12A1|SLC12A3",-0.43694614860259,1,-0.43694614860259,NA,-0.43694614860259
"184","podophyllotoxin","Launched","microtubule inhibitor|tubulin polymerization inhibitor","IGF1R|TOP2A|TUBA4A|TUBB",-0.410247670983867,1,-0.410247670983867,NA,-0.410247670983867
"229","terfenadine","Withdrawn","histamine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|KCNH1|KCNH2",-0.401499659168371,1,-0.401499659168371,NA,-0.401499659168371
"70","dexamethasone","Launched","glucocorticoid receptor agonist","ANXA1|NOS2|NR0B1|NR3C1|NR3C2",-0.397239263803681,2,-0.397239263803681,0.498638013045319,-0.397239263803681
"236","toltrazuril","Launched","antiprotozoal agent","",-0.392638036809816,1,-0.392638036809816,NA,-0.392638036809816
"268","YM-155","Phase 2","survivin inhibitor","BIRC5",-0.389116109975005,1,-0.389116109975005,NA,-0.389116109975005
"244","tretinoin","Launched","retinoid receptor agonist|retinoid receptor ligand","ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARA|RARB|RARG|RARRES1|RORB|RORC|RXRB|RXRG",-0.384117246080436,1,-0.384117246080436,NA,-0.384117246080436
"12","amoxicillin","Launched","penicillin binding protein inhibitor","CYP2C19|SLC15A1|SLC15A2|SLC22A6",-0.378323108384458,1,-0.378323108384458,NA,-0.378323108384458
"68","desipramine","Launched","tricyclic antidepressant","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A4|SMPD1",-0.376278118609407,1,-0.376278118609407,NA,-0.376278118609407
"252","tyrphostin-AG-1478","Preclinical","EGFR inhibitor","EGFR|MAPK14",-0.375255623721881,2,-0.375255623721881,0.683970362988215,-0.375255623721881
"83","enzastaurin","Phase 3","PKC inhibitor","AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG",-0.358479133530258,3,-0.310497614178596,0.520577223862644,-0.358479133530258
"255","UCL-2077","Preclinical","slow afterhyperpolarization channel blocker","",-0.356509884117246,1,-0.356509884117246,NA,-0.356509884117246
"92","everolimus","Launched","mTOR inhibitor","MTOR",-0.343558282208589,1,-0.343558282208589,NA,-0.343558282208589
"222","tacrolimus","Launched","calcineurin inhibitor","FKBP1A",-0.32719836400818,2,-0.32719836400818,0.721567042560506,-0.32719836400818
"176","phenacetin","Withdrawn","cyclooxygenase inhibitor","PTGS1",-0.322767552828902,1,-0.322767552828902,NA,-0.322767552828902
"150","neratinib","Phase 3","EGFR inhibitor","EGFR|ERBB2|KDR",-0.322313110656669,1,-0.322313110656669,NA,-0.322313110656669
"104","fostamatinib","Phase 3","SYK inhibitor","RET|SYK",-0.318620768007271,2,-0.318620768007271,0.444492367678387,-0.318620768007271
"253","UB-165","Preclinical","acetylcholine receptor agonist","CHRNA3|CHRNA4|CHRNB2",-0.310497614178596,1,-0.310497614178596,NA,-0.310497614178596
"223","talniflumate","Launched","cyclooxygenase inhibitor","CLCA1",-0.299250170415815,1,-0.299250170415815,NA,-0.299250170415815
"90","ethambutol","Launched","bacterial cell wall synthesis inhibitor","",-0.280163599182004,1,-0.280163599182004,NA,-0.280163599182004
"38","BX-912","Preclinical","pyruvate dehydrogenase kinase inhibitor","CDK2|CHEK1|GSK3B|KDR|PDK1|PDPK1",-0.260906612133606,2,-0.260906612133606,0.678909271507329,-0.260906612133606
"241","tosufloxacin","Launched","bacterial DNA gyrase inhibitor","",-0.25426039536469,1,-0.25426039536469,NA,-0.25426039536469
"248","trifluoperazine","Launched","dopamine receptor antagonist","ADRA1A|CALM1|CALY|DRD2|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1",-0.251533742331288,2,-0.251533742331288,0.327765924476382,-0.251533742331288
"73","dipyridamole","Launched","phosphodiesterase inhibitor","ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1",-0.250511247443763,1,-0.250511247443763,NA,-0.250511247443763
"197","quercetin","Launched","polar auxin transport inhibitor","ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIK3CG|PIM1|STK17B|UGT3A1",-0.233356055441945,3,-0.092706203135651,0.497421003176916,-0.233356055441945
"272","ZM-336372","Preclinical","RAF inhibitor","BRAF|LCK|MAPK14|RAF1",-0.229720518064076,2,-0.229720518064076,0.707106781186548,-0.229720518064076
"217","SKF-83566","Preclinical","dopamine receptor antagonist","DRD1|DRD5",-0.228357191547376,1,-0.228357191547376,NA,-0.228357191547376
"233","thiotepa","Launched","cytochrome P450 inhibitor","CYP2B6|CYP3A4",-0.221540558963872,1,-0.221540558963872,NA,-0.221540558963872
"19","atovaquone","Launched","mitochondrial electron transport inhibitor","DHODH",-0.219495569188821,1,-0.219495569188821,NA,-0.219495569188821
"146","mometasone","Launched","glucocorticoid receptor agonist","NR3C1",-0.203817314246762,1,-0.203817314246762,NA,-0.203817314246762
"119","KI-8751","Preclinical","KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","KDR",-0.201090661213361,1,-0.201090661213361,NA,-0.201090661213361
"137","mianserin","Launched","serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD5|HRH1|HRH2|HRH4|HTR1A|HTR1F|HTR2A|HTR2B|HTR2C|HTR6|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4",-0.188820722563054,1,-0.188820722563054,NA,-0.188820722563054
"196","pyrvinium-pamoate","Launched","androgen receptor antagonist","AR",-0.172460804362645,2,-0.172460804362645,0.905212362009772,-0.172460804362645
"41","carbamazepine","Launched","carboxamide antiepileptic","SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A",-0.163258350374915,1,-0.163258350374915,NA,-0.163258350374915
"182","piromidic-acid","Phase 2","bacterial DNA gyrase inhibitor","",-0.152692569870484,1,-0.152692569870484,NA,-0.152692569870484
"7","AM-404","Preclinical","cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist","CNR1|CNR2|FAAH|TRPV1",-0.136332651670075,1,-0.136332651670075,NA,-0.136332651670075
"153","nitazoxanide","Launched","pyruvate ferredoxin oxidoreductase inhibitor","",-0.134969325153374,1,-0.134969325153374,NA,-0.134969325153374
"132","metformin","Launched","insulin sensitizer","ACACB|PRKAB1",-0.134628493524199,1,-0.134628493524199,NA,-0.134628493524199
"216","sirolimus","Launched","mTOR inhibitor","FGF2|FKBP1A|MTOR",-0.122055593425736,6,-0.0547034764826175,0.409425996485934,-0.122055593425736
"154","norethisterone","Launched","progesterone receptor agonist","PGR",-0.11826857532379,1,-0.11826857532379,NA,-0.11826857532379
"114","ilomastat","Phase 3","matrix metalloprotease inhibitor","ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9",-0.116564417177914,1,-0.116564417177914,NA,-0.116564417177914
"125","lasalocid","Launched","bacterial permeability inducer","",-0.114519427402863,1,-0.114519427402863,NA,-0.114519427402863
"130","mepacrine","Launched","cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator","PLA2G1B|PLA2G4A|PLA2G6|PLCL1",-0.112815269256987,3,-0.091002044989775,0.688739009193631,-0.112815269256987
"189","progesterone","Launched","progesterone receptor agonist","CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5",-0.111622358554874,2,-0.111622358554874,0.00313305663102464,-0.111622358554874
"96","fenbendazole","Launched","tubulin polymerization inhibitor","TUBB",-0.104976141785958,1,-0.104976141785958,NA,-0.104976141785958
"16","antimycin-a","Preclinical","ATP synthase inhibitor","CYCS",-0.094410361281527,1,-0.094410361281527,NA,-0.094410361281527
"18","AT-7519","Phase 2","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK6|CDK9",-0.0857759600090889,1,-0.0857759600090889,NA,-0.0857759600090889
"214","SIB-1893","Preclinical","glutamate receptor antagonist","GRM4|GRM5",-0.0831629175187458,1,-0.0831629175187458,NA,-0.0831629175187458
"193","puromycin","Preclinical","protein synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.0722563053851397,1,-0.0722563053851397,NA,-0.0722563053851397
"232","TG-101348","Phase 3","FLT3 inhibitor|JAK inhibitor","BRD4|JAK1|JAK2|JAK3|TYK2",-0.0674846625766871,1,-0.0674846625766871,NA,-0.0674846625766871
"44","cediranib","Phase 3","KIT inhibitor|VEGFR inhibitor","CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB",-0.0391956373551465,2,-0.0391956373551465,0.763019791832518,-0.0391956373551465
"52","CL-218872","Phase 1","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2",-0.0310156782549421,1,-0.0310156782549421,NA,-0.0310156782549421
"133","methylene-blue","Launched","guanylyl cyclase inhibitor|nitric oxide production inhibitor","ACHE",-0.0201090661213361,1,-0.0201090661213361,NA,-0.0201090661213361
"173","PF-04217903","Phase 1","c-Met inhibitor","MET",0.00147693705975871,1,0.00147693705975871,NA,0.00147693705975871
"179","piceatannol","Preclinical","SYK inhibitor","ATP5A1|ATP5B|ATP5C1|IRF3",0.0163599182004091,1,0.0163599182004091,NA,0.0163599182004091
"160","NVP-TAE684","Preclinical","ALK tyrosine kinase receptor inhibitor","ALK|INSR",0.0371506475800955,2,0.0371506475800955,0.0713372894448595,0.0371506475800955
"185","PPT","Preclinical","estrogen receptor agonist","ESR1",0.0420927062031358,2,0.0420927062031358,0.186778376080291,0.0420927062031358
"46","cefotaxime","Launched","bacterial cell wall synthesis inhibitor","",0.0497614178595774,1,0.0497614178595774,NA,0.0497614178595774
"101","floxuridine","Launched","DNA synthesis inhibitor","TYMS",0.0541922290388548,1,0.0541922290388548,NA,0.0541922290388548
"99","fenretinide","Phase 3","apoptosis stimulant|retinoid receptor agonist","RARA",0.0644171779141103,1,0.0644171779141103,NA,0.0644171779141103
"34","bromperidol","Launched","dopamine receptor antagonist","DRD2",0.0743012951601909,1,0.0743012951601909,NA,0.0743012951601909
"85","erlotinib","Launched","EGFR inhibitor","EGFR|NR1I2",0.0750965689615997,1,0.0750965689615997,NA,0.0750965689615997
"239","torin-2","Preclinical","mTOR inhibitor","MTOR",0.0790729379686435,1,0.0790729379686435,NA,0.0790729379686435
"23","azacitidine","Launched","DNA methyltransferase inhibitor","DNMT1|DNMT3A",0.0804362644853442,1,0.0804362644853442,NA,0.0804362644853442
"143","MK-2206","Phase 2","AKT inhibitor","AKT1|AKT2|AKT3",0.0844126334923884,2,0.0844126334923884,0.530370253282616,0.0844126334923884
"262","WAY-161503","Preclinical","serotonin receptor agonist","HTR2C",0.087252897068848,1,0.087252897068848,NA,0.087252897068848
"36","butein","Preclinical","EGFR inhibitor|src inhibitor","ACE",0.0882753919563736,1,0.0882753919563736,NA,0.0882753919563736
"187","procainamide","Launched","sodium channel blocker","DNMT1|SCN5A",0.0954328561690525,1,0.0954328561690525,NA,0.0954328561690525
"123","lacidipine","Launched","calcium channel blocker","CACNA1C",0.103953646898432,1,0.103953646898432,NA,0.103953646898432
"180","pifithrin-alpha","Preclinical","TP53 inhibitor","TP53",0.104976141785958,1,0.104976141785958,NA,0.104976141785958
"159","NVP-AUY922","Phase 2","HSP inhibitor","HSP90AA1|HSP90AB1",0.107248352647126,2,0.107248352647126,0.235541590824694,0.107248352647126
"59","curcumin","Launched","cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor","APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH",0.110770279481936,1,0.110770279481936,NA,0.110770279481936
"43","CD-437","Preclinical","retinoid receptor agonist","RARG",0.11758691206544,1,0.11758691206544,NA,0.11758691206544
"77","doxycycline","Launched","metalloproteinase inhibitor","MMP8",0.139400136332652,1,0.139400136332652,NA,0.139400136332652
"87","erythrosine","Preclinical","coloring agent","",0.141445126107703,1,0.141445126107703,NA,0.141445126107703
"250","TWS-119","Preclinical","glycogen synthase kinase inhibitor","GSK3B|JUN|MYC",0.143149284253579,1,0.143149284253579,NA,0.143149284253579
"66","daunorubicin","Launched","RNA synthesis inhibitor|topoisomerase inhibitor","TOP2A|TOP2B",0.151670074982958,1,0.151670074982958,NA,0.151670074982958
"76","doxorubicin","Launched","topoisomerase inhibitor","TOP2A",0.155419222903885,2,0.155419222903885,0.00819414811190999,0.155419222903885
"212","selamectin","Launched","nematocide","",0.163940013633265,1,0.163940013633265,NA,0.163940013633265
"270","ZK-164015","Preclinical","estrogen receptor antagonist","ESR1|ESR2",0.165985003408316,1,0.165985003408316,NA,0.165985003408316
"6","alvocidib","Phase 2","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9|EGFR|PYGM",0.166325835037492,1,0.166325835037492,NA,0.166325835037492
"141","mitotane","Launched","antineoplastic agent","CYP11A1|CYP11B1|ESR1|FDX1",0.169393319700068,1,0.169393319700068,NA,0.169393319700068
"86","erythromycin","Launched","NFkB pathway inhibitor","MLNR",0.17143830947512,2,0.17143830947512,0.626129317492383,0.17143830947512
"165","ouabain","Launched","ATPase inhibitor","ATP1A1",0.175528289025221,2,0.175528289025221,0.971247555617514,0.175528289025221
"21","auranofin","Launched","NFkB pathway inhibitor","IKBKB|PRDX5|TRPA1",0.190184049079755,1,0.190184049079755,NA,0.190184049079755
"97","fenobam","Phase 2","glutamate receptor antagonist","GRM5",0.190865712338105,1,0.190865712338105,NA,0.190865712338105
