"","target","p","padj"
"HTR2A","HTR2A",0.659,1
"HSD17B2","HSD17B2",0.66,1
"TYK2","TYK2",0.668,1
"BACE1","BACE1",0.671,1
"SLCO2B1","SLCO2B1",0.678,1
"TNKS2","TNKS2",0.679,1
"TBXA2R","TBXA2R",0.68,1
"KDM4DL","KDM4DL",0.684,1
"GABRA6","GABRA6",0.685,1
"GABRD","GABRD",0.685,1
"GABRE","GABRE",0.685,1
"GABRG1","GABRG1",0.685,1
"GABRG3","GABRG3",0.685,1
"GABRP","GABRP",0.685,1
"GABRQ","GABRQ",0.685,1
"ESRRB","ESRRB",0.687,1
"PTPN1","PTPN1",0.691,1
"IL8","IL8",0.692,1
"PRKCQ","PRKCQ",0.693,1
"TNKS","TNKS",0.697,1
"RORA","RORA",0.698,1
"SLC47A1","SLC47A1",0.7,1
"DRD2","DRD2",0.703,1
"SLC29A1","SLC29A1",0.706,1
"CACNA1D","CACNA1D",0.707,1
"GPR35","GPR35",0.709,1
"CCR4","CCR4",0.71,1
"TLR9","TLR9",0.715,1
"ADRB1","ADRB1",0.719,1
"BCL2","BCL2",0.722,1
"BCL2L1","BCL2L1",0.722,1
"PDE1A","PDE1A",0.723,1
"PDE1B","PDE1B",0.723,1
"PDE1C","PDE1C",0.723,1
"MAOB","MAOB",0.724,1
"SMO","SMO",0.724,1
"TBK1","TBK1",0.725,1
"EPHB2","EPHB2",0.727,1
"HSD17B1","HSD17B1",0.728,1
"CYP2C9","CYP2C9",0.736,1
"NFKB1","NFKB1",0.736,1
"NFKB2","NFKB2",0.736,1
"RELA","RELA",0.736,1
"AMY1A","AMY1A",0.738,1
"AMY1B","AMY1B",0.738,1
"AMY1C","AMY1C",0.738,1
"AMY2A","AMY2A",0.738,1
"TACR3","TACR3",0.739,1
"PRKX","PRKX",0.74,1
"ZAP70","ZAP70",0.743,1
"GAA","GAA",0.744,1
"TDP2","TDP2",0.744,1
"AR","AR",0.746,1
"CDC25A","CDC25A",0.748,1
"CA12","CA12",0.752,1
"TERT","TERT",0.752,1
"RARG","RARG",0.753,1
"CYP2D6","CYP2D6",0.754,1
"ADRB3","ADRB3",0.758,1
"NPY1R","NPY1R",0.761,1
"AKT1","AKT1",0.763,1
"ACHE","ACHE",0.765,1
"ALOX15","ALOX15",0.766,1
"CA7","CA7",0.769,1
"PTAFR","PTAFR",0.769,1
"APAF1","APAF1",0.77,1
"CYP11B1","CYP11B1",0.771,1
"CYP11B2","CYP11B2",0.771,1
"PRKG1","PRKG1",0.773,1
"TRPV1","TRPV1",0.773,1
"BDKRB2","BDKRB2",0.777,1
"ALOX12","ALOX12",0.779,1
"FES","FES",0.785,1
"SOAT1","SOAT1",0.785,1
"MYLK","MYLK",0.791,1
"AKR1C1","AKR1C1",0.794,1
"KIF11","KIF11",0.794,1
"ODC1","ODC1",0.795,1
"CYP17A1","CYP17A1",0.8,1
"TSSK1B","TSSK1B",0.802,1
"CA1","CA1",0.804,1
"JAK1","JAK1",0.807,1
"NCOR2","NCOR2",0.81,1
"CCKAR","CCKAR",0.812,1
"KCNH2","KCNH2",0.812,1
"PTGER3","PTGER3",0.812,1
"MARK4","MARK4",0.816,1
"SLC47A2","SLC47A2",0.816,1
"EIF2AK2","EIF2AK2",0.817,1
"AKR1B1","AKR1B1",0.818,1
"HRH1","HRH1",0.818,1
"HRH2","HRH2",0.823,1
"DRD3","DRD3",0.824,1
"OPRL1","OPRL1",0.824,1
"SGK2","SGK2",0.826,1
"GABRA5","GABRA5",0.83,1
"NOX4","NOX4",0.832,1
"PLK1","PLK1",0.836,1
"CASP3","CASP3",0.837,1
"YES1","YES1",0.838,1
"PRKCB","PRKCB",0.839,1
"MAP3K10","MAP3K10",0.842,1
"GPR55","GPR55",0.843,1
"ALOX5","ALOX5",0.848,1
"CA14","CA14",0.85,1
"AKT2","AKT2",0.854,1
"PTGIR","PTGIR",0.854,1
"CA9","CA9",0.859,1
"PRKCD","PRKCD",0.861,1
"ROS1","ROS1",0.862,1
"CAMK2A","CAMK2A",0.866,1
"FER","FER",0.866,1
"PI4KB","PI4KB",0.867,1
"ABCC2","ABCC2",0.868,1
"TUBA1A","TUBA1A",0.875,1
"TUBA1B","TUBA1B",0.875,1
"TUBA1C","TUBA1C",0.875,1
"TUBA3C","TUBA3C",0.875,1
"TUBA3D","TUBA3D",0.875,1
"TUBA3E","TUBA3E",0.875,1
"TUBA4A","TUBA4A",0.875,1
"TUBB","TUBB",0.875,1
"TUBB1","TUBB1",0.875,1
"TUBB2A","TUBB2A",0.875,1
"TUBB2B","TUBB2B",0.875,1
"TUBB2C","TUBB2C",0.875,1
"TUBB3","TUBB3",0.875,1
"TUBB4","TUBB4",0.875,1
"TUBB6","TUBB6",0.875,1
"TUBB8","TUBB8",0.875,1
"FKBP1B","FKBP1B",0.876,1
"PPIA","PPIA",0.876,1
"PPIB","PPIB",0.876,1
"PPID","PPID",0.876,1
"PPP3CA","PPP3CA",0.876,1
"SLC10A2","SLC10A2",0.876,1
"INSR","INSR",0.881,1
"TEK","TEK",0.881,1
"PIM3","PIM3",0.883,1
"PRNP","PRNP",0.884,1
"MAPKAPK2","MAPKAPK2",0.885,1
"NPY2R","NPY2R",0.885,1
"NR1H4","NR1H4",0.885,1
"PAK1","PAK1",0.885,1
"CA5A","CA5A",0.886,1
"CA5B","CA5B",0.886,1
"CYP2C19","CYP2C19",0.888,1
"ITK","ITK",0.891,1
"BMX","BMX",0.892,1
"XBP1","XBP1",0.892,1
"ROCK1","ROCK1",0.893,1
"UBE2N","UBE2N",0.893,1
"NTRK1","NTRK1",0.894,1
"CCNE2","CCNE2",0.896,1
"CCNE1","CCNE1",0.9,1
"ATM","ATM",0.901,1
"BRSK1","BRSK1",0.903,1
"SLC22A3","SLC22A3",0.903,1
"RORC","RORC",0.906,1
"PHKG2","PHKG2",0.909,1
"ADORA2B","ADORA2B",0.912,1
"CA4","CA4",0.913,1
"NEK4","NEK4",0.916,1
"THRA","THRA",0.916,1
"THRB","THRB",0.916,1
"FGFR4","FGFR4",0.92,1
"HKDC1","HKDC1",0.92,1
"HTR6","HTR6",0.92,1
"NR0B1","NR0B1",0.921,1
"CACNA1B","CACNA1B",0.922,1
"PLK4","PLK4",0.923,1
"SLC6A4","SLC6A4",0.923,1
"ADRA2A","ADRA2A",0.925,1
"MGAM","MGAM",0.926,1
"PIM1","PIM1",0.928,1
"PLD1","PLD1",0.93,1
"PLD2","PLD2",0.93,1
"ESRRA","ESRRA",0.933,1
"PDPK1","PDPK1",0.933,1
"MAPK12","MAPK12",0.935,1
"MARK2","MARK2",0.937,1
"CA13","CA13",0.938,1
"CA6","CA6",0.938,1
"CNR2","CNR2",0.938,1
"BCR","BCR",0.939,1
"MAPK13","MAPK13",0.939,1
"PRKD3","PRKD3",0.94,1
"CHRM3","CHRM3",0.942,1
"CNR1","CNR1",0.942,1
"ADORA3","ADORA3",0.943,1
"MAPK3","MAPK3",0.943,1
"STK17A","STK17A",0.943,1
"CCNA1","CCNA1",0.946,1
"KARS","KARS",0.948,1
"PRKDC","PRKDC",0.948,1
"PTGER4","PTGER4",0.948,1
"CCKBR","CCKBR",0.949,1
"IRAK4","IRAK4",0.949,1
"KCNA5","KCNA5",0.949,1
"PKN2","PKN2",0.95,1
"PLK3","PLK3",0.95,1
"SYK","SYK",0.95,1
"CYP51A1","CYP51A1",0.951,1
"ABCB11","ABCB11",0.953,1
"NEK2","NEK2",0.953,1
"DDR1","DDR1",0.954,1
"CAMK2B","CAMK2B",0.955,1
"TNK2","TNK2",0.955,1
"DHCR7","DHCR7",0.956,1
"IKBKB","IKBKB",0.956,1
"MELK","MELK",0.956,1
"PRKD2","PRKD2",0.956,1
"CHRM5","CHRM5",0.958,1
"CAMK2G","CAMK2G",0.959,1
"PTK6","PTK6",0.959,1
"TRAP1","TRAP1",0.959,1
"CAMKK2","CAMKK2",0.96,1
"CSNK1D","CSNK1D",0.96,1
"PTK2","PTK2",0.961,1
"RPS6KA3","RPS6KA3",0.961,1
"ADRA2C","ADRA2C",0.962,1
"RIPK2","RIPK2",0.963,1
"ACVR1","ACVR1",0.964,1
"CDK6","CDK6",0.964,1
"MC5R","MC5R",0.964,1
"NTRK3","NTRK3",0.964,1
"SIK2","SIK2",0.964,1
"MARK3","MARK3",0.965,1
"ADORA1","ADORA1",0.966,1
"HSP90AB1","HSP90AB1",0.966,1
"DYRK1A","DYRK1A",0.967,1
"AXL","AXL",0.968,1
"CHRM1","CHRM1",0.968,1
"IDO1","IDO1",0.968,1
"MAPK11","MAPK11",0.968,1
"ADRA2B","ADRA2B",0.969,1
"EPHB4","EPHB4",0.969,1
"CHRM2","CHRM2",0.97,1
"DUSP3","DUSP3",0.97,1
"MAPK10","MAPK10",0.97,1
"SRMS","SRMS",0.97,1
"TYRO3","TYRO3",0.97,1
"CHUK","CHUK",0.971,1
"CCNA2","CCNA2",0.972,1
"CCNB2","CCNB2",0.973,1
"CCNB3","CCNB3",0.973,1
"DYRK3","DYRK3",0.973,1
"HIF1A","HIF1A",0.973,1
"MC3R","MC3R",0.973,1
"CSNK2A1","CSNK2A1",0.974,1
"PAK4","PAK4",0.974,1
"PRKAA1","PRKAA1",0.974,1
"CDK8","CDK8",0.975,1
"JAK2","JAK2",0.975,1
"ROCK2","ROCK2",0.975,1
"AOX1","AOX1",0.976,1
"CCNB1","CCNB1",0.976,1
"DRD1","DRD1",0.976,1
"IGF1R","IGF1R",0.977,1
"FKBP4","FKBP4",0.979,1
"CDK5R1","CDK5R1",0.98,1
"CSNK1A1","CSNK1A1",0.98,1
"DAPK3","DAPK3",0.98,1
"CDC25B","CDC25B",0.982,1
"JAK3","JAK3",0.982,1
"LIMK1","LIMK1",0.982,1
"MAP4K4","MAP4K4",0.982,1
"CSNK1E","CSNK1E",0.983,1
"F3","F3",0.983,1
"LRRK2","LRRK2",0.983,1
"RPS6KB1","RPS6KB1",0.983,1
"SLK","SLK",0.983,1
"STK3","STK3",0.983,1
"TOP2A","TOP2A",0.984,1
"ZAK","ZAK",0.984,1
"ADORA2A","ADORA2A",0.985,1
"HDAC6","HDAC6",0.985,1
"OPRD1","OPRD1",0.985,1
"CDC42BPA","CDC42BPA",0.986,1
"DYRK1B","DYRK1B",0.986,1
"HIPK2","HIPK2",0.986,1
"ATP1A1","ATP1A1",0.987,1
"ATP1A2","ATP1A2",0.987,1
"ATP1A3","ATP1A3",0.987,1
"ATP1A4","ATP1A4",0.987,1
"ATP1B1","ATP1B1",0.987,1
"ATP1B2","ATP1B2",0.987,1
"ATP1B3","ATP1B3",0.987,1
"FXYD2","FXYD2",0.987,1
"LTK","LTK",0.987,1
"MKNK2","MKNK2",0.987,1
"PIK3R1","PIK3R1",0.987,1
"SLCO1B1","SLCO1B1",0.987,1
"SRC","SRC",0.987,1
"TACR1","TACR1",0.987,1
"GRK5","GRK5",0.988,1
"SRPK1","SRPK1",0.988,1
"TOP2B","TOP2B",0.988,1
"CSNK1G1","CSNK1G1",0.989,1
"HCK","HCK",0.989,1
"NTRK2","NTRK2",0.989,1
"CAMK2D","CAMK2D",0.99,1
"CHRM4","CHRM4",0.99,1
"IRAK1","IRAK1",0.99,1
"MC4R","MC4R",0.99,1
"DDR2","DDR2",0.991,1
"FLT3","FLT3",0.991,1
"MAP2K2","MAP2K2",0.991,1
"MAP4K5","MAP4K5",0.991,1
"MAPK14","MAPK14",0.991,1
"CCNT1","CCNT1",0.992,1
"EPHA2","EPHA2",0.992,1
"HIPK4","HIPK4",0.992,1
"MAP4K2","MAP4K2",0.992,1
"ABCG2","ABCG2",0.993,1
"CHEK2","CHEK2",0.993,1
"CLK2","CLK2",0.993,1
"ESR2","ESR2",0.993,1
"OPRM1","OPRM1",0.993,1
"PDGFRB","PDGFRB",0.993,1
"SLCO1B3","SLCO1B3",0.993,1
"BTK","BTK",0.994,1
"FGFR2","FGFR2",0.994,1
"HSP90AA1","HSP90AA1",0.994,1
"MINK1","MINK1",0.994,1
"MST1R","MST1R",0.994,1
"TAOK1","TAOK1",0.994,1
"TBXAS1","TBXAS1",0.994,1
"CSNK1G2","CSNK1G2",0.995,1
"ERBB4","ERBB4",0.995,1
"GSK3A","GSK3A",0.995,1
"MAP2K1","MAP2K1",0.995,1
"MAPK1","MAPK1",0.995,1
"NCOA1","NCOA1",0.995,1
"CASP1","CASP1",0.996,1
"CDK5","CDK5",0.996,1
"FGFR3","FGFR3",0.996,1
"FLT1","FLT1",0.996,1
"FRK","FRK",0.996,1
"","",0.997,1
"ALK","ALK",0.997,1
"CDK2","CDK2",0.997,1
"FKBP1A","FKBP1A",0.997,1
"GSK3B","GSK3B",0.997,1
"HDAC1","HDAC1",0.997,1
"HDAC2","HDAC2",0.997,1
"HDAC8","HDAC8",0.997,1
"MAPK8","MAPK8",0.997,1
"MCL1","MCL1",0.997,1
"PIK3CB","PIK3CB",0.997,1
"SSTR4","SSTR4",0.997,1
"AURKA","AURKA",0.998,1
"CCNH","CCNH",0.998,1
"CLK4","CLK4",0.998,1
"ESR1","ESR1",0.998,1
"HDAC10","HDAC10",0.998,1
"KIT","KIT",0.998,1
"SLC6A2","SLC6A2",0.998,1
"STAT3","STAT3",0.998,1
"AURKB","AURKB",0.999,1
"BRAF","BRAF",0.999,1
"CHEK1","CHEK1",0.999,1
"CSF1R","CSF1R",0.999,1
"HDAC4","HDAC4",0.999,1
"HDAC5","HDAC5",0.999,1
"HDAC7","HDAC7",0.999,1
"HDAC9","HDAC9",0.999,1
"MAPK9","MAPK9",0.999,1
"NCOA3","NCOA3",0.999,1
"OPRK1","OPRK1",0.999,1
"PDGFRA","PDGFRA",0.999,1
"PIK3C2B","PIK3C2B",0.999,1
"PIK3C3","PIK3C3",0.999,1
"PSMB1","PSMB1",0.999,1
"PSMB2","PSMB2",0.999,1
"PSMB5","PSMB5",0.999,1
"SLC6A3","SLC6A3",0.999,1
"ABCB1","ABCB1",1,1
"ABL1","ABL1",1,1
"BLK","BLK",1,1
"CCND1","CCND1",1,1
"CCND2","CCND2",1,1
"CCND3","CCND3",1,1
"CDK1","CDK1",1,1
"CDK4","CDK4",1,1
"CDK7","CDK7",1,1
"CDK9","CDK9",1,1
"CYP3A4","CYP3A4",1,1
"EGFR","EGFR",1,1
"ERBB2","ERBB2",1,1
"FGFR1","FGFR1",1,1
"FLT4","FLT4",1,1
"FYN","FYN",1,1
"HDAC11","HDAC11",1,1
"HDAC3","HDAC3",1,1
"KDR","KDR",1,1
"LCK","LCK",1,1
"LYN","LYN",1,1
"MDH1","MDH1",1,1
"MET","MET",1,1
"MTOR","MTOR",1,1
"PIK3CA","PIK3CA",1,1
"PIK3CD","PIK3CD",1,1
"PIK3CG","PIK3CG",1,1
"RAF1","RAF1",1,1
"RET","RET",1,1
"TACR2","TACR2",1,1
"TOP1","TOP1",1,1
