"","database","category","pval","qval","genes"
"172","GO_Biological_Process_2017","kidney development (GO:0001822)",3.47615789990425e-05,0.00116937951752779,"BMP4,CENPF,ACE,SIX1,SULF1,STRA6"
"169","GO_Biological_Process_2017","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",3.70649902475568e-05,0.00119890987685366,"CCNB1,PCNA,TP53,GTSE1,E2F7,SOX4,AURKA"
"175","GO_Biological_Process_2017","glycosaminoglycan metabolic process (GO:0030203)",5.26828480806119e-05,0.00164097315688128,"CHST9,BCAN,GPC3,SDC1,HSPG2"
"170","GO_Biological_Process_2017","osteoblast differentiation (GO:0001649)",5.57896831738626e-05,0.00167568298390066,"BMP4,MRC2,BMP2,LRRC17,TNC,SNAI2,SOX8"
"171","GO_Biological_Process_2017","antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)",5.95100984679798e-05,0.00172579285557141,"CENPE,RACGAP1,KIF26A,KIF4A,KIF23,KIF2C,KIF11,KIF15"
"184","GO_Biological_Process_2017","regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)",7.45497763705598e-05,0.00208987873092136,"CDKN2C,CDC6,PKMYT1,CDC25A,CDKN3"
"191","GO_Biological_Process_2017","mitotic sister chromatid segregation (GO:0000070)",9.86409079055847e-05,0.00267603237253538,"ESPL1,PLK1,NUSAP1,NDC80"
"275","GO_Biological_Process_2017","positive regulation of ossification (GO:0045778)",0.000109648000335552,0.00279436267521815,"BMP4,BMP2,WNT5A"
"598","GO_Biological_Process_2017","regulation of mitotic metaphase/anaphase transition (GO:0030071)",0.000109648000335552,0.00279436267521815,"CENPE,PLK1,CDC6"
"163","GO_Biological_Process_2017","cellular protein metabolic process (GO:0044267)",0.000113752568759035,0.00279638784929,"BMP4,VGF,MMP2,IGFBP2,TNC,GPC3,IGF2,LAMB1,TGFBI,LYZ,HSPG2"
"180","GO_Biological_Process_2017","positive regulation of cytokinesis (GO:0032467)",0.000119702690338216,0.00279638784929,"RACGAP1,KIF14,KIF23,CDC6,KIF20B"
"181","GO_Biological_Process_2017","epithelial to mesenchymal transition (GO:0001837)",0.000119702690338216,0.00279638784929,"BMP2,WNT5A,SNAI2,FAM83D,LOXL2"
"193","GO_Biological_Process_2017","branching involved in ureteric bud morphogenesis (GO:0001658)",0.000125341246771398,0.00284897266310123,"BMP4,BMP2,MYC,SIX1"
"157","GO_Biological_Process_2017","negative regulation of transcription, DNA-templated (GO:0045892)",0.000144527176383431,0.00319861461417015,"WNT5A,FOXM1,LOXL2,BMP4,CENPF,BMP2,SFRP2,HEY1,TIMELESS,BIRC5,ID3,SOX8,TRIB3,TP53,MDFI,LHX9,EZH2"
"285","GO_Biological_Process_2017","DNA strand elongation involved in DNA replication (GO:0006271)",0.000173501244547672,0.0036478636666148,"GINS1,GINS2,GINS4"
"556","GO_Biological_Process_2017","epithelial to mesenchymal transition involved in endocardial cushion formation (GO:0003198)",0.000173501244547672,0.0036478636666148,"BMP4,HEY1,SNAI2"
"178","GO_Biological_Process_2017","anaphase-promoting complex-dependent catabolic process (GO:0031145)",0.000190586219240518,0.00388155157369529,"CDC20,CCNB1,PTTG1,PLK1,BUB1B,MAD2L1,AURKA"
"204","GO_Biological_Process_2017","G2 DNA damage checkpoint (GO:0031572)",0.000193846808674438,0.00388155157369529,"PLK1,CHEK1,CLSPN,DTL"
"509","GO_Biological_Process_2017","response to gamma radiation (GO:0010332)",0.000257382620498841,0.00491951781453467,"FANCD2,MYC,TP53"
"512","GO_Biological_Process_2017","negative regulation of myoblast differentiation (GO:0045662)",0.000257382620498841,0.00491951781453467,"BMP4,MSTN,SOX8"
"201","GO_Biological_Process_2017","regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083)",0.00028587838293081,0.00534274933432913,"CDT1,PCNA,CDC6,FBXO5"
"186","GO_Biological_Process_2017","cellular response to UV (GO:0034644)",0.000304788250509167,0.0055723243190915,"PCNA,MYC,BMF,TP53,CDC25A"
"200","GO_Biological_Process_2017","regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439)",0.000342026935517895,0.0061164018793641,"CDC20,CCNB1,PLK1,FBXO5"
"247","GO_Biological_Process_2017","embryonic skeletal system development (GO:0048706)",0.000363638637298698,0.0061164018793641,"COL1A1,WNT5A,SULF1"
"489","GO_Biological_Process_2017","pulmonary valve morphogenesis (GO:0003184)",0.000363638637298698,0.0061164018793641,"BMP4,HEY1,STRA6"
"557","GO_Biological_Process_2017","mitotic spindle midzone assembly (GO:0051256)",0.000363638637298698,0.0061164018793641,"RACGAP1,KIF4A,KIF23"
"161","GO_Biological_Process_2017","negative regulation of apoptotic process (GO:0043066)",0.000372868080725212,0.00614866776254712,"NGFR,PLK1,WNT5A,NME2,KIF14,DHRS2,MMP9,BMP4,PAX7,MYC,BIRC5,SOX8,TP53,MAD2L1"
"208","GO_Biological_Process_2017","cellular response to BMP stimulus (GO:0071773)",0.000405647486926673,0.00656056800971793,"TMEM100,BMP4,BMP2,ADAMTS7"
"516","GO_Biological_Process_2017","positive regulation of cartilage development (GO:0061036)",0.000494498582980226,0.00770135756085871,"BMP4,BMP2,SOX6"
"547","GO_Biological_Process_2017","positive regulation of ubiquitin protein ligase activity (GO:1904668)",0.000494498582980226,0.00770135756085871,"CDC20,PLK1,FBXO5"
"188","GO_Biological_Process_2017","Notch signaling pathway (GO:0007219)",0.000590346688336172,0.00902693754346765,"BMP2,HEY1,MDK,MYC,SNAI2"
"162","GO_Biological_Process_2017","positive regulation of transcription, DNA-templated (GO:0045893)",0.000636544124708266,0.00955952872999378,"RET,EGR2,MSTN,WNT5A,SIX1,FOXM1,BRCA2,COL1A1,BMP4,TOX3,BMP2,MYCN,MYC,CKS2,SOX8,TP53,SOX4"
"174","GO_Biological_Process_2017","multicellular organism development (GO:0007275)",0.000772622051445471,0.0113995639520288,"RECQL4,HELLS,CDK4,IGF2,HUNK,C19ORF57,ID3,ANGPTL2,PCOLCE,TP53"
"225","GO_Biological_Process_2017","positive regulation of protein localization to nucleus (GO:1900182)",0.000838382697903925,0.0119505059141898,"NGFR,PLK1,GTSE1"
"370","GO_Biological_Process_2017","mitotic spindle assembly checkpoint (GO:0007094)",0.000838382697903925,0.0119505059141898,"CENPF,PLK1,BUB1B"
"189","GO_Biological_Process_2017","canonical Wnt signaling pathway (GO:0060070)",0.000869335171568347,0.012185181321483,"TCF7L1,PTK7,MYC,SNAI2,SOX4"
"185","GO_Biological_Process_2017","positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition (GO:0051437)",0.00101666006867733,0.0140165757009448,"CDC20,CCNB1,PLK1,BUB1B,FBXO5,MAD2L1"
"386","GO_Biological_Process_2017","inner ear morphogenesis (GO:0042472)",0.00105531111389353,0.0143147846255557,"SIX1,EPHB2,ATP6V1B1"
"206","GO_Biological_Process_2017","positive regulation of epithelial cell proliferation (GO:0050679)",0.00125010526827248,0.0166879131843994,"BMP4,MYC,NME2,LAMB1"
"182","GO_Biological_Process_2017","proteolysis (GO:0006508)",0.0012804135564545,0.0168254343902849,"ACAN,ST14,MMP25,MMP14,ACE,MMP15,MMP2,CTSK,MMP9"
"392","GO_Biological_Process_2017","blood vessel development (GO:0001568)",0.00130465867440798,0.0168802760796479,"COL1A1,COL1A2,STRA6"
"183","GO_Biological_Process_2017","positive regulation of cell migration (GO:0030335)",0.00144863108763606,0.018296291669611,"COL1A1,RET,BMP2,MMP14,SNAI2,LAMB1,GTSE1,MMP9"
"196","GO_Biological_Process_2017","muscle organ development (GO:0007517)",0.00145761182147911,0.018296291669611,"MSTN,TCF12,COL6A3,MKX,SOX6"
"205","GO_Biological_Process_2017","regulation of mitotic cell cycle (GO:0007346)",0.00157500686756882,0.0194791290533144,"PLK1,CKS2,BIRC5,FBXO5"
"203","GO_Biological_Process_2017","mitotic spindle assembly (GO:0090307)",0.00175761506271932,0.021422525619521,"TPX2,BIRC5,MYBL2,KIF11"
"195","GO_Biological_Process_2017","retinoid metabolic process (GO:0001523)",0.00184245456244043,0.0221357755287486,"GPC3,SDC1,HSPG2,RPE65,STRA6"
"837","GO_Biological_Process_2017","telencephalon development (GO:0021537)",0.00214797828079374,0.0247458867691443,"BMP4,BMP2"
"916","GO_Biological_Process_2017","negative regulation of cardiac muscle cell differentiation (GO:2000726)",0.00214797828079374,0.0247458867691443,"BMP2,SOX6"
"939","GO_Biological_Process_2017","double-strand break repair via break-induced replication (GO:0000727)",0.00214797828079374,0.0247458867691443,"GINS2,GINS4"
"198","GO_Biological_Process_2017","DNA repair (GO:0006281)",0.00226023588161355,0.0256872753572567,"RAD51AP1,RECQL4,FANCD2,CHEK1,NUDT1,RAD54L,TICRR"
"187","GO_Biological_Process_2017","protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0042787)",0.00236794343089278,0.0265525390050778,"CDC20,CCNB1,PTTG1,PLK1,BUB1B,MAD2L1,AURKA"
"356","GO_Biological_Process_2017","spindle organization (GO:0007051)",0.00265870574600221,0.029420678057735,"ASPM,KIF11,AURKA"
"259","GO_Biological_Process_2017","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)",0.00309368085226064,0.0327199221843309,"PCDHB2,PCDHB5,PCDHB3"
"684","GO_Biological_Process_2017","enteric nervous system development (GO:0048484)",0.00319028967790146,0.0327199221843309,"KIF26A,SOX8"
"686","GO_Biological_Process_2017","negative regulation of stress-activated MAPK cascade (GO:0032873)",0.00319028967790146,0.0327199221843309,"MYC,FOXM1"
"698","GO_Biological_Process_2017","regulation of G2/M transition of mitotic cell cycle (GO:0010389)",0.00319028967790146,0.0327199221843309,"CENPF,KIF14"
"811","GO_Biological_Process_2017","dendritic spine development (GO:0060996)",0.00319028967790146,0.0327199221843309,"EPHB2,EPHB1"
"849","GO_Biological_Process_2017","positive regulation of osteoblast proliferation (GO:0033690)",0.00319028967790146,0.0327199221843309,"BMP2,SOX8"
"329","GO_Biological_Process_2017","protein localization to nucleus (GO:0034504)",0.00356985063198004,0.0361716190541592,"BMP4,COL1A1,SIX1"
"209","GO_Biological_Process_2017","cytokinesis (GO:0000910)",0.00377439320493193,0.0377888653017589,"ESPL1,PLK1,KIF23,BRCA2"
"264","GO_Biological_Process_2017","odontogenesis (GO:0042476)",0.00408837256578163,0.0395676753154308,"BMP4,COL1A2,LAMB1"
"328","GO_Biological_Process_2017","activation of protein kinase activity (GO:0032147)",0.00408837256578163,0.0395676753154308,"TPX2,KIF14,CLSPN"
"197","GO_Biological_Process_2017","negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436)",0.00440344691723577,0.0395676753154308,"CDC20,CCNB1,BUB1B,FBXO5,MAD2L1"
"632","GO_Biological_Process_2017","positive regulation of vascular smooth muscle cell proliferation (GO:1904707)",0.00442254634916824,0.0395676753154308,"MMP2,MMP9"
"646","GO_Biological_Process_2017","chromosome organization (GO:0051276)",0.00442254634916824,0.0395676753154308,"MYC,CDCA8"
"652","GO_Biological_Process_2017","regulation of attachment of spindle microtubules to kinetochore (GO:0051988)",0.00442254634916824,0.0395676753154308,"RACGAP1,NEK2"
"687","GO_Biological_Process_2017","positive regulation of double-strand break repair (GO:2000781)",0.00442254634916824,0.0395676753154308,"TIMELESS,FOXM1"
"753","GO_Biological_Process_2017","negative regulation of mitotic nuclear division (GO:0045839)",0.00442254634916824,0.0395676753154308,"BMP4,CHEK1"
"768","GO_Biological_Process_2017","replicative senescence (GO:0090399)",0.00442254634916824,0.0395676753154308,"CHEK1,TP53"
"777","GO_Biological_Process_2017","positive regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090267)",0.00442254634916824,0.0395676753154308,"NDC80,MAD2L1"
"343","GO_Biological_Process_2017","positive regulation of mitotic nuclear division (GO:0045840)",0.00465032441035275,0.0407387794698611,"IGF2,NUSAP1,AURKA"
"349","GO_Biological_Process_2017","cerebral cortex development (GO:0021987)",0.00465032441035275,0.0407387794698611,"KIF14,TACC3,WDR62"
"218","GO_Biological_Process_2017","interstrand cross-link repair (GO:0036297)",0.00482014237319982,0.0417911312975366,"FANCI,RAD51AP1,EME1,FANCD2"
"179","GO_Biological_Process_2017","negative regulation of transcription from RNA polymerase II promoter (GO:0000122)",0.00511387237641816,0.0437711924983456,"FST,PLK1,FOXM1,BMP4,BMP2,H2AFY2,HEY1,MYC,SNAI2,TRIB3,TP53,RCOR2,MDFI,E2F7,EZH2"
"176","GO_Biological_Process_2017","positive regulation of transcription from RNA polymerase II promoter (GO:0045944)",0.00519408142084046,0.0437711924983456,"EGR2,ONECUT2,TCF12,WNT5A,NME2,CKAP2,SIX1,ETV1,FOXM1,BMP4,BMP2,SFRP2,HEY1,CREB3L4,MYC,MYBL2,SOX8,TP53,E2F7,SOX4"
"321","GO_Biological_Process_2017","positive regulation of release of cytochrome c from mitochondria (GO:0090200)",0.00525670682798205,0.0437711924983456,"BMF,MMP9,TP53"
"341","GO_Biological_Process_2017","reciprocal meiotic recombination (GO:0007131)",0.00525670682798205,0.0437711924983456,"MND1,TRIP13,REC8"
"565","GO_Biological_Process_2017","positive regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903800)",0.00583889471752528,0.0460092874673393,"BMP4,MYCN"
"589","GO_Biological_Process_2017","DNA replication checkpoint (GO:0000076)",0.00583889471752528,0.0460092874673393,"CDT1,CDC6"
"601","GO_Biological_Process_2017","kinetochore assembly (GO:0051382)",0.00583889471752528,0.0460092874673393,"CENPE,CENPF"
"772","GO_Biological_Process_2017","hematopoietic stem cell proliferation (GO:0071425)",0.00583889471752528,0.0460092874673393,"SFRP2,WNT5A"
"331","GO_Biological_Process_2017","cell fate commitment (GO:0045165)",0.00590844595299958,0.0460092874673393,"BMP2,WNT5A,SOX8"
"358","GO_Biological_Process_2017","glycosaminoglycan catabolic process (GO:0006027)",0.00590844595299958,0.0460092874673393,"GPC3,SDC1,HSPG2"
"373","GO_Biological_Process_2017","DNA damage checkpoint (GO:0000077)",0.00590844595299958,0.0460092874673393,"BRIP1,CHEK1,CLSPN"
"199","GO_Biological_Process_2017","cell cycle arrest (GO:0007050)",0.00638706411164198,0.0492800084210175,"CDKN2C,MYC,KIF20B,TP53,PRR11,CDKN3"
"355","GO_Biological_Process_2017","strand displacement (GO:0000732)",0.00660639588881825,0.0505088994772377,"RAD51AP1,BRIP1,BRCA2"
"336","GO_Biological_Process_2017","replication fork processing (GO:0031297)",0.00735134114451503,0.0534330604985993,"PCNA,EME1,TONSL"
"351","GO_Biological_Process_2017","positive regulation of fibroblast proliferation (GO:0048146)",0.00735134114451503,0.0534330604985993,"CDK4,MYC,WNT5A"
"552","GO_Biological_Process_2017","adrenal gland development (GO:0030325)",0.00743361245937707,0.0534330604985993,"MDK,STRA6"
"558","GO_Biological_Process_2017","cardiac epithelial to mesenchymal transition (GO:0060317)",0.00743361245937707,0.0534330604985993,"BMP2,HEY1"
"713","GO_Biological_Process_2017","mitotic DNA replication checkpoint (GO:0033314)",0.00743361245937707,0.0534330604985993,"CLSPN,TICRR"
"729","GO_Biological_Process_2017","cytoplasmic sequestering of transcription factor (GO:0042994)",0.00743361245937707,0.0534330604985993,"TONSL,MDFI"
"820","GO_Biological_Process_2017","regulation of chromosome segregation (GO:0051983)",0.00743361245937707,0.0534330604985993,"KIF2C,MKI67"
"192","GO_Biological_Process_2017","positive regulation of apoptotic process (GO:0043065)",0.00801298517342882,0.0571094960241834,"TOP2A,BMP4,NGFR,BMP2,SFRP2,BMF,TP53,SOX4,GADD45G"
"190","GO_Biological_Process_2017","negative regulation of cell proliferation (GO:0008285)",0.00869253102196807,0.061413730745298,"BMP4,BMP2,SFRP2,CDKN2C,CDC6,TP53,DHRS2,E2F7,SOX4,CDKN3"
"322","GO_Biological_Process_2017","CENP-A containing nucleosome assembly (GO:0034080)",0.00898502181903056,0.061413730745298,"CENPH,HJURP,CENPM"
"352","GO_Biological_Process_2017","proteolysis involved in cellular protein catabolic process (GO:0051603)",0.00898502181903056,0.061413730745298,"CTSK,CPVL,ADAMTS7"
"484","GO_Biological_Process_2017","cardiac right ventricle morphogenesis (GO:0003215)",0.0092011059142777,0.061413730745298,"BMP4,SOX4"
"499","GO_Biological_Process_2017","macrophage differentiation (GO:0030225)",0.0092011059142777,0.061413730745298,"BMP4,MMP9"
"527","GO_Biological_Process_2017","DNA ligation (GO:0006266)",0.0092011059142777,0.061413730745298,"TOP2A,PCNA"
"529","GO_Biological_Process_2017","microtubule depolymerization (GO:0007019)",0.0092011059142777,0.061413730745298,"KIF14,KIF2C"
"682","GO_Biological_Process_2017","positive regulation of cell adhesion mediated by integrin (GO:0033630)",0.0092011059142777,0.061413730745298,"RET,SFRP2"
"332","GO_Biological_Process_2017","positive regulation of bone mineralization (GO:0030501)",0.00987499929559267,0.0653927118708145,"BMP4,FBN2,BMP2"
"316","GO_Biological_Process_2017","cellular response to drug (GO:0035690)",0.0108144606391677,0.0699767684286867,"MYC,FBP1,TP53"
"318","GO_Biological_Process_2017","positive regulation of Wnt signaling pathway (GO:0030177)",0.0108144606391677,0.0699767684286867,"BMP2,SULF1,SOX4"
"550","GO_Biological_Process_2017","protein O-linked fucosylation (GO:0036066)",0.0111359075441017,0.0699767684286867,"ADAMTS5,ADAMTS7"
"651","GO_Biological_Process_2017","supramolecular fiber organization (GO:0097435)",0.0111359075441017,0.0699767684286867,"MFAP4,COL5A1"
"680","GO_Biological_Process_2017","lung alveolus development (GO:0048286)",0.0111359075441017,0.0699767684286867,"BMP4,STRA6"
"695","GO_Biological_Process_2017","positive regulation of chondrocyte differentiation (GO:0032332)",0.0111359075441017,0.0699767684286867,"SOX6,LOXL2"
"207","GO_Biological_Process_2017","axon guidance (GO:0007411)",0.0111496872407182,0.0699767684286867,"RET,NGFR,WNT5A,EPHB2,NTN1,EPHB1"
"313","GO_Biological_Process_2017","angiogenesis (GO:0001525)",0.0127251124705236,0.0772824885846636,"CALCRL,HEY1,TGFBI,EPHB2,EPHB1"
"506","GO_Biological_Process_2017","positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190)",0.0132326734318568,0.0772824885846636,"SIX1,SOX8"
"606","GO_Biological_Process_2017","keratan sulfate catabolic process (GO:0042340)",0.0132326734318568,0.0772824885846636,"ACAN,LUM"
"615","GO_Biological_Process_2017","negative regulation of chondrocyte differentiation (GO:0032331)",0.0132326734318568,0.0772824885846636,"SNAI2,ADAMTS7"
"621","GO_Biological_Process_2017","negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)",0.0132326734318568,0.0772824885846636,"SFRP2,SNAI2"
"625","GO_Biological_Process_2017","hematopoietic progenitor cell differentiation (GO:0002244)",0.0132326734318568,0.0772824885846636,"BMP4,FST"
"627","GO_Biological_Process_2017","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",0.0132326734318568,0.0772824885846636,"FOXM1,TP53"
"642","GO_Biological_Process_2017","positive regulation of keratinocyte differentiation (GO:0045618)",0.0132326734318568,0.0772824885846636,"H2AFY2,NME2"
"674","GO_Biological_Process_2017","dermatan sulfate biosynthetic process (GO:0030208)",0.0132326734318568,0.0772824885846636,"BCAN,UST"
"715","GO_Biological_Process_2017","resolution of meiotic recombination intermediates (GO:0000712)",0.0132326734318568,0.0772824885846636,"TOP2A,EME1"
"215","GO_Biological_Process_2017","central nervous system development (GO:0007417)",0.0138530514814616,0.0791800199844877,"BCAN,ACAN,DCX,NES,HAPLN1"
"319","GO_Biological_Process_2017","positive regulation of epithelial to mesenchymal transition (GO:0010718)",0.0139341771197434,0.0791800199844877,"COL1A1,BMP2,EZH2"
"340","GO_Biological_Process_2017","positive regulation of osteoblast differentiation (GO:0045669)",0.0139341771197434,0.0791800199844877,"BMP4,FBN2,BMP2"
"410","GO_Biological_Process_2017","DNA damage response, detection of DNA damage (GO:0042769)",0.0139341771197434,0.0791800199844877,"PCNA,DTL,SOX4"
"357","GO_Biological_Process_2017","DNA synthesis involved in DNA repair (GO:0000731)",0.015075729813228,0.0850918709592267,"RAD51AP1,BRIP1,BRCA2"
"202","GO_Biological_Process_2017","regulation of transcription from RNA polymerase II promoter (GO:0006357)",0.0152326289345771,0.0854042728931954,"TCF19,BRIP1,TCF7L1,MYCN,SATB2,MYC,TCF12,MYBL2,SIM2,ZNF367"
"591","GO_Biological_Process_2017","DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.0154861808377716,0.0856834084510915,"TP53,E2F7"
"668","GO_Biological_Process_2017","dendritic spine morphogenesis (GO:0060997)",0.0154861808377716,0.0856834084510915,"EPHB2,EPHB1"
"212","GO_Biological_Process_2017","spermatogenesis (GO:0007283)",0.0163378286377224,0.0898046659106179,"ACE,RACGAP1,PTTG1,SOX8,TRIP13,REC8"
"325","GO_Biological_Process_2017","glycosaminoglycan biosynthetic process (GO:0006024)",0.01751293030281,0.0946327357930046,"GPC3,SDC1,HSPG2"
"461","GO_Biological_Process_2017","endocardial cushion morphogenesis (GO:0003203)",0.0178913257920187,0.0946327357930046,"BMP2,HEY1"
"526","GO_Biological_Process_2017","positive regulation of protein export from nucleus (GO:0046827)",0.0178913257920187,0.0946327357930046,"GTSE1,TP53"
"575","GO_Biological_Process_2017","ureteric bud development (GO:0001657)",0.0178913257920187,0.0946327357930046,"BMP4,SIX1"
"595","GO_Biological_Process_2017","peripheral nervous system development (GO:0007422)",0.0178913257920187,0.0946327357930046,"EGR2,SOX8"
"596","GO_Biological_Process_2017","regulation of double-strand break repair via homologous recombination (GO:0010569)",0.0178913257920187,0.0946327357930046,"RAD51AP1,CHEK1"
"248","GO_Biological_Process_2017","double-strand break repair via homologous recombination (GO:0000724)",0.0186677132125296,0.0975127131163811,"RAD51AP1,RECQL4,TONSL,BRCA2"
"249","GO_Biological_Process_2017","protein sumoylation (GO:0016925)",0.0186677132125296,0.0975127131163811,"TOP2A,PCNA,BIRC5,CDCA8"
"377","GO_Biological_Process_2017","positive regulation of protein binding (GO:0032092)",0.0188089496616451,0.097643991761997,"BMP4,BMP2,TRIB3"
"251","GO_Biological_Process_2017","sensory perception of sound (GO:0007605)",0.0195908471038203,0.100541897875161,"COL1A1,SNAI2,BIRC5,ATP6V1B1"
"496","GO_Biological_Process_2017","inner ear development (GO:0048839)",0.0204431207332372,0.100541897875161,"BMP2,SIX1"
"504","GO_Biological_Process_2017","negative regulation of phosphorylation (GO:0042326)",0.0204431207332372,0.100541897875161,"BMP4,CDKN2C"
