"","id","cmap_score","p","padj","sig_id","cell_id","pert_desc","pert_id","pert_type","pert_dose","pert_time","pert_time_unit","brew_prefix","is_gold","pert_mfc_id","pert_iname","pool_id","zmad_ref"
"124","28202",-0.838538761851645,0.003,0.0740625,"CPC006_NCIH2073_6H:BRD-K73789395-001-06-5:102.71","NCIH2073","ZM 336372","BRD-K73789395","trt_cp",102.71,"6","h","CPC006_NCIH2073_6H","1","NULL","ZM-336372","epsilon","population"
"161","325851",-0.834616099646775,0.003,0.0740625,"LJP001_MCF10A_24H:BRD-K85606544-001-04-2:0.4","MCF10A","HKI-272:Neratinib","BRD-K85606544","trt_cp",0.4,"24","h","LJP001_MCF10A_24H","1","NULL","neratinib","epsilon","population"
"247","443585",-0.818218999814092,0.005,0.109722222222222,"HOG001_MCF7_6H:BRD-A75409952-001-01-6:10","MCF7","wortmannin","BRD-A75409952","trt_cp",10,"6","h","HOG001_MCF7_6H","1","NULL","wortmannin","epsilon","population"
"302","71176",-0.818181818181818,0.005,0.109722222222222,"CPC015_A375_6H:BRD-A34205397-001-03-7:10","A375","-666","BRD-A34205397","trt_cp",10,"6","h","CPC015_A375_6H","1","NULL","suloctidil","epsilon","population"
"135","31126",-0.80340211935304,0.006,0.112857142857143,"CPC005_PC3_24H:BRD-A19037878:10","PC3","trichostatin-a","BRD-A19037878","trt_cp",10,"24","h","CPC005_PC3_24H","1","NULL","trichostatin-a","epsilon","population"
"210","365945",-0.788287785833798,0.006,0.112857142857143,"RAD001_PC3_6H:BRD-K37890730-001-10-2:10","PC3","CAMPTOTHECIN","BRD-K37890730","trt_cp",10,"6","h","RAD001_PC3_6H","1","NULL","camptothecin","epsilon","population"
"38","137934",-0.786949247071947,0.006,0.112857142857143,"DOS020_VCAP_24H:BRD-A79768653:10","VCAP","sirolimus","BRD-A79768653","trt_cp",10,"24","h","DOS020_VCAP_24H","1","NULL","sirolimus","epsilon","population"
"188","332614",-0.760085517754229,0.008,0.119418604651163,"NMH002_FIBRNPC_24H:BRD-K04923131-001-11-3:10","FIBRNPC","BIO","BRD-K04923131","trt_cp",10,"24","h","NMH002_FIBRNPC_24H","1","NULL","GSK-3-inhibitor-IX","epsilon","population"
"43","14569",-0.758170663692136,0.008,0.119418604651163,"CPC003_VCAP_6H:BRD-K92093830-003-05-0:10","VCAP","Doxorubicin hydrochloride","BRD-K92093830","trt_cp",10,"6","h","CPC003_VCAP_6H","1","NULL","doxorubicin","epsilon","population"
"269","52740",-0.758021937163041,0.008,0.119418604651163,"CPC006_VCAP_24H:BRD-A62025033-001-01-8:10","VCAP","temsirolimus [CI779]","BRD-A62025033","trt_cp",10,"24","h","CPC006_VCAP_24H","1","NULL","temsirolimus","epsilon","population"
"113","24921",-0.75668339840119,0.008,0.119418604651163,"CPC006_HT29_24H:BRD-K21672174-001-02-2:160","HT29","Ro 28-1675 ?","BRD-K21672174","trt_cp",160,"24","h","CPC006_HT29_24H","1","NULL","RO-28-1675","epsilon","population"
"371","902",-0.749953522959658,0.008,0.119418604651163,"CPC005_A375_24H:BRD-A72711497-236-02-0:10","A375","LASALOCID SODIUM","BRD-A72711497","trt_cp",10,"24","h","CPC005_A375_24H","1","NULL","lasalocid","epsilon","population"
"281","59117",-0.743353783231084,0.009,0.119418604651163,"CPC013_HA1E_6H:BRD-K17210248-003-01-7:10","HA1E","S1216","BRD-K17210248","trt_cp",10,"6","h","CPC013_HA1E_6H","1","NULL","daunorubicin","epsilon","population"
"128","29610",-0.737200223089794,0.01,0.119418604651163,"CPC006_OV7_6H:BRD-A35588707-001-03-0:1.25","OV7","TENIPOSIDE","BRD-A35588707","trt_cp",1.25,"6","h","CPC006_OV7_6H","1","NULL","teniposide","epsilon","population"
"171","328540",-0.732571109871723,0.011,0.119418604651163,"LJP001_MDAMB231_6H:BRD-K78431006-001-04-5:10","MDAMB231","PF02341066:Crizotinib","BRD-K78431006","trt_cp",10,"6","h","LJP001_MDAMB231_6H","1","NULL","crizotinib","epsilon","population"
"225","435282",-0.731994794571482,0.011,0.119418604651163,"HOG002_A549_6H:BRD-K15108141-001-01-7:3.7","A549","gemcitabine","BRD-K15108141","trt_cp",3.7,"6","h","HOG002_A549_6H","1","NULL","gemcitabine","epsilon","population"
"11","103714",-0.727086819111359,0.011,0.119418604651163,"CPD001_PC3_24H:BRD-K21680192-300-11-0:10","PC3","Mitoxantrone dihydrochloride","BRD-K21680192","trt_cp",10,"24","h","CPD001_PC3_24H","1","NULL","mitoxantrone","epsilon","population"
"197","33642",-0.720301171221417,0.011,0.119418604651163,"CPC006_SKMEL28_6H:BRD-A19037878:10","SKMEL28","trichostatin-a","BRD-A19037878","trt_cp",10,"6","h","CPC006_SKMEL28_6H","1","NULL","trichostatin-a","epsilon","population"
"131","30092",-0.71881390593047,0.011,0.119418604651163,"CPC006_PC3_6H:BRD-K16406336-311-01-2:10","PC3","METHYLENE BLUE","BRD-K16406336","trt_cp",10,"6","h","CPC006_PC3_6H","1","NULL","methylene-blue","epsilon","population"
"352","85187",-0.713348205986243,0.012,0.119418604651163,"CPC013_PC3_24H:BRD-K49328571-001-04-4:10","PC3","HY-10181","BRD-K49328571","trt_cp",10,"24","h","CPC013_PC3_24H","1","NULL","dasatinib","epsilon","population"
"98","23040",-0.712864844766685,0.013,0.119418604651163,"CPC006_HCT116_6H:BRD-K78513633-001-07-4:177.6","HCT116","Lonidamine","BRD-K78513633","trt_cp",177.6,"6","h","CPC006_HCT116_6H","1","NULL","lonidamine","epsilon","population"
"329","77487",-0.711191671314371,0.013,0.119418604651163,"CPC016_HT29_6H:BRD-K08547377-003-03-2:10","HT29","-666","BRD-K08547377","trt_cp",10,"6","h","CPC016_HT29_6H","1","NULL","irinotecan","epsilon","population"
"278","58155",-0.710076222346161,0.013,0.119418604651163,"CPC012_ASC_24H:BRD-A75409952:10","ASC","wortmannin","BRD-A75409952","trt_cp",10,"24","h","CPC012_ASC_24H","1","NULL","wortmannin","epsilon","population"
"178","329323",-0.708663320319762,0.013,0.119418604651163,"LJP001_MDAMB231_24H:BRD-K64800655-001-03-3:10","MDAMB231","PHA-793887","BRD-K64800655","trt_cp",10,"24","h","LJP001_MDAMB231_24H","1","NULL","PHA-793887","epsilon","population"
"284","61172",-0.707938278490426,0.013,0.119418604651163,"CPC013_HEPG2_6H:BRD-K87909389-001-02-0:10","HEPG2","HY-10005","BRD-K87909389","trt_cp",10,"6","h","CPC013_HEPG2_6H","1","NULL","alvocidib","epsilon","population"
"323","76050",-0.707696597880647,0.013,0.119418604651163,"CPC014_HCC515_6H:BRD-K50168500-001-01-2:10","HCC515","S1019","BRD-K50168500","trt_cp",10,"6","h","CPC014_HCC515_6H","1","NULL","canertinib","epsilon","population"
"273","54481",-0.703327756088492,0.013,0.119418604651163,"CPC011_A375_6H:BRD-K93880783-001-20-9:10","A375","stavudine","BRD-K93880783","trt_cp",10,"6","h","CPC011_A375_6H","1","NULL","stavudine","epsilon","population"
"108","23874",-0.700316043874326,0.013,0.119418604651163,"CPC006_HEPG2_6H:BRD-K73789395-001-06-5:102.71","HEPG2","ZM 336372","BRD-K73789395","trt_cp",102.71,"6","h","CPC006_HEPG2_6H","1","NULL","ZM-336372","epsilon","population"
"89","20322",-0.698085145937907,0.013,0.119418604651163,"CPC006_DV90_6H:BRD-A36630025-001-02-6:0.35","DV90","-666","BRD-A36630025","trt_cp",0.35,"6","h","CPC006_DV90_6H","1","NULL","SN-38","epsilon","population"
"274","54506",-0.691931585796616,0.014,0.125681818181818,"CPC011_A375_6H:BRD-K55696337-003-16-0:10","A375","topotecan hcl","BRD-K55696337","trt_cp",10,"6","h","CPC011_A375_6H","1","NULL","topotecan","epsilon","population"
"82","19002",-0.688324967466072,0.015,0.126063829787234,"CPC006_AGS_6H:BRD-M86331534-373-01-5:10","AGS","BJM-ctd2-9","BRD-M86331534","trt_cp",10,"6","h","CPC006_AGS_6H","1","NULL","pyrvinium-pamoate","epsilon","population"
"134","3071",-0.688232013385388,0.015,0.126063829787234,"CPC003_HA1E_6H:BRD-K00312224-001-03-8:10","HA1E","PPT","BRD-K00312224","trt_cp",10,"6","h","CPC003_HA1E_6H","1","NULL","PPT","epsilon","population"
"172","328865",-0.686819111358989,0.015,0.126063829787234,"LJP001_MDAMB231_24H:BRD-K05804044-001-02-9:10","MDAMB231","AZ-628","BRD-K05804044","trt_cp",10,"24","h","LJP001_MDAMB231_24H","1","NULL","AZ-628","epsilon","population"
"70","17565",-0.678397471649006,0.016,0.131666666666667,"CPC006_A375_24H:BRD-K92241597-001-02-9:80","A375","CHR 2797","BRD-K92241597","trt_cp",80,"24","h","CPC006_A375_24H","1","NULL","tosedostat","epsilon","population"
"307","72263",-0.675125488008924,0.019,0.144206349206349,"CPC016_A549_6H:BRD-A35588707-001-03-0:10","A549","-666","BRD-A35588707","trt_cp",10,"6","h","CPC016_A549_6H","1","NULL","teniposide","epsilon","population"
"29","115445",-0.668339840118981,0.019,0.144206349206349,"CPD002_PC3_24H:BRD-K82795137-001-18-9:10","PC3","Loratadine","BRD-K82795137","trt_cp",10,"24","h","CPD002_PC3_24H","1","NULL","loratadine","epsilon","population"
"366","88643",-0.667596207473508,0.02,0.144206349206349,"CPC014_VCAP_24H:BRD-K84937637-001-03-2:10","VCAP","A-275","BRD-K84937637","trt_cp",10,"24","h","CPC014_VCAP_24H","1","NULL","sirolimus","epsilon","population"
"358","8675",-0.66623907789552,0.022,0.144206349206349,"CPC003_HCC515_24H:BRD-K08996725-313-01-7:10","HCC515","Zolantidine dimaleate","BRD-K08996725","trt_cp",10,"24","h","CPC003_HCC515_24H","1","NULL","zolantidine","epsilon","population"
"272","54292",-0.665644171779141,0.022,0.144206349206349,"CPC010_A375_6H:BRD-K10860596-003-06-3:10","A375","granisetron hcl","BRD-K10860596","trt_cp",10,"6","h","CPC010_A375_6H","1","NULL","granisetron","epsilon","population"
"4","101742",-0.6640081799591,0.022,0.144206349206349,"CPC017_NPC_24H:BRD-K06426971-001-01-9:10","NPC","-666","BRD-K06426971","trt_cp",10,"24","h","CPC017_NPC_24H","1","NULL","ryuvidine","epsilon","population"
"347","83210",-0.663450455474995,0.022,0.144206349206349,"CPC015_NPC_24H:BRD-K66353228-001-08-8:10","NPC","-666","BRD-K66353228","trt_cp",10,"24","h","CPC015_NPC_24H","1","NULL","zoxazolamine","epsilon","population"
"297","6977",-0.662558096300428,0.022,0.144206349206349,"CPC003_HCC515_6H:BRD-A34205397-001-03-7:10","HCC515","SULOCTIDIL","BRD-A34205397","trt_cp",10,"6","h","CPC003_HCC515_6H","1","NULL","suloctidil","epsilon","population"
"326","7711",-0.662223461609965,0.022,0.144206349206349,"CPC004_HCC515_24H:BRD-A41519720-001-03-0:10","HCC515","EZETIMIBE","BRD-A41519720","trt_cp",10,"24","h","CPC004_HCC515_24H","1","NULL","ezetimibe","epsilon","population"
"28","115202",-0.658282208588957,0.022,0.144206349206349,"CPD002_PC3_24H:BRD-A19952358-001-07-1:10","PC3","Closantel","BRD-A19952358","trt_cp",10,"24","h","CPD002_PC3_24H","1","NULL","closantel","epsilon","population"
"71","17656",-0.657947573898494,0.022,0.144206349206349,"CPC006_A375_24H:BRD-K92991072-001-02-3:10","A375","PAC 1","BRD-K92991072","trt_cp",10,"24","h","CPC006_A375_24H","1","NULL","PAC-1","epsilon","population"
"167","327264",-0.650622792340584,0.023,0.144206349206349,"LJP001_MCF7_24H:BRD-K13390322-001-02-2:2","MCF7","AT-7519:AT 7519","BRD-K13390322","trt_cp",2,"24","h","LJP001_MCF7_24H","1","NULL","AT-7519","epsilon","population"
"80","18378",-0.650120840304889,0.023,0.144206349206349,"CPC006_A549_24H:BRD-A12230535-001-02-6:44.4","A549","Nutlin-3","BRD-A12230535","trt_cp",44.4,"24","h","CPC006_A549_24H","1","NULL","nutlin-3","epsilon","population"
"144","322781",-0.649916341327384,0.023,0.144206349206349,"LJP001_BT20_24H:BRD-K79404599-001-05-1:0.4","BT20","LY317615:Enzastaurin","BRD-K79404599","trt_cp",0.4,"24","h","LJP001_BT20_24H","1","NULL","enzastaurin","epsilon","population"
"130","30026",-0.648466257668712,0.023,0.144206349206349,"CPC006_PC3_6H:BRD-K74305673-001-01-3:10","PC3","IMD 0354","BRD-K74305673","trt_cp",10,"6","h","CPC006_PC3_6H","1","NULL","IKK-2-inhibitor-V","epsilon","population"
"190","332862",-0.647164900539134,0.024,0.145846153846154,"NMH002_FIBRNPC_24H:BRD-A50287119-001-01-5:10","FIBRNPC","Rapamycin","BRD-A50287119","trt_cp",10,"24","h","NMH002_FIBRNPC_24H","1","NULL","sirolimus","epsilon","population"
"166","32721",-0.642071016917643,0.024,0.145846153846154,"CPC006_SKM1_6H:BRD-K74402642-003-01-2:10","SKM1","Chemistry 2804","BRD-K74402642","trt_cp",10,"6","h","CPC006_SKM1_6H","1","NULL","NSC-632839","epsilon","population"
"254","452429",-0.64021193530396,0.025,0.149621212121212,"ERG015_VCAP_24H:BRD-A19037878-001-01-5:0.4","VCAP","trichostatin-a","BRD-A19037878","trt_cp",0.4,"24","h","ERG015_VCAP_24H","1","NULL","trichostatin-a","epsilon","population"
"52","15750",-0.63868748838074,0.028,0.165074626865672,"CPC004_VCAP_24H:BRD-K39987650-001-15-9:10","VCAP","BISACODYL","BRD-K39987650","trt_cp",10,"24","h","CPC004_VCAP_24H","1","NULL","bisacodyl","epsilon","population"
"169","327886",-0.636642498605689,0.029,0.168455882352941,"LJP001_MCF7_24H:BRD-A45498368-001-03-0:0.08","MCF7","WYE-125132","BRD-A45498368","trt_cp",0.08,"24","h","LJP001_MCF7_24H","1","NULL","WYE-125132","epsilon","population"
"63","169134",-0.63482059862428,0.03,0.171739130434783,"HDAC002_HA1E_24H:BRD-K77908580-001-04-7:10","HA1E","MS275","BRD-K77908580","trt_cp",10,"24","h","HDAC002_HA1E_24H","1","NULL","entinostat","epsilon","population"
"112","24896",-0.634169920059491,0.031,0.174928571428571,"CPC006_HT29_24H:BRD-K06980535-003-15-0:10","HT29","PROMAZINE HYDROCHLORIDE","BRD-K06980535","trt_cp",10,"24","h","CPC006_HT29_24H","1","NULL","promazine","epsilon","population"
"258","49155",-0.629763896635062,0.033,0.181041666666667,"CPC006_SW948_6H:BRD-A62025033-001-01-8:10","SW948","temsirolimus [CI779]","BRD-A62025033","trt_cp",10,"6","h","CPC006_SW948_6H","1","NULL","temsirolimus","epsilon","population"
"308","73004",-0.629559397657557,0.033,0.181041666666667,"CPC014_A549_6H:BRD-A52886023-001-01-7:10","A549","A8674","BRD-A52886023","trt_cp",10,"6","h","CPC014_A549_6H","1","NULL","antimycin-a","epsilon","population"
"236","440994",-0.627235545640454,0.034,0.183972602739726,"HOG001_MCF7_24H:BRD-A36630025-001-02-6:0.13704","MCF7","-666","BRD-A36630025","trt_cp",0.13704,"24","h","HOG001_MCF7_24H","1","NULL","SN-38","epsilon","population"
"151","32360",-0.627105409927496,0.035,0.184333333333333,"CPC006_SKLU1_6H:BRD-K23363278-001-01-3:1","SKLU1","CYT997","BRD-K23363278","trt_cp",1,"6","h","CPC006_SKLU1_6H","1","NULL","CYT-997","epsilon","population"
"270","5365",-0.626733593604759,0.035,0.184333333333333,"CPC001_HA1E_24H:BRD-K05151076-001-01-8:10","HA1E","ZK 164015","BRD-K05151076","trt_cp",10,"24","h","CPC001_HA1E_24H","1","NULL","ZK-164015","epsilon","population"
"104","23695",-0.613868748838074,0.041,0.210324675324675,"CPC006_HEPG2_6H:BRD-M86331534-373-01-5:10","HEPG2","BJM-ctd2-9","BRD-M86331534","trt_cp",10,"6","h","CPC006_HEPG2_6H","1","NULL","pyrvinium-pamoate","epsilon","population"
"2","100826",-0.613441160066927,0.041,0.210324675324675,"CPD001_MCF7_24H:BRD-K77685957-300-06-7:10","MCF7","Dequalinium dichloride","BRD-K77685957","trt_cp",10,"24","h","CPD001_MCF7_24H","1","NULL","dequalinium","epsilon","population"
"22","112059",-0.609592861126603,0.043,0.211951219512195,"CPD002_MCF7_6H:BRD-K78643075-001-08-2:10","MCF7","Bromperidol","BRD-K78643075","trt_cp",10,"6","h","CPD002_MCF7_6H","1","NULL","bromperidol","epsilon","population"
"365","8861",-0.609388362149098,0.043,0.211951219512195,"CPC004_HEPG2_6H:BRD-K51677086-001-07-0:10","HEPG2","ERYTHROMYCIN ETHYLSUCCINATE","BRD-K51677086","trt_cp",10,"6","h","CPC004_HEPG2_6H","1","NULL","erythromycin","epsilon","population"
"330","7749",-0.608551775422941,0.044,0.211951219512195,"CPC004_HCC515_24H:BRD-K66296774-001-02-0:10","HCC515","FLUVASTATIN","BRD-K66296774","trt_cp",10,"24","h","CPC004_HCC515_24H","1","NULL","fluvastatin","epsilon","population"
"87","20084",-0.608235731548615,0.044,0.211951219512195,"CPC006_COV644_6H:BRD-K88510285-001-01-2:0.04","COV644","B675700.cdx","BRD-K88510285","trt_cp",0.04,"6","h","CPC006_COV644_6H","1","NULL","bortezomib","epsilon","population"
"271","54140",-0.606320877486522,0.044,0.211951219512195,"CPC012_A375_6H:BRD-A59985574-003-01-9:10","A375","T542500","BRD-A59985574","trt_cp",10,"6","h","CPC012_A375_6H","1","NULL","topotecan","epsilon","population"
"12","103944",-0.60228667038483,0.047,0.223674698795181,"CPC020_PC3_24H:BRD-K21680192-003-15-1:10","PC3","mitoxantrone","BRD-K21680192","trt_cp",10,"24","h","CPC020_PC3_24H","1","NULL","mitoxantrone","epsilon","population"
"136","3160",-0.601505856107083,0.048,0.225714285714286,"CPC002_HA1E_6H:BRD-K97399794-001-08-8:10","HA1E","Quercetin","BRD-K97399794","trt_cp",10,"6","h","CPC002_HA1E_6H","1","NULL","quercetin","epsilon","population"
"36","130411",-0.593976575571667,0.054,0.242096774193548,"DOS030_VCAP_6H:BRD-A19037878:10","VCAP","trichostatin-a","BRD-A19037878","trt_cp",10,"6","h","DOS030_VCAP_6H","1","NULL","trichostatin-a","epsilon","population"
"288","65356",-0.593604759248931,0.054,0.242096774193548,"CPC012_NPC_24H:BRD-A19037878:10","NPC","trichostatin-a","BRD-A19037878","trt_cp",10,"24","h","CPC012_NPC_24H","1","NULL","trichostatin-a","epsilon","population"
"117","25978",-0.593511805168247,0.054,0.242096774193548,"CPC005_MCF7_6H:BRD-A76941896-003-02-0:10","MCF7","Doxorubicin hydrochloride","BRD-A76941896","trt_cp",10,"6","h","CPC005_MCF7_6H","1","NULL","doxorubicin","epsilon","population"
"121","27121",-0.589737869492471,0.057,0.242096774193548,"CPC006_MDST8_6H:BRD-K68336408-001-04-2:56.78","MDST8","Tyrphostin AG 1478","BRD-K68336408","trt_cp",56.78,"6","h","CPC006_MDST8_6H","1","NULL","tyrphostin-AG-1478","epsilon","population"
"209","365413",-0.58815765012084,0.057,0.242096774193548,"PCLB001_MCF7_24H:BRD-A19037878-001-02-3:2.5","MCF7","trichostatin-a","BRD-A19037878","trt_cp",2.5,"24","h","PCLB001_MCF7_24H","1","NULL","trichostatin-a","epsilon","population"
"106","23825",-0.585926752184421,0.057,0.242096774193548,"CPC006_HEPG2_6H:BRD-K66874953-004-02-1:69.83","HEPG2","Pifithrin-a","BRD-K66874953","trt_cp",69.83,"6","h","CPC006_HEPG2_6H","1","NULL","pifithrin-alpha","epsilon","population"
"177","329278",-0.584569622606432,0.057,0.242096774193548,"LJP002_MDAMB231_24H:BRD-K49865102-001-04-3:10","MDAMB231","PD0325901","BRD-K49865102","trt_cp",10,"24","h","LJP002_MDAMB231_24H","1","NULL","PD-0325901","epsilon","population"
"395","99987",-0.582896449154118,0.057,0.242096774193548,"CPC018_MCF7_24H:BRD-K33882852-003-01-0:10","MCF7","-666","BRD-K33882852","trt_cp",10,"24","h","CPC018_MCF7_24H","1","NULL","ZK-93423","epsilon","population"
"249","445270",-0.581409183863172,0.057,0.242096774193548,"DOSBIO001_NEU_24H:BRD-A75409952:1.11111","NEU","wortmannin","BRD-A75409952","trt_cp",1.11111,"24","h","DOSBIO001_NEU_24H","1","NULL","wortmannin","epsilon","population"
"65","17104",-0.580312325711099,0.059,0.247925531914894,"CPC006_A375_6H:BRD-K41859756-001-01-9:10","A375","-666","BRD-K41859756","trt_cp",10,"6","h","CPC006_A375_6H","1","NULL","NVP-AUY922","epsilon","population"
"333","78856",-0.568414203383529,0.067,0.270051020408163,"CPC016_MCF7_6H:BRD-A82656074-003-01-2:10","MCF7","-666","BRD-A82656074","trt_cp",10,"6","h","CPC016_MCF7_6H","1","NULL","naltrindole","epsilon","population"
"37","13719",-0.567150027886224,0.067,0.270051020408163,"CPC003_PC3_24H:BRD-K15588452-003-01-9:10","PC3","R-96544 hydrochloride","BRD-K15588452","trt_cp",10,"24","h","CPC003_PC3_24H","1","NULL","R-96544","epsilon","population"
"192","334218",-0.566722439115077,0.067,0.270051020408163,"MUC.CP006_MCF7_6H:BRD-K49049886-001-03-8:20","MCF7","CGS-15943","BRD-K49049886","trt_cp",20,"6","h","MUC.CP006_MCF7_6H","1","NULL","CGS-15943","epsilon","population"
"275","54546",-0.56635062279234,0.067,0.270051020408163,"CPC011_A375_6H:BRD-A75409952:10","A375","wortmannin","BRD-A75409952","trt_cp",10,"6","h","CPC011_A375_6H","1","NULL","wortmannin","epsilon","population"
"142","322559",-0.558542480014873,0.075,0.299242424242424,"LJP001_BT20_24H:BRD-K49328571-001-06-9:10","BT20","Dasatinib:BMS-354825, Sprycel, BMS354825","BRD-K49328571","trt_cp",10,"24","h","LJP001_BT20_24H","1","NULL","dasatinib","epsilon","population"
"372","9032",-0.556367354526864,0.078,0.3081,"CPC004_HEPG2_6H:BRD-A58564983-001-03-8:10","HEPG2","SELAMECTIN","BRD-A58564983","trt_cp",10,"6","h","CPC004_HEPG2_6H","1","NULL","selamectin","epsilon","population"
"42","142130",-0.554564045361591,0.079,0.308960396039604,"DOS033_A375_24H:BRD-K81418486:0.5","A375","vorinostat","BRD-K81418486","trt_cp",0.5,"24","h","DOS033_A375_24H","1","NULL","vorinostat","epsilon","population"
"346","8273",-0.551998512734709,0.08,0.309803921568627,"CPC004_HCC515_24H:BRD-A27887842-001-03-2:10","HCC515","PREDNISOLONE","BRD-A27887842","trt_cp",10,"24","h","CPC004_HCC515_24H","1","NULL","prednisolone","epsilon","population"
"292","66272",-0.550511247443763,0.081,0.310631067961165,"CPC011_PC3_6H:BRD-K74117820-066-08-2:10","PC3","nelfinavir","BRD-K74117820","trt_cp",10,"6","h","CPC011_PC3_6H","1","NULL","nelfinavir","epsilon","population"
"41","14120",-0.549116936233501,0.084,0.319038461538462,"ASG001_PC3_24H:BRD-A61304759-001-01-0:10","PC3","tanespimycin","BRD-A61304759","trt_cp",10,"24","h","ASG001_PC3_24H","1","NULL","tanespimycin","epsilon","population"
"387","96274",-0.544934002602714,0.087,0.324198113207547,"CPC018_HT29_6H:BRD-A46747628-001-01-9:10","HT29","-666","BRD-A46747628","trt_cp",10,"6","h","CPC018_HT29_6H","1","NULL","ouabain","epsilon","population"
"78","18136",-0.544097415876557,0.087,0.324198113207547,"CPC006_A549_6H:BRD-A19037878:10","A549","trichostatin-a","BRD-A19037878","trt_cp",10,"6","h","CPC006_A549_6H","1","NULL","trichostatin-a","epsilon","population"
"155","324533",-0.541494701617401,0.089,0.328551401869159,"LJP001_HS578T_24H:BRD-K20285085-001-03-0:2","HS578T","R406","BRD-K20285085","trt_cp",2,"24","h","LJP001_HS578T_24H","1","NULL","fostamatinib","epsilon","population"
"317","74181",-0.537032905744562,0.093,0.337018348623853,"CPC014_A549_24H:BRD-K83963101-001-01-0:10","A549","HY-10180","BRD-K83963101","trt_cp",10,"24","h","CPC014_A549_24H","1","NULL","MLN-8054","epsilon","population"
"191","334203",-0.535136642498606,0.093,0.337018348623853,"MUC.CP001_MCF7_6H:BRD-K49049886-001-03-8:10","MCF7","CGS-15943","BRD-K49049886","trt_cp",10,"6","h","MUC.CP001_MCF7_6H","1","NULL","CGS-15943","epsilon","population"
"50","151995",-0.534225692507901,0.094,0.337545454545455,"DOS050_MCF7_24H:BRD-A75409952:10","MCF7","wortmannin","BRD-A75409952","trt_cp",10,"24","h","DOS050_MCF7_24H","1","NULL","wortmannin","epsilon","population"
