"","pert_iname","clinical_phase","moa","target","mean","n","median","sd","sRGES"
"3","ABT-737","Phase 1/Phase 2","BCL inhibitor","BCL2|BCL2L1|BCL2L2",-0.489310280721324,1,-0.489310280721324,NA,-0.489310280721324
"256","ursolic-acid","Phase 1","ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor","HSD11B1|PLA2G1B|PTPN1|PYGM",-0.482747722625023,1,-0.482747722625023,NA,-0.482747722625023
"130","mepacrine","Launched","cytokine production inhibitor|NFkB pathway inhibitor|TP53 activator","PLA2G1B|PLA2G4A|PLA2G6|PLCL1",-0.482506042015244,3,-0.45521472392638,0.376871240105923,-0.482506042015244
"61","cytochalasin-b","Phase 2","microtubule inhibitor","ACTB",-0.482468860382971,1,-0.482468860382971,NA,-0.482468860382971
"64","dactinomycin","Launched","RNA polymerase inhibitor","POLR2A",-0.479345603271984,1,-0.479345603271984,NA,-0.479345603271984
"17","asiatic-acid","Preclinical","apoptosis stimulant","PYGM",-0.478620561442647,1,-0.478620561442647,NA,-0.478620561442647
"128","lylamine","Preclinical","cannabinoid receptor agonist","CNR1",-0.47391708496003,1,-0.47391708496003,NA,-0.47391708496003
"21","auranofin","Launched","NFkB pathway inhibitor","IKBKB|PRDX5|TRPA1",-0.473545268637293,1,-0.473545268637293,NA,-0.473545268637293
"209","SB-216763","Preclinical","glycogen synthase kinase inhibitor","CCNA2|CDK2|GSK3A|GSK3B",-0.473303588027514,1,-0.473303588027514,NA,-0.473303588027514
"89","estrone","Launched","estrogen receptor agonist|estrogenic hormone","ESR1|ESR2",-0.47239263803681,1,-0.47239263803681,NA,-0.47239263803681
"30","bisindolylmaleimide-ix","Preclinical","PKC inhibitor","AKT1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SIRT1",-0.469418107454917,1,-0.469418107454917,NA,-0.469418107454917
"169","parthenolide","Phase 1","NFkB pathway inhibitor","",-0.460940695296524,1,-0.460940695296524,NA,-0.460940695296524
"68","desipramine","Launched","tricyclic antidepressant","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A4|SMPD1",-0.458802751440788,1,-0.458802751440788,NA,-0.458802751440788
"24","benzethonium","Launched","sodium channel blocker","SCN10A",-0.456627625952779,1,-0.456627625952779,NA,-0.456627625952779
"132","metformin","Launched","insulin sensitizer","ACACB|PRKAB1",-0.454526863729318,1,-0.454526863729318,NA,-0.454526863729318
"259","vincristine","Launched","tubulin polymerization inhibitor","TUBA4A|TUBB",-0.453132552519055,1,-0.453132552519055,NA,-0.453132552519055
"77","doxycycline","Launched","metalloproteinase inhibitor","MMP8",-0.424242424242424,1,-0.424242424242424,NA,-0.424242424242424
"185","PPT","Preclinical","estrogen receptor agonist","ESR1",-0.415606990146867,2,-0.415606990146867,0.385550005306196,-0.415606990146867
"210","SB-590885","Preclinical","RAF inhibitor","BRAF",-0.412939208031233,1,-0.412939208031233,NA,-0.412939208031233
"159","NVP-AUY922","Phase 2","HSP inhibitor","HSP90AA1|HSP90AB1",-0.412252897068848,2,-0.412252897068848,0.237671923270545,-0.412252897068848
"73","dipyridamole","Launched","phosphodiesterase inhibitor","ADA|PDE10A|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4A|PDE4B|PDE4C|PDE4D|PDE5A|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE7B|PDE8A|PDE8B|PDE9A|SLC29A1",-0.405856107083101,1,-0.405856107083101,NA,-0.405856107083101
"93","evodiamine","Preclinical","ATPase inhibitor|TRPV agonist","TRPV1",-0.399516638780442,1,-0.399516638780442,NA,-0.399516638780442
"129","mebendazole","Launched","tubulin polymerization inhibitor","TUBA1A|TUBB|TUBB4B",-0.398865960215653,1,-0.398865960215653,NA,-0.398865960215653
"262","WAY-161503","Preclinical","serotonin receptor agonist","HTR2C",-0.397955010224949,1,-0.397955010224949,NA,-0.397955010224949
"177","phenothiazine","Preclinical","dopamine receptor antagonist","",-0.391689905186838,1,-0.391689905186838,NA,-0.391689905186838
"20","ATPA","Preclinical","glutamate receptor agonist","GRIA2|GRIK1",-0.38352853690277,1,-0.38352853690277,NA,-0.38352853690277
"245","triamcinolone","Launched","glucocorticoid receptor agonist","NR3C1|SERPINA6",-0.372225320691578,1,-0.372225320691578,NA,-0.372225320691578
"233","thiotepa","Launched","cytochrome P450 inhibitor","CYP2B6|CYP3A4",-0.370217512548801,1,-0.370217512548801,NA,-0.370217512548801
"229","terfenadine","Withdrawn","histamine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|KCNH1|KCNH2",-0.368916155419223,1,-0.368916155419223,NA,-0.368916155419223
"183","pizotifen","Launched","serotonin receptor antagonist","HTR1A|HTR2A|HTR2C",-0.364333519241495,2,-0.364333519241495,0.147954765239907,-0.364333519241495
"154","norethisterone","Launched","progesterone receptor agonist","PGR",-0.342610150585611,1,-0.342610150585611,NA,-0.342610150585611
"9","amiodarone","Launched","potassium channel blocker","ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2",-0.33680981595092,1,-0.33680981595092,NA,-0.33680981595092
"140","mitomycin-c","Launched","DNA alkylating agent|DNA synthesis inhibitor","",-0.333156720580034,2,-0.333156720580034,0.729835682927978,-0.333156720580034
"100","FGIN-1-43","Preclinical","benzodiazepine receptor agonist","TSPO",-0.327235545640454,1,-0.327235545640454,NA,-0.327235545640454
"216","sirolimus","Launched","mTOR inhibitor","FGF2|FKBP1A|MTOR",-0.32160614323191,6,-0.56629485034393,0.518453518417205,-0.32160614323191
"27","bergenin","Preclinical","interleukin inhibitor","IL1B|TNF",-0.311005763153002,1,-0.311005763153002,NA,-0.311005763153002
"202","RS-23597-190","Preclinical","serotonin receptor antagonist","HTR4",-0.277263431864659,1,-0.277263431864659,NA,-0.277263431864659
"219","STAT3-inhibitor-VI","Preclinical","STAT inhibitor","STAT3",-0.268525748280349,1,-0.268525748280349,NA,-0.268525748280349
"82","enzalutamide","Launched","androgen receptor antagonist","AR",-0.266762719216707,1,-0.266762719216707,NA,-0.266762719216707
"105","gaboxadol","Phase 3","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRD|GABRR1|GABRR2|GABRR3",-0.253132552519056,1,-0.253132552519056,NA,-0.253132552519056
"104","fostamatinib","Phase 3","SYK inhibitor","RET|SYK",-0.249397347710231,2,-0.249397347710231,1.01158949390216,-0.249397347710231
"96","fenbendazole","Launched","tubulin polymerization inhibitor","TUBB",-0.240751068971928,1,-0.240751068971928,NA,-0.240751068971928
"87","erythrosine","Preclinical","coloring agent","",-0.238706079196877,1,-0.238706079196877,NA,-0.238706079196877
"71","digoxigenin","Preclinical","steroid","",-0.216397099832683,1,-0.216397099832683,NA,-0.216397099832683
"160","NVP-TAE684","Preclinical","ALK tyrosine kinase receptor inhibitor","ALK|INSR",-0.206934374419037,2,-0.206934374419037,0.418769169389825,-0.206934374419037
"1","10-DEBC","Preclinical","AKT inhibitor","PIM1",-0.196913924521286,1,-0.196913924521286,NA,-0.196913924521286
"97","fenobam","Phase 2","glutamate receptor antagonist","GRM5",-0.188529466443577,1,-0.188529466443577,NA,-0.188529466443577
"80","enrofloxacin","Launched","bacterial DNA gyrase inhibitor","",-0.183212493028444,1,-0.183212493028444,NA,-0.183212493028444
"12","amoxicillin","Launched","penicillin binding protein inhibitor","CYP2C19|SLC15A1|SLC15A2|SLC22A6",-0.182264361405466,1,-0.182264361405466,NA,-0.182264361405466
"225","tanespimycin","Phase 3","HSP inhibitor","HSP90AA1",-0.180674846625767,2,-0.180674846625767,0.521055800072341,-0.180674846625767
"200","rosuvastatin","Launched","HMGCR inhibitor","HMGCR",-0.178081427774679,1,-0.178081427774679,NA,-0.178081427774679
"11","amodiaquine","Launched","histamine receptor agonist","HNMT",-0.171314370700874,1,-0.171314370700874,NA,-0.171314370700874
"217","SKF-83566","Preclinical","dopamine receptor antagonist","DRD1|DRD5",-0.160754787135155,1,-0.160754787135155,NA,-0.160754787135155
"74","donepezil","Launched","acetylcholinesterase inhibitor","ACHE|HTR2A",-0.150325339282394,1,-0.150325339282394,NA,-0.150325339282394
"197","quercetin","Launched","polar auxin transport inhibitor","ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIK3CG|PIM1|STK17B|UGT3A1",-0.148391894404164,3,-0.0801264175497303,0.423131654399935,-0.148391894404164
"137","mianserin","Launched","serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD5|HRH1|HRH2|HRH4|HTR1A|HTR1F|HTR2A|HTR2B|HTR2C|HTR6|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4",-0.113292433537832,1,-0.113292433537832,NA,-0.113292433537832
"138","mibefradil","Withdrawn","T-type calcium channel blocker","ANO1|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CATSPER1|CATSPER2|CATSPER3|CATSPER4",-0.107826733593605,1,-0.107826733593605,NA,-0.107826733593605
"119","KI-8751","Preclinical","KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor","KDR",-0.0991262316415692,1,-0.0991262316415692,NA,-0.0991262316415692
"184","podophyllotoxin","Launched","microtubule inhibitor|tubulin polymerization inhibitor","IGF1R|TOP2A|TUBA4A|TUBB",-0.096433661771085,1,-0.096433661771085,NA,-0.096433661771085
"274","zonisamide","Launched","sodium channel blocker|T-type calcium channel blocker","CA1|CA10|CA11|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA8|CA9|CACNA1G|CACNA1H|CACNA1I|MAOA|MAOB|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A",-0.0840304889384644,1,-0.0840304889384644,NA,-0.0840304889384644
"28","BI-2536","Phase 2","PLK inhibitor","BRD4|PLK1|PLK2|PLK3",-0.0823201338538762,1,-0.0823201338538762,NA,-0.0823201338538762
"165","ouabain","Launched","ATPase inhibitor","ATP1A1",-0.074056516081056,2,-0.074056516081056,0.665921327655083,-0.074056516081056
"23","azacitidine","Launched","DNA methyltransferase inhibitor","DNMT1|DNMT3A",-0.0587469789923777,1,-0.0587469789923777,NA,-0.0587469789923777
"141","mitotane","Launched","antineoplastic agent","CYP11A1|CYP11B1|ESR1|FDX1",-0.0521658300799406,1,-0.0521658300799406,NA,-0.0521658300799406
"86","erythromycin","Launched","NFkB pathway inhibitor","MLNR",-0.043586168432794,2,-0.043586168432794,0.800165135974046,-0.043586168432794
"36","butein","Preclinical","EGFR inhibitor|src inhibitor","ACE",-0.0406209332589701,1,-0.0406209332589701,NA,-0.0406209332589701
"193","puromycin","Preclinical","protein synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.0274028629856851,1,-0.0274028629856851,NA,-0.0274028629856851
"151","nilotinib","Launched","Abl kinase inhibitor|Bcr-Abl kinase inhibitor","ABL1|KIT",-0.0235545640453616,1,-0.0235545640453616,NA,-0.0235545640453616
"189","progesterone","Launched","progesterone receptor agonist","CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5",-0.0232757018033095,2,-0.0232757018033095,0.695223075475586,-0.0232757018033095
"203","rucaparib","Phase 3","PARP inhibitor","PARP1|PARP2",-0.00293734894961895,1,-0.00293734894961895,NA,-0.00293734894961895
"136","MGCD-265","Preclinical","VEGFR inhibitor","AXL|MET",-0.00208526987668106,1,-0.00208526987668106,NA,-0.00208526987668106
"163","olvanil","Preclinical","TRPV agonist","CNR1|GPR119|TRPV1",0.000594906116378413,1,0.000594906116378413,NA,0.000594906116378413
"13","amsacrine","Launched","topoisomerase inhibitor","KCNH2|TOP2A",0.0141290202639895,1,0.0141290202639895,NA,0.0141290202639895
"186","prednisolone","Launched","glucocorticoid receptor agonist","NR3C1|NR3C2|SERPINA6",0.0285369027700315,2,0.0285369027700315,0.821001058044704,0.0285369027700315
"143","MK-2206","Phase 2","AKT inhibitor","AKT1|AKT2|AKT3",0.0321047902336244,2,0.0321047902336244,0.126406784844016,0.0321047902336244
"144","MLN-8054","Phase 1","Aurora kinase inhibitor","AURKA",0.0359546384086261,4,-0.0374047220672988,0.535266108626665,0.0359546384086261
"222","tacrolimus","Launched","calcineurin inhibitor","FKBP1A",0.0416899051868378,2,0.0416899051868378,0.168462045006611,0.0416899051868378
"235","tivozanib","Phase 3","VEGFR inhibitor","FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB",0.0463840862613869,1,0.0463840862613869,NA,0.0463840862613869
"7","AM-404","Preclinical","cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist","CNR1|CNR2|FAAH|TRPV1",0.0484662576687116,1,0.0484662576687116,NA,0.0484662576687116
"206","saclofen","Preclinical","GABA receptor antagonist","GABBR1|GABBR2|KCTD12|KCTD16|KCTD8",0.0493400260271426,1,0.0493400260271426,NA,0.0493400260271426
"232","TG-101348","Phase 3","FLT3 inhibitor|JAK inhibitor","BRD4|JAK1|JAK2|JAK3|TYK2",0.0501022494887525,1,0.0501022494887525,NA,0.0501022494887525
"98","fenoterol","Withdrawn","adrenergic receptor agonist","ADRB1|ADRB2|ADRB3",0.0546569994422755,1,0.0546569994422755,NA,0.0546569994422755
"208","SB-203580","Preclinical","p38 MAPK inhibitor","AKT1|ALOX5|CHEK1|CYP2D6|CYP3A4|GAK|GSK3B|LCK|MAPK1|MAPK10|MAPK11|MAPK12|MAPK14|MAPK8|MAPK9|PRKCA|RAF1|RIPK2|ROCK1|RPS6KB1|SGK1|SRC|TNF",0.0547484042882814,2,0.0547484042882814,0.192477033630846,0.0547484042882814
"234","thiothixene","Launched","dopamine receptor antagonist","DRD1|DRD2|HRH1|HTR2A",0.0650120840304889,1,0.0650120840304889,NA,0.0650120840304889
"162","oligomycin-a","Preclinical","ATP synthase inhibitor|ATPase inhibitor","ATP5A1",0.0941810745491727,1,0.0941810745491727,NA,0.0941810745491727
"215","sildenafil","Launched","phosphodiesterase inhibitor","PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3",0.10336183925141,1,0.10336183925141,NA,0.10336183925141
"69","desoxycortone","Preclinical","mineralocorticoid receptor agonist","NR3C1|NR3C2",0.105428518311954,2,0.105428518311954,0.767603256498324,0.105428518311954
"276","zuclopenthixol","Launched","dopamine receptor antagonist","ADRA1A|ADRA2A|DRD1|DRD2|DRD5|HRH1|HTR2A",0.108663320319762,1,0.108663320319762,NA,0.108663320319762
"62","dabrafenib","Launched","RAF inhibitor","BRAF|LIMK1|NEK11|RAF1|SIK1",0.124075106897193,1,0.124075106897193,NA,0.124075106897193
"78","DR-2313","Preclinical","PARP inhibitor","PARP1|PARP3",0.125580963004276,1,0.125580963004276,NA,0.125580963004276
"247","triciribine","Phase 1/Phase 2","AKT inhibitor","AKT1|AKT2|AKT3",0.135620003718163,1,0.135620003718163,NA,0.135620003718163
"124","lapatinib","Launched","EGFR inhibitor","EGFR|ERBB2",0.140286298568507,1,0.140286298568507,NA,0.140286298568507
"174","PF-562271","Phase 1","focal adhesion kinase inhibitor","PTK2|PTK2B",0.142071016917643,1,0.142071016917643,NA,0.142071016917643
"188","prochlorperazine","Launched","dopamine receptor antagonist","DRD1|DRD2|DRD3|DRD4",0.150343930098531,1,0.150343930098531,NA,0.150343930098531
"25","benzonatate","Launched","local anesthetic","SCN5A",0.162297824874512,1,0.162297824874512,NA,0.162297824874512
"5","AG-14361","Preclinical","PARP inhibitor","PARP1",0.167038482989403,1,0.167038482989403,NA,0.167038482989403
"59","curcumin","Launched","cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor","APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH",0.168618702361034,1,0.168618702361034,NA,0.168618702361034
"55","CMPD-1","Preclinical","p38 MAPK inhibitor","GNRHR|MAPK14",0.173768358430935,1,0.173768358430935,NA,0.173768358430935
