"","pert_iname","clinical_phase","moa","target","mean","n","median","sd","sRGES"
"205","ryuvidine","Preclinical","histone lysine methyltransferase inhibitor","CDK2|CDK4",-0.7567391708496,1,-0.7567391708496,NA,-0.7567391708496
"206","saclofen","Preclinical","GABA receptor antagonist","GABBR1|GABBR2|KCTD12|KCTD16|KCTD8",-0.75492656627626,1,-0.75492656627626,NA,-0.75492656627626
"103","forskolin","Launched","adenylyl cyclase activator","ADCY2|ADCY5|GNAS",-0.752672429819668,2,-0.752672429819668,0.476169834198357,-0.752672429819668
"237","topotecan","Launched","topoisomerase inhibitor","TOP1|TOP1MT",-0.747226869926256,3,-0.742842535787321,0.16631495930268,-0.747226869926256
"92","everolimus","Launched","mTOR inhibitor","MTOR",-0.735499163413274,1,-0.735499163413274,NA,-0.735499163413274
"9","amiodarone","Launched","potassium channel blocker","ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2",-0.734383714445064,1,-0.734383714445064,NA,-0.734383714445064
"252","tyrphostin-AG-1478","Preclinical","EGFR inhibitor","EGFR|MAPK14",-0.724298196690835,2,-0.724298196690835,0.176678102605451,-0.724298196690835
"118","kenpaullone","Preclinical","CDK inhibitor|glycogen synthase kinase inhibitor","CCNB1|CDK1|CDK5|GSK3B",-0.718287166139927,1,-0.718287166139927,NA,-0.718287166139927
"193","puromycin","Preclinical","protein synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.709332589700688,1,-0.709332589700688,NA,-0.709332589700688
"194","PX-12","Phase 2","thioredoxin inhibitor","TXN|TXNRD1",-0.708403048893846,1,-0.708403048893846,NA,-0.708403048893846
"191","PSB-06126","Preclinical","NTPDase inhibitor","ENTPD3",-0.688417921546756,1,-0.688417921546756,NA,-0.688417921546756
"34","bromperidol","Launched","dopamine receptor antagonist","DRD2",-0.687209518497862,1,-0.687209518497862,NA,-0.687209518497862
"211","SDM25N","Preclinical","opioid receptor antagonist","OPRD1",-0.685396913924521,1,-0.685396913924521,NA,-0.685396913924521
"47","CGS-15943","Preclinical","adenosine receptor antagonist","ADORA1|ADORA2A|ADORA2B|ADORA3",-0.681911135898866,2,-0.681911135898866,0.340933526121455,-0.681911135898866
"67","dequalinium","Launched","PKC inhibitor","KCNN1|KCNN3",-0.669222903885481,1,-0.669222903885481,NA,-0.669222903885481
"115","immepip","Preclinical","histamine receptor agonist","HRH3|HRH4",-0.666015988101878,1,-0.666015988101878,NA,-0.666015988101878
"142","mitoxantrone","Launched","topoisomerase inhibitor","TOP2A",-0.665783602900168,2,-0.665783602900168,0.0172865851879587,-0.665783602900168
"123","lacidipine","Launched","calcium channel blocker","CACNA1C",-0.663878044246142,1,-0.663878044246142,NA,-0.663878044246142
"52","CL-218872","Phase 1","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2",-0.654582636177728,1,-0.654582636177728,NA,-0.654582636177728
"66","daunorubicin","Launched","RNA synthesis inhibitor|topoisomerase inhibitor","TOP2A|TOP2B",-0.653002416806098,1,-0.653002416806098,NA,-0.653002416806098
"229","terfenadine","Withdrawn","histamine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|KCNH1|KCNH2",-0.65170105967652,1,-0.65170105967652,NA,-0.65170105967652
"21","auranofin","Launched","NFkB pathway inhibitor","IKBKB|PRDX5|TRPA1",-0.648075850529838,1,-0.648075850529838,NA,-0.648075850529838
"78","DR-2313","Preclinical","PARP inhibitor","PARP1|PARP3",-0.642452128648448,1,-0.642452128648448,NA,-0.642452128648448
"125","lasalocid","Launched","bacterial permeability inducer","",-0.641011340397843,1,-0.641011340397843,NA,-0.641011340397843
"156","nortriptyline","Launched","tricyclic antidepressant","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|HTR6|KCNJ10|PGRMC1|SIGMAR1|SLC6A2|SLC6A4",-0.638036809815951,1,-0.638036809815951,NA,-0.638036809815951
"200","rosuvastatin","Launched","HMGCR inhibitor","HMGCR",-0.635805911879532,1,-0.635805911879532,NA,-0.635805911879532
"163","olvanil","Preclinical","TRPV agonist","CNR1|GPR119|TRPV1",-0.630321621119167,1,-0.630321621119167,NA,-0.630321621119167
"274","zonisamide","Launched","sodium channel blocker|T-type calcium channel blocker","CA1|CA10|CA11|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA8|CA9|CACNA1G|CACNA1H|CACNA1I|MAOA|MAOB|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A",-0.622838817624094,1,-0.622838817624094,NA,-0.622838817624094
"154","norethisterone","Launched","progesterone receptor agonist","PGR",-0.615541922290389,1,-0.615541922290389,NA,-0.615541922290389
"124","lapatinib","Launched","EGFR inhibitor","EGFR|ERBB2",-0.615216583007994,1,-0.615216583007994,NA,-0.615216583007994
"64","dactinomycin","Launched","RNA polymerase inhibitor","POLR2A",-0.611916713143707,1,-0.611916713143707,NA,-0.611916713143707
"262","WAY-161503","Preclinical","serotonin receptor agonist","HTR2C",-0.605177542294107,1,-0.605177542294107,NA,-0.605177542294107
"250","TWS-119","Preclinical","glycogen synthase kinase inhibitor","GSK3B|JUN|MYC",-0.603643799962818,1,-0.603643799962818,NA,-0.603643799962818
"231","tetrindole","Phase 3","monoamine oxidase inhibitor","MAOA",-0.600483361219558,1,-0.600483361219558,NA,-0.600483361219558
"6","alvocidib","Phase 2","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK6|CDK7|CDK8|CDK9|EGFR|PYGM",-0.594859639338167,1,-0.594859639338167,NA,-0.594859639338167
"133","methylene-blue","Launched","guanylyl cyclase inhibitor|nitric oxide production inhibitor","ACHE",-0.59044432050567,1,-0.59044432050567,NA,-0.59044432050567
"139","mirtazapine","Launched","adrenergic receptor antagonist|serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|DRD1|DRD2|DRD3|DRD5|HRH1|HRH3|HTR2A|HTR2B|HTR2C|HTR3A|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4",-0.586214909834542,1,-0.586214909834542,NA,-0.586214909834542
"45","cefixime","Launched","bacterial cell wall synthesis inhibitor","",-0.581334820598624,1,-0.581334820598624,NA,-0.581334820598624
"5","AG-14361","Preclinical","PARP inhibitor","PARP1",-0.575571667596207,1,-0.575571667596207,NA,-0.575571667596207
"230","tetrabenazine","Launched","vesicular monoamine transporter inhibitor","DRD2|SLC18A1|SLC18A2",-0.575525190555865,1,-0.575525190555865,NA,-0.575525190555865
"129","mebendazole","Launched","tubulin polymerization inhibitor","TUBA1A|TUBB|TUBB4B",-0.574223833426287,1,-0.574223833426287,NA,-0.574223833426287
"131","mephenytoin","Launched","hydantoin antiepileptic","SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A",-0.564277746793084,1,-0.564277746793084,NA,-0.564277746793084
"135","MG-132","Preclinical","proteasome inhibitor","PSMB1",-0.558437132056764,2,-0.558437132056764,0.0509833760866669,-0.558437132056764
"203","rucaparib","Phase 3","PARP inhibitor","PARP1|PARP2",-0.55093883621491,1,-0.55093883621491,NA,-0.55093883621491
"175","PHA-793887","Phase 1","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK7|CDK9",-0.548382598996096,1,-0.548382598996096,NA,-0.548382598996096
"185","PPT","Preclinical","estrogen receptor agonist","ESR1",-0.548243167875069,2,-0.548243167875069,0.0993157042547756,-0.548243167875069
"39","camptothecin","Phase 3","topoisomerase inhibitor","TOP1",-0.544060234244283,1,-0.544060234244283,NA,-0.544060234244283
"197","quercetin","Launched","polar auxin transport inhibitor","ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIK3CG|PIM1|STK17B|UGT3A1",-0.539877300613497,3,-0.391754973043317,0.444257492239439,-0.539877300613497
"56","cortisone","Launched","glucocorticoid receptor agonist","NR3C1",-0.526817252277375,1,-0.526817252277375,NA,-0.526817252277375
"37","BX-795","Preclinical","IKK inhibitor","CDK2|CHEK1|GSK3B|KDR|PDK1|PDPK1",-0.511805168246886,1,-0.511805168246886,NA,-0.511805168246886
"12","amoxicillin","Launched","penicillin binding protein inhibitor","CYP2C19|SLC15A1|SLC15A2|SLC22A6",-0.511293920803123,1,-0.511293920803123,NA,-0.511293920803123
"117","JLK-6","Preclinical","gamma secretase inhibitor","PSEN1",-0.487915969511062,1,-0.487915969511062,NA,-0.487915969511062
"96","fenbendazole","Launched","tubulin polymerization inhibitor","TUBB",-0.482292247629671,1,-0.482292247629671,NA,-0.482292247629671
"99","fenretinide","Phase 3","apoptosis stimulant|retinoid receptor agonist","RARA",-0.478759992563674,1,-0.478759992563674,NA,-0.478759992563674
"212","selamectin","Launched","nematocide","",-0.473136270682283,1,-0.473136270682283,NA,-0.473136270682283
"20","ATPA","Preclinical","glutamate receptor agonist","GRIA2|GRIK1",-0.466164714630972,1,-0.466164714630972,NA,-0.466164714630972
"42","carbenoxolone","Launched","11-beta hydroxysteroid dehydrogenase inhibitor","GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|HSD11B1|PANX1|PANX2|PANX3",-0.465932329429262,1,-0.465932329429262,NA,-0.465932329429262
"153","nitazoxanide","Launched","pyruvate ferredoxin oxidoreductase inhibitor","",-0.465328127904815,1,-0.465328127904815,NA,-0.465328127904815
"169","parthenolide","Phase 1","NFkB pathway inhibitor","",-0.464863357501394,1,-0.464863357501394,NA,-0.464863357501394
"27","bergenin","Preclinical","interleukin inhibitor","IL1B|TNF",-0.460169176426845,1,-0.460169176426845,NA,-0.460169176426845
"62","dabrafenib","Launched","RAF inhibitor","BRAF|LIMK1|NEK11|RAF1|SIK1",-0.456497490239822,1,-0.456497490239822,NA,-0.456497490239822
"209","SB-216763","Preclinical","glycogen synthase kinase inhibitor","CCNA2|CDK2|GSK3A|GSK3B",-0.455428518311954,1,-0.455428518311954,NA,-0.455428518311954
"59","curcumin","Launched","cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor","APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH",-0.444413459750883,1,-0.444413459750883,NA,-0.444413459750883
"137","mianserin","Launched","serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD2|DRD3|DRD5|HRH1|HRH2|HRH4|HTR1A|HTR1F|HTR2A|HTR2B|HTR2C|HTR6|HTR7|OPRK1|SLC6A2|SLC6A3|SLC6A4",-0.437581334820599,1,-0.437581334820599,NA,-0.437581334820599
"223","talniflumate","Launched","cyclooxygenase inhibitor","CLCA1",-0.435629299126232,1,-0.435629299126232,NA,-0.435629299126232
"165","ouabain","Launched","ATPase inhibitor","ATP1A1",-0.422894590072504,2,-0.422894590072504,0.0480475048380152,-0.422894590072504
"36","butein","Preclinical","EGFR inhibitor|src inhibitor","ACE",-0.405233314742517,1,-0.405233314742517,NA,-0.405233314742517
"232","TG-101348","Phase 3","FLT3 inhibitor|JAK inhibitor","BRD4|JAK1|JAK2|JAK3|TYK2",-0.40328127904815,1,-0.40328127904815,NA,-0.40328127904815
"138","mibefradil","Withdrawn","T-type calcium channel blocker","ANO1|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CATSPER1|CATSPER2|CATSPER3|CATSPER4",-0.399656069901469,1,-0.399656069901469,NA,-0.399656069901469
"145","MNITMT","Preclinical","lymphocyte inhibitor","",-0.397239263803681,1,-0.397239263803681,NA,-0.397239263803681
"157","NSC-632839","Preclinical","ubiquitin specific protease inhibitor","SENP2|USP1|USP2|USP7",-0.392219743446737,2,-0.392219743446737,0.848422971886592,-0.392219743446737
"150","neratinib","Phase 3","EGFR inhibitor","EGFR|ERBB2|KDR",-0.386069281774803,1,-0.386069281774803,NA,-0.386069281774803
"71","digoxigenin","Preclinical","steroid","",-0.379345603271984,1,-0.379345603271984,NA,-0.379345603271984
"111","hydroflumethiazide","Launched","sodium/potassium/chloride transporter inhibitor","ATP1A1|CA1|CA12|CA2|CA4|CA9|KCNMA1|SLC12A1|SLC12A3",-0.377951292061722,1,-0.377951292061722,NA,-0.377951292061722
"199","ritanserin","Phase 3","serotonin receptor antagonist","ADRA1A|ADRA1B|ADRA1D|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7",-0.37321063394683,1,-0.37321063394683,NA,-0.37321063394683
"271","ZK-93423","Phase 3","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA5|GABRB2|GABRG2",-0.370654396728016,1,-0.370654396728016,NA,-0.370654396728016
"61","cytochalasin-b","Phase 2","microtubule inhibitor","ACTB",-0.351366424986057,1,-0.351366424986057,NA,-0.351366424986057
"105","gaboxadol","Phase 3","benzodiazepine receptor agonist","GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRD|GABRR1|GABRR2|GABRR3",-0.351226993865031,1,-0.351226993865031,NA,-0.351226993865031
"192","purmorphamine","Preclinical","smoothened receptor agonist","SMO",-0.345138501580219,2,-0.345138501580219,0.143288044523766,-0.345138501580219
"151","nilotinib","Launched","Abl kinase inhibitor|Bcr-Abl kinase inhibitor","ABL1|KIT",-0.343186465885852,1,-0.343186465885852,NA,-0.343186465885852
"233","thiotepa","Launched","cytochrome P450 inhibitor","CYP2B6|CYP3A4",-0.340769659788065,1,-0.340769659788065,NA,-0.340769659788065
"159","NVP-AUY922","Phase 2","HSP inhibitor","HSP90AA1|HSP90AB1",-0.337601474871413,2,-0.337601474871413,0.767697467292125,-0.337601474871413
"90","ethambutol","Launched","bacterial cell wall synthesis inhibitor","",-0.330219371630414,1,-0.330219371630414,NA,-0.330219371630414
"35","brucine","Preclinical","glycine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5",-0.324781557910392,1,-0.324781557910392,NA,-0.324781557910392
"49","cholic-acid","Launched","bile acid","ADH1C|CES1|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|FECH|GPBAR1|MT-CO1|MT-CO2|MT-CO3|PLA2G1B",-0.293223647518126,1,-0.293223647518126,NA,-0.293223647518126
"222","tacrolimus","Launched","calcineurin inhibitor","FKBP1A",-0.281557910392267,2,-0.281557910392267,0.7640933566921,-0.281557910392267
"216","sirolimus","Launched","mTOR inhibitor","FGF2|FKBP1A|MTOR",-0.280703249261531,6,-0.483384458077709,0.637849820622352,-0.280703249261531
"68","desipramine","Launched","tricyclic antidepressant","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HRH1|HTR1A|HTR2A|HTR2C|SLC6A2|SLC6A4|SMPD1",-0.270449897750511,1,-0.270449897750511,NA,-0.270449897750511
"48","chenodeoxycholic-acid","Launched","11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist","NR1H4",-0.265430377393568,1,-0.265430377393568,NA,-0.265430377393568
"1","10-DEBC","Preclinical","AKT inhibitor","PIM1",-0.249860568878974,1,-0.249860568878974,NA,-0.249860568878974
"201","RS-100329","Preclinical","adrenergic receptor antagonist","ADRA1A|ADRA1D",-0.248977505112474,1,-0.248977505112474,NA,-0.248977505112474
"72","digoxin","Launched","ATPase inhibitor","ATP1A1",-0.232873210633947,2,-0.232873210633947,0.505681913093391,-0.232873210633947
"122","L-733060","Preclinical","tachykinin antagonist","TACR1",-0.227458635434096,1,-0.227458635434096,NA,-0.227458635434096
"87","erythrosine","Preclinical","coloring agent","",-0.213376092210448,1,-0.213376092210448,NA,-0.213376092210448
"104","fostamatinib","Phase 3","SYK inhibitor","RET|SYK",-0.212857098593295,2,-0.212857098593295,0.0669225278284171,-0.212857098593295
"235","tivozanib","Phase 3","VEGFR inhibitor","FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB",-0.211284625395055,1,-0.211284625395055,NA,-0.211284625395055
"176","phenacetin","Withdrawn","cyclooxygenase inhibitor","PTGS1",-0.203058189254508,1,-0.203058189254508,NA,-0.203058189254508
"94","EX-527","Phase 2","SIRT inhibitor","SIRT1",-0.202732849972114,1,-0.202732849972114,NA,-0.202732849972114
"76","doxorubicin","Launched","topoisomerase inhibitor","TOP2A",-0.200130135712958,2,-0.200130135712958,0.530231493198725,-0.200130135712958
"120","L-368899","Phase 1","oxytocin receptor antagonist","AVPR1A|AVPR2|OXTR",-0.196690834727644,1,-0.196690834727644,NA,-0.196690834727644
"268","YM-155","Phase 2","survivin inhibitor","BIRC5",-0.192631839871104,1,-0.192631839871104,NA,-0.192631839871104
"53","clonidine","Launched","adrenergic receptor agonist","ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C",-0.18423498791597,1,-0.18423498791597,NA,-0.18423498791597
"221","suloctidil","Withdrawn","adrenergic receptor antagonist","",-0.183212493028444,2,-0.183212493028444,0.684167548370587,-0.183212493028444
"196","pyrvinium-pamoate","Launched","androgen receptor antagonist","AR",-0.182817438185536,2,-0.182817438185536,0.547025114930753,-0.182817438185536
"257","valproic-acid","Launched","HDAC inhibitor","ABAT|ACADSB|ALDH5A1|HDAC1|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A",-0.173498791596951,1,-0.173498791596951,NA,-0.173498791596951
"186","prednisolone","Launched","glucocorticoid receptor agonist","NR3C1|NR3C2|SERPINA6",-0.173057259713701,2,-0.173057259713701,0.14134905493044,-0.173057259713701
"26","benzthiazide","Launched","carbonic anhydrase inhibitor","CA1|CA12|CA2|CA4|CA9|SLC12A3",-0.163320319762038,1,-0.163320319762038,NA,-0.163320319762038
"140","mitomycin-c","Launched","DNA alkylating agent|DNA synthesis inhibitor","",-0.149144822457706,2,-0.149144822457706,0.644467558052993,-0.149144822457706
"224","tamoxifen","Launched","estrogen receptor antagonist|selective estrogen receptor modulator (SERM)","EBP|ESR1|ESR2|GPER1|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCI|PRKCQ|PRKCZ",-0.147704034207102,1,-0.147704034207102,NA,-0.147704034207102
"50","cirazoline","Preclinical","adrenergic receptor agonist","ADRA1A",-0.138362149098345,1,-0.138362149098345,NA,-0.138362149098345
"86","erythromycin","Launched","NFkB pathway inhibitor","MLNR",-0.125023238520171,2,-0.125023238520171,0.896404748263816,-0.125023238520171
"3","ABT-737","Phase 1/Phase 2","BCL inhibitor","BCL2|BCL2L1|BCL2L2",-0.10457334076966,1,-0.10457334076966,NA,-0.10457334076966
"70","dexamethasone","Launched","glucocorticoid receptor agonist","ANXA1|NOS2|NR0B1|NR3C1|NR3C2",-0.100134783416992,2,-0.100134783416992,0.908860291583657,-0.100134783416992
"178","PI-103","Preclinical","mTOR inhibitor|PI3K inhibitor","MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC",-0.0976482617586911,1,-0.0976482617586911,NA,-0.0976482617586911
"168","parbendazole","Preclinical","tubulin polymerization inhibitor","TUBB",-0.0936822209828346,1,-0.0936822209828346,NA,-0.0936822209828346
"23","azacitidine","Launched","DNA methyltransferase inhibitor","DNMT1|DNMT3A",-0.0745491727086819,1,-0.0745491727086819,NA,-0.0745491727086819
"236","toltrazuril","Launched","antiprotozoal agent","",-0.0627440044617958,1,-0.0627440044617958,NA,-0.0627440044617958
"273","zolantidine","Preclinical","histamine receptor antagonist","",-0.0458263617772819,1,-0.0458263617772819,NA,-0.0458263617772819
"183","pizotifen","Launched","serotonin receptor antagonist","HTR1A|HTR2A|HTR2C",-0.03276631344116,2,-0.03276631344116,0.594053828626512,-0.03276631344116
"85","erlotinib","Launched","EGFR inhibitor","EGFR|NR1I2",-0.00244779079134866,1,-0.00244779079134866,NA,-0.00244779079134866
"83","enzastaurin","Phase 3","PKC inhibitor","AKT1|GSK3B|PRKCA|PRKCB|PRKCD|PRKCG",-0.00234450847947776,3,0.165706141166264,0.684607642194538,-0.00234450847947776
"143","MK-2206","Phase 2","AKT inhibitor","AKT1|AKT2|AKT3",0.00335409307801968,2,0.00335409307801968,0.638497222864503,0.00335409307801968
"161","olaparib","Launched","PARP inhibitor","PARP1|PARP2",0.0235535312222431,3,0.292247629670943,0.649103070668234,0.0235535312222431
"31","BMS-191011","Preclinical","potassium channel activator","KCNMA1",0.047220672987544,2,0.047220672987544,0.593265087097023,0.047220672987544
"44","cediranib","Phase 3","KIT inhibitor|VEGFR inhibitor","CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB",0.0481037367540435,2,0.0481037367540435,0.601941243921398,0.0481037367540435
"172","perhexiline","Launched","carnitine palmitoyltransferase inhibitor","CPT1A|CPT2",0.0605595835657186,1,0.0605595835657186,NA,0.0605595835657186
"181","pifithrin-mu","Preclinical","HSP inhibitor","HSPA1A|TP53",0.062070087376836,2,0.062070087376836,0.384215717552144,0.062070087376836
"240","tosedostat","Phase 2","peptidase inhibitor","ANPEP|LAP3|NPEPPS",0.0689254508272912,1,0.0689254508272912,NA,0.0689254508272912
