"","pert_iname","clinical_phase","moa","target","mean","n","median","sd","sRGES"
"252","tyrphostin-AG-1478","Preclinical","EGFR inhibitor","EGFR|MAPK14",-0.340618609406953,2,-0.340618609406953,0.0153640277098303,-0.340618609406953
"136","MGCD-265","Preclinical","VEGFR inhibitor","AXL|MET",-0.338957055214724,1,-0.338957055214724,NA,-0.338957055214724
"151","nilotinib","Launched","Abl kinase inhibitor|Bcr-Abl kinase inhibitor","ABL1|KIT",-0.336912065439673,1,-0.336912065439673,NA,-0.336912065439673
"163","olvanil","Preclinical","TRPV agonist","CNR1|GPR119|TRPV1",-0.335378323108384,1,-0.335378323108384,NA,-0.335378323108384
"16","antimycin-a","Preclinical","ATP synthase inhibitor","CYCS",-0.333077709611452,1,-0.333077709611452,NA,-0.333077709611452
"43","CD-437","Preclinical","retinoid receptor agonist","RARG",-0.332822085889571,1,-0.332822085889571,NA,-0.332822085889571
"235","tivozanib","Phase 3","VEGFR inhibitor","FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB",-0.329754601226994,1,-0.329754601226994,NA,-0.329754601226994
"149","nelfinavir","Launched","HIV protease inhibitor","CYP1A2|CYP2B6|CYP2C19|CYP2C9|CYP2D6|CYP3A4|CYP3A7",-0.326687116564417,1,-0.326687116564417,NA,-0.326687116564417
"198","R-96544","Preclinical","serotonin receptor antagonist","HTR2A",-0.321574642126789,1,-0.321574642126789,NA,-0.321574642126789
"3","ABT-737","Phase 1/Phase 2","BCL inhibitor","BCL2|BCL2L1|BCL2L2",-0.320552147239264,1,-0.320552147239264,NA,-0.320552147239264
"200","rosuvastatin","Launched","HMGCR inhibitor","HMGCR",-0.320296523517382,1,-0.320296523517382,NA,-0.320296523517382
"205","ryuvidine","Preclinical","histone lysine methyltransferase inhibitor","CDK2|CDK4",-0.31978527607362,1,-0.31978527607362,NA,-0.31978527607362
"135","MG-132","Preclinical","proteasome inhibitor","PSMB1",-0.313650306748466,2,-0.313650306748466,0.13448043077781,-0.313650306748466
"180","pifithrin-alpha","Preclinical","TP53 inhibitor","TP53",-0.313394683026585,1,-0.313394683026585,NA,-0.313394683026585
"102","fluvastatin","Launched","HMGCR inhibitor","HMGCR",-0.312116564417178,2,-0.312116564417178,0.0882075943811435,-0.312116564417178
"113","IKK-2-inhibitor-V","Phase 1","IKK inhibitor|NFkB pathway inhibitor","IKBKB",-0.310838445807771,1,-0.310838445807771,NA,-0.310838445807771
"166","PAC-1","Phase 1","caspase activator","CASP3",-0.309815950920245,1,-0.309815950920245,NA,-0.309815950920245
"256","ursolic-acid","Phase 1","ATPase inhibitor|NFkB pathway inhibitor|STAT inhibitor","HSD11B1|PLA2G1B|PTPN1|PYGM",-0.30700408997955,1,-0.30700408997955,NA,-0.30700408997955
"81","entinostat","Phase 3","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC9",-0.304447852760736,1,-0.304447852760736,NA,-0.304447852760736
"270","ZK-164015","Preclinical","estrogen receptor antagonist","ESR1|ESR2",-0.304447852760736,1,-0.304447852760736,NA,-0.304447852760736
"24","benzethonium","Launched","sodium channel blocker","SCN10A",-0.303680981595092,1,-0.303680981595092,NA,-0.303680981595092
"275","zoxazolamine","Phase 2","myorelaxant","",-0.303169734151329,1,-0.303169734151329,NA,-0.303169734151329
"254","ubenimex","Launched","leukotriene synthesis inhibitor","LTA4H|RNPEP",-0.299335378323108,1,-0.299335378323108,NA,-0.299335378323108
"238","torin-1","Preclinical","mTOR inhibitor","MTOR",-0.298568507157464,1,-0.298568507157464,NA,-0.298568507157464
"92","everolimus","Launched","mTOR inhibitor","MTOR",-0.297546012269939,1,-0.297546012269939,NA,-0.297546012269939
"229","terfenadine","Withdrawn","histamine receptor antagonist","CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HRH1|KCNH1|KCNH2",-0.295501022494888,1,-0.295501022494888,NA,-0.295501022494888
"240","tosedostat","Phase 2","peptidase inhibitor","ANPEP|LAP3|NPEPPS",-0.291411042944785,1,-0.291411042944785,NA,-0.291411042944785
"123","lacidipine","Launched","calcium channel blocker","CACNA1C",-0.290132924335378,1,-0.290132924335378,NA,-0.290132924335378
"159","NVP-AUY922","Phase 2","HSP inhibitor","HSP90AA1|HSP90AB1",-0.288087934560327,2,-0.288087934560327,0.0553104997553896,-0.288087934560327
"134","metitepine","Preclinical","anti-HCVE2","HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR5A|HTR6|HTR7",-0.285020449897751,1,-0.285020449897751,NA,-0.285020449897751
"243","trametinib","Launched","MEK inhibitor","MAP2K1|MAP2K2",-0.285020449897751,1,-0.285020449897751,NA,-0.285020449897751
"97","fenobam","Phase 2","glutamate receptor antagonist","GRM5",-0.284253578732106,1,-0.284253578732106,NA,-0.284253578732106
"121","L-670596","Preclinical","prostanoid receptor antagonist","",-0.283231083844581,1,-0.283231083844581,NA,-0.283231083844581
"257","valproic-acid","Launched","HDAC inhibitor","ABAT|ACADSB|ALDH5A1|HDAC1|HDAC2|HDAC9|OGDH|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A",-0.27581799591002,1,-0.27581799591002,NA,-0.27581799591002
"42","carbenoxolone","Launched","11-beta hydroxysteroid dehydrogenase inhibitor","GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|HSD11B1|PANX1|PANX2|PANX3",-0.273006134969325,1,-0.273006134969325,NA,-0.273006134969325
"132","metformin","Launched","insulin sensitizer","ACACB|PRKAB1",-0.2719836400818,1,-0.2719836400818,NA,-0.2719836400818
"169","parthenolide","Phase 1","NFkB pathway inhibitor","",-0.271472392638037,1,-0.271472392638037,NA,-0.271472392638037
"17","asiatic-acid","Preclinical","apoptosis stimulant","PYGM",-0.270449897750511,1,-0.270449897750511,NA,-0.270449897750511
"9","amiodarone","Launched","potassium channel blocker","ADRB1|CACNA1H|CACNA2D2|KCNA7|KCNH2",-0.269938650306748,1,-0.269938650306748,NA,-0.269938650306748
"255","UCL-2077","Preclinical","slow afterhyperpolarization channel blocker","",-0.268916155419223,1,-0.268916155419223,NA,-0.268916155419223
"154","norethisterone","Launched","progesterone receptor agonist","PGR",-0.26661554192229,1,-0.26661554192229,NA,-0.26661554192229
"225","tanespimycin","Phase 3","HSP inhibitor","HSP90AA1",-0.263292433537832,2,-0.263292433537832,0.074831852610233,-0.263292433537832
"89","estrone","Launched","estrogen receptor agonist|estrogenic hormone","ESR1|ESR2",-0.261503067484663,1,-0.261503067484663,NA,-0.261503067484663
"37","BX-795","Preclinical","IKK inhibitor","CDK2|CHEK1|GSK3B|KDR|PDK1|PDPK1",-0.260480572597137,1,-0.260480572597137,NA,-0.260480572597137
"7","AM-404","Preclinical","cyclooxygenase inhibitor|FAAH inhibitor|TRPV antagonist","CNR1|CNR2|FAAH|TRPV1",-0.259458077709611,1,-0.259458077709611,NA,-0.259458077709611
"131","mephenytoin","Launched","hydantoin antiepileptic","SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A",-0.258946830265849,1,-0.258946830265849,NA,-0.258946830265849
"74","donepezil","Launched","acetylcholinesterase inhibitor","ACHE|HTR2A",-0.253323108384458,1,-0.253323108384458,NA,-0.253323108384458
"63","dacinostat","Phase 1","HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9",-0.253067484662577,1,-0.253067484662577,NA,-0.253067484662577
"45","cefixime","Launched","bacterial cell wall synthesis inhibitor","",-0.250511247443763,1,-0.250511247443763,NA,-0.250511247443763
"193","puromycin","Preclinical","protein synthesis inhibitor","NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1",-0.246932515337423,1,-0.246932515337423,NA,-0.246932515337423
"85","erlotinib","Launched","EGFR inhibitor","EGFR|NR1I2",-0.240541922290389,1,-0.240541922290389,NA,-0.240541922290389
"126","lonidamine","Launched","glucokinase inhibitor","GCK",-0.240030674846626,1,-0.240030674846626,NA,-0.240030674846626
"211","SDM25N","Preclinical","opioid receptor antagonist","OPRD1",-0.239775051124744,1,-0.239775051124744,NA,-0.239775051124744
"11","amodiaquine","Launched","histamine receptor agonist","HNMT",-0.234662576687117,1,-0.234662576687117,NA,-0.234662576687117
"192","purmorphamine","Preclinical","smoothened receptor agonist","SMO",-0.234406952965235,2,-0.234406952965235,0.0343431207631502,-0.234406952965235
"210","SB-590885","Preclinical","RAF inhibitor","BRAF",-0.232361963190184,1,-0.232361963190184,NA,-0.232361963190184
"12","amoxicillin","Launched","penicillin binding protein inhibitor","CYP2C19|SLC15A1|SLC15A2|SLC22A6",-0.227249488752556,1,-0.227249488752556,NA,-0.227249488752556
"46","cefotaxime","Launched","bacterial cell wall synthesis inhibitor","",-0.226993865030675,1,-0.226993865030675,NA,-0.226993865030675
"177","phenothiazine","Preclinical","dopamine receptor antagonist","",-0.223926380368098,1,-0.223926380368098,NA,-0.223926380368098
"80","enrofloxacin","Launched","bacterial DNA gyrase inhibitor","",-0.22239263803681,1,-0.22239263803681,NA,-0.22239263803681
"59","curcumin","Launched","cyclooxygenase inhibitor|histone acetyltransferase inhibitor|lipoxygenase inhibitor|NFkB pathway inhibitor","APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|PTGS1|PTGS2|XDH",-0.221625766871166,1,-0.221625766871166,NA,-0.221625766871166
"138","mibefradil","Withdrawn","T-type calcium channel blocker","ANO1|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CATSPER1|CATSPER2|CATSPER3|CATSPER4",-0.21881390593047,1,-0.21881390593047,NA,-0.21881390593047
"245","triamcinolone","Launched","glucocorticoid receptor agonist","NR3C1|SERPINA6",-0.214723926380368,1,-0.214723926380368,NA,-0.214723926380368
"86","erythromycin","Launched","NFkB pathway inhibitor","MLNR",-0.212423312883436,2,-0.212423312883436,0.0144602613739579,-0.212423312883436
"158","nutlin-3","Preclinical","MDM inhibitor","MDM2|TP53",-0.211145194274029,2,-0.211145194274029,0.0227749116639837,-0.211145194274029
"236","toltrazuril","Launched","antiprotozoal agent","",-0.208333333333333,1,-0.208333333333333,NA,-0.208333333333333
"176","phenacetin","Withdrawn","cyclooxygenase inhibitor","PTGS1",-0.207310838445808,1,-0.207310838445808,NA,-0.207310838445808
"108","granisetron","Launched","serotonin receptor antagonist","HTR3A",-0.207055214723926,1,-0.207055214723926,NA,-0.207055214723926
"10","amlodipine","Launched","calcium channel blocker","CA1|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA2D3|CACNB1|CACNB2|SMPD1",-0.196830265848671,1,-0.196830265848671,NA,-0.196830265848671
"174","PF-562271","Phase 1","focal adhesion kinase inhibitor","PTK2|PTK2B",-0.196574642126789,1,-0.196574642126789,NA,-0.196574642126789
"133","methylene-blue","Launched","guanylyl cyclase inhibitor|nitric oxide production inhibitor","ACHE",-0.194274028629857,1,-0.194274028629857,NA,-0.194274028629857
"232","TG-101348","Phase 3","FLT3 inhibitor|JAK inhibitor","BRD4|JAK1|JAK2|JAK3|TYK2",-0.19120654396728,1,-0.19120654396728,NA,-0.19120654396728
"227","temsirolimus","Launched","mTOR inhibitor","MTOR",-0.179320040899796,4,-0.305981595092024,0.270543666568786,-0.179320040899796
"78","DR-2313","Preclinical","PARP inhibitor","PARP1|PARP3",-0.176380368098159,1,-0.176380368098159,NA,-0.176380368098159
"62","dabrafenib","Launched","RAF inhibitor","BRAF|LIMK1|NEK11|RAF1|SIK1",-0.175869120654397,1,-0.175869120654397,NA,-0.175869120654397
"66","daunorubicin","Launched","RNA synthesis inhibitor|topoisomerase inhibitor","TOP2A|TOP2B",-0.17459100204499,1,-0.17459100204499,NA,-0.17459100204499
"190","promazine","Launched","dopamine receptor antagonist","ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|HRH1|HTR2A|HTR2C",-0.169734151329243,1,-0.169734151329243,NA,-0.169734151329243
"230","tetrabenazine","Launched","vesicular monoamine transporter inhibitor","DRD2|SLC18A1|SLC18A2",-0.167689161554192,1,-0.167689161554192,NA,-0.167689161554192
"41","carbamazepine","Launched","carboxamide antiepileptic","SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A",-0.164366053169734,1,-0.164366053169734,NA,-0.164366053169734
"273","zolantidine","Preclinical","histamine receptor antagonist","",-0.158742331288344,1,-0.158742331288344,NA,-0.158742331288344
"103","forskolin","Launched","adenylyl cyclase activator","ADCY2|ADCY5|GNAS",-0.112346625766871,2,-0.112346625766871,0.396753421447973,-0.112346625766871
"143","MK-2206","Phase 2","AKT inhibitor","AKT1|AKT2|AKT3",-0.11030163599182,2,-0.11030163599182,0.315414451219459,-0.11030163599182
"197","quercetin","Launched","polar auxin transport inhibitor","ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIK3CG|PIM1|STK17B|UGT3A1",-0.108469665985003,3,-0.251278118609407,0.302276789505169,-0.108469665985003
"142","mitoxantrone","Launched","topoisomerase inhibitor","TOP2A",-0.082822085889571,2,-0.082822085889571,0.399826226989939,-0.082822085889571
"76","doxorubicin","Launched","topoisomerase inhibitor","TOP2A",-0.0787321063394685,2,-0.0787321063394685,0.504663121951135,-0.0787321063394685
"161","olaparib","Launched","PARP inhibitor","PARP1|PARP2",-0.0757498295841852,3,-0.196574642126789,0.23062535010034,-0.0757498295841852
"222","tacrolimus","Launched","calcineurin inhibitor","FKBP1A",-0.0622443762781185,2,-0.0622443762781185,0.347950039310865,-0.0622443762781185
"165","ouabain","Launched","ATPase inhibitor","ATP1A1",-0.046395705521472,2,-0.046395705521472,0.393861369173182,-0.046395705521472
"65","dasatinib","Launched","Bcr-Abl kinase inhibitor|ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|src inhibitor|tyrosine kinase inhibitor","ABL1|ABL2|BLK|EPHA2|FGR|FRK|FYN|HCK|KIT|LCK|LYN|PDGFRB|SRC|SRMS|STAT5B|YES1",-0.042050102249489,2,-0.042050102249489,0.531956865294481,-0.042050102249489
"189","progesterone","Launched","progesterone receptor agonist","CATSPER1|CATSPER2|CATSPER3|CATSPER4|CYP17A1|ESR1|NR3C2|OPRK1|PGR|TRPC5",-0.041538854805726,2,-0.041538854805726,0.41519025469977,-0.041538854805726
"208","SB-203580","Preclinical","p38 MAPK inhibitor","AKT1|ALOX5|CHEK1|CYP2D6|CYP3A4|GAK|GSK3B|LCK|MAPK1|MAPK10|MAPK11|MAPK12|MAPK14|MAPK8|MAPK9|PRKCA|RAF1|RIPK2|ROCK1|RPS6KB1|SGK1|SRC|TNF",-0.0352760736196318,2,-0.0352760736196318,0.262815250471687,-0.0352760736196318
"72","digoxin","Launched","ATPase inhibitor","ATP1A1",-0.020577709611452,2,-0.020577709611452,0.379762614333573,-0.020577709611452
"157","NSC-632839","Preclinical","ubiquitin specific protease inhibitor","SENP2|USP1|USP2|USP7",-0.0083077709611455,2,-0.0083077709611455,0.25648888612058,-0.0083077709611455
"164","OSI-027","Phase 1","mTOR inhibitor","MTOR",0.0295245398773007,2,0.0295245398773007,0.4567635061499,0.0295245398773007
"216","sirolimus","Launched","mTOR inhibitor","FGF2|FKBP1A|MTOR",0.0341257668711659,6,0.165516359918201,0.283390630703101,0.0341257668711659
"186","prednisolone","Launched","glucocorticoid receptor agonist","NR3C1|NR3C2|SERPINA6",0.0764314928425355,2,0.0764314928425355,0.353914897127623,0.0764314928425355
"144","MLN-8054","Phase 1","Aurora kinase inhibitor","AURKA",0.100843558282209,4,0.173568507157465,0.241558015229148,0.100843558282209
"61","cytochalasin-b","Phase 2","microtubule inhibitor","ACTB",0.135736196319018,1,0.135736196319018,NA,0.135736196319018
"258","vemurafenib","Launched","RAF inhibitor","BRAF|RAF1",0.142638036809816,1,0.142638036809816,NA,0.142638036809816
"212","selamectin","Launched","nematocide","",0.146216768916155,1,0.146216768916155,NA,0.146216768916155
"118","kenpaullone","Preclinical","CDK inhibitor|glycogen synthase kinase inhibitor","CCNB1|CDK1|CDK5|GSK3B",0.147239263803681,1,0.147239263803681,NA,0.147239263803681
"101","floxuridine","Launched","DNA synthesis inhibitor","TYMS",0.151329243353783,1,0.151329243353783,NA,0.151329243353783
"95","ezetimibe","Launched","cholesterol inhibitor|Niemann-Pick C1-like 1 protein antagonist","ANPEP|NPC1L1|SOAT1",0.160531697341513,1,0.160531697341513,NA,0.160531697341513
"168","parbendazole","Preclinical","tubulin polymerization inhibitor","TUBB",0.161042944785276,1,0.161042944785276,NA,0.161042944785276
"104","fostamatinib","Phase 3","SYK inhibitor","RET|SYK",0.164621676891616,2,0.164621676891616,0.133034404640413,0.164621676891616
"39","camptothecin","Phase 3","topoisomerase inhibitor","TOP1",0.169222903885481,1,0.169222903885481,NA,0.169222903885481
"26","benzthiazide","Launched","carbonic anhydrase inhibitor","CA1|CA12|CA2|CA4|CA9|SLC12A3",0.174846625766871,1,0.174846625766871,NA,0.174846625766871
"98","fenoterol","Withdrawn","adrenergic receptor agonist","ADRB1|ADRB2|ADRB3",0.176124744376278,1,0.176124744376278,NA,0.176124744376278
"49","cholic-acid","Launched","bile acid","ADH1C|CES1|COX4I1|COX5A|COX5B|COX6A2|COX6B1|COX6C|COX7A1|COX7B|COX7C|COX8A|ESRRG|FABP6|FECH|GPBAR1|MT-CO1|MT-CO2|MT-CO3|PLA2G1B",0.176891615541922,1,0.176891615541922,NA,0.176891615541922
"202","RS-23597-190","Preclinical","serotonin receptor antagonist","HTR4",0.177147239263804,1,0.177147239263804,NA,0.177147239263804
"153","nitazoxanide","Launched","pyruvate ferredoxin oxidoreductase inhibitor","",0.177658486707566,1,0.177658486707566,NA,0.177658486707566
"96","fenbendazole","Launched","tubulin polymerization inhibitor","TUBB",0.184560327198364,1,0.184560327198364,NA,0.184560327198364
"233","thiotepa","Launched","cytochrome P450 inhibitor","CYP2B6|CYP3A4",0.186094069529652,1,0.186094069529652,NA,0.186094069529652
"231","tetrindole","Phase 3","monoamine oxidase inhibitor","MAOA",0.187627811860941,1,0.187627811860941,NA,0.187627811860941
"129","mebendazole","Launched","tubulin polymerization inhibitor","TUBA1A|TUBB|TUBB4B",0.193507157464213,1,0.193507157464213,NA,0.193507157464213
"64","dactinomycin","Launched","RNA polymerase inhibitor","POLR2A",0.194274028629857,1,0.194274028629857,NA,0.194274028629857
"50","cirazoline","Preclinical","adrenergic receptor agonist","ADRA1A",0.195296523517382,1,0.195296523517382,NA,0.195296523517382
"224","tamoxifen","Launched","estrogen receptor antagonist|selective estrogen receptor modulator (SERM)","EBP|ESR1|ESR2|GPER1|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCI|PRKCQ|PRKCZ",0.198108384458078,1,0.198108384458078,NA,0.198108384458078
"70","dexamethasone","Launched","glucocorticoid receptor agonist","ANXA1|NOS2|NR0B1|NR3C1|NR3C2",0.201303680981596,2,0.201303680981596,0.108271207037511,0.201303680981596
"90","ethambutol","Launched","bacterial cell wall synthesis inhibitor","",0.20219836400818,1,0.20219836400818,NA,0.20219836400818
"69","desoxycortone","Preclinical","mineralocorticoid receptor agonist","NR3C1|NR3C2",0.205649284253579,2,0.205649284253579,0.00957992316024741,0.205649284253579
"56","cortisone","Launched","glucocorticoid receptor agonist","NR3C1",0.206543967280164,1,0.206543967280164,NA,0.206543967280164
"264","WYE-125132","Preclinical","mTOR inhibitor","MTOR",0.207566462167689,1,0.207566462167689,NA,0.207566462167689
"18","AT-7519","Phase 2","CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CDK6|CDK9",0.210122699386503,1,0.210122699386503,NA,0.210122699386503
"184","podophyllotoxin","Launched","microtubule inhibitor|tubulin polymerization inhibitor","IGF1R|TOP2A|TUBA4A|TUBB",0.213445807770961,1,0.213445807770961,NA,0.213445807770961
"145","MNITMT","Preclinical","lymphocyte inhibitor","",0.215235173824131,1,0.215235173824131,NA,0.215235173824131
"141","mitotane","Launched","antineoplastic agent","CYP11A1|CYP11B1|ESR1|FDX1",0.215490797546012,1,0.215490797546012,NA,0.215490797546012
"38","BX-912","Preclinical","pyruvate dehydrogenase kinase inhibitor","CDK2|CHEK1|GSK3B|KDR|PDK1|PDPK1",0.216002044989775,2,0.216002044989775,0.0412117449157804,0.216002044989775
"84","epothilone-a","Preclinical","microtubule stabilizing agent","",0.217024539877301,1,0.217024539877301,NA,0.217024539877301
"209","SB-216763","Preclinical","glycogen synthase kinase inhibitor","CCNA2|CDK2|GSK3A|GSK3B",0.220092024539877,1,0.220092024539877,NA,0.220092024539877
"140","mitomycin-c","Launched","DNA alkylating agent|DNA synthesis inhibitor","",0.220219836400818,2,0.220219836400818,0.0139180015724353,0.220219836400818
"173","PF-04217903","Phase 1","c-Met inhibitor","MET",0.220858895705521,1,0.220858895705521,NA,0.220858895705521
"220","stavudine","Launched","DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor","",0.222137014314928,1,0.222137014314928,NA,0.222137014314928
