"","log2FoldChange","logCPM","LR","pvalue","padj","Symbol","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","value","up_down"
"55079",-2.60532555383059,-2.27139030064274,35.5283057790751,2.51371076815988e-09,0.000142032199533338,"F11-AS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.60532555383059,"down"
"46783",-2.60473344893139,-0.414643686877247,34.3217523342513,4.67131396674853e-09,0.000263354667503382,"RP11-392E22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.60473344893139,"down"
"1644",-2.60106253483581,-3.51435362399596,33.622976547568,6.68978291142992e-09,0.000376494292472365,"PPP1R27",9606,116729,"NULL","17","17q25.3","protein phosphatase 1, regulatory subunit 27","protein-coding","PPP1R27","protein phosphatase 1, regulatory subunit 27","O","dysferlin interacting protein 1|dysferli",-2.60106253483581,"down"
"47083",-2.59714206764277,-2.24983152810873,35.0140510477842,3.27334700530594e-09,0.00018478043844952,"CLDN3",9606,1365,"NULL","7","7q11.23","claudin 3","protein-coding","CLDN3","claudin 3","O","CPE-R 2|CPE-receptor 2|Clostridium perfr",-2.59714206764277,"down"
"1236",-2.5804375393065,-1.54039626122279,36.0177448660238,1.95528768336136e-09,0.000110591071370919,"TTC22",9606,55001,"RP5-1043G4.4","1","1p32.3","tetratricopeptide repeat domain 22","protein-coding","TTC22","tetratricopeptide repeat domain 22","O","TPR repeat protein 22|tetratricopeptide ",-2.5804375393065,"down"
"53948",-2.57905973456301,-3.8155159938063,33.6197255982446,6.70097288634431e-09,0.000377110651124799,"FP325331.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57905973456301,"down"
"42165",-2.57324435071954,-1.57979351823982,31.9878651845687,1.55138665358306e-08,0.00086913334493684,"AKAP14",9606,158798,"NULL","X","Xq24","A kinase (PRKA) anchor protein 14","protein-coding","AKAP14","A kinase (PRKA) anchor protein 14","O","A-kinase anchor protein 14|A-kinase anch",-2.57324435071954,"down"
"40015",-2.57159566619439,-3.9909202210901,32.3623120203324,1.27943982763591e-08,0.000717522649736495,"CHORDC2P",9606,317775,"NULL","14","14q32.11","cysteine and histidine-rich domain (CHORD) containing 2 pseudogene","pseudo","CHORDC2P","cysteine and histidine-rich domain (CHORD) containing 2 pseudogene","O","NULL",-2.57159566619439,"down"
"42018",-2.54416475330339,1.9872463842369,34.2452285374108,4.85865236642248e-09,0.000273891951199968,"RP11-809C18.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54416475330339,"down"
"1274",-2.5415644400662,-1.91448298226833,32.1245729688918,1.44596794317779e-08,0.000810378274074563,"RP4-547N15.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5415644400662,"down"
"20329",-2.54001340044425,-3.43192826125135,35.7387511769822,2.25631005902372e-09,0.000127567258117083,"PPEF2",9606,5470,"NULL","4","4q21.1","protein phosphatase, EF-hand calcium binding domain 2","protein-coding","PPEF2","protein phosphatase, EF-hand calcium binding domain 2","O","protein phosphatase 7, catalytic subunit",-2.54001340044425,"down"
"3904",-2.5323111497002,-3.54402911819961,32.9387931369966,9.5106408635571e-09,0.000534155633460821,"C10orf53",9606,282966,"NULL","10","10q11.23","chromosome 10 open reading frame 53","protein-coding","C10orf53","chromosome 10 open reading frame 53","O","UPF0728 protein C10orf53",-2.5323111497002,"down"
"46222",-2.50673257948673,-2.64198756609558,34.8607181390198,3.54154546546479e-09,0.000199891909161763,"CTD-2562J17.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.50673257948673,"down"
"34128",-2.48935174331706,-3.87045921192685,32.5397522478647,1.16779273730141e-08,0.000655225149045076,"RP11-381K20.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.48935174331706,"down"
"14638",-2.47474770967857,3.63779171337988,33.8942736508288,5.81897159682157e-09,0.000327747756219378,"RGS14",9606,10636,"NULL","5","5q35.3","regulator of G-protein signaling 14","protein-coding","RGS14","regulator of G-protein signaling 14","O","regulator of G-protein signalling 14",-2.47474770967857,"down"
"8749",-2.47274037426049,-3.33310127075324,34.1632141855564,5.06779378879889e-09,0.000285610722349128,"KISS1",9606,3814,"PP5098","1","1q32","KiSS-1 metastasis-suppressor","protein-coding","KISS1","KiSS-1 metastasis-suppressor","O","kisspeptin-1|malignant melanoma metastas",-2.47274037426049,"down"
"53777",-2.47139881587701,-2.95510976265863,32.6815620014522,1.08562166007408e-08,0.000609348581582979,"GYLTL1B",9606,120071,"PP5656","11","11p11.2","glycosyltransferase-like 1B","protein-coding","GYLTL1B","glycosyltransferase-like 1B","O","glycosyltransferase-like protein LARGE2|",-2.47139881587701,"down"
"22518",-2.4711235013795,-3.19495899216506,34.3635459594404,4.57207092062194e-09,0.000257773358504665,"LINC00336",9606,401253,"NULL","6","6p21.31","long intergenic non-protein coding RNA 336","miscRNA","LINC00336","long intergenic non-protein coding RNA 336","O","NULL",-2.4711235013795,"down"
"17286",-2.46277425525994,1.74199293583798,35.7258389748324,2.27131421037018e-09,0.000128413291511699,"HTR2C",9606,3358,"RP11-810O3.1","X","Xq24","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled","protein-coding","HTR2C","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled","O","5-HT-1C|5-HT-2C|5-HT1C|5-hydroxytryptami",-2.46277425525994,"down"
"53577",-2.42388038476299,-3.07601388100791,36.2114006444789,1.77031871154498e-09,0.00010016994365535,"CTD-2540F13.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42388038476299,"down"
"50686",-2.42237477582916,-1.80464975175276,35.2834104366262,2.85049820319974e-09,0.000160996138516721,"RP11-798K3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42237477582916,"down"
"26420",-2.40994304085489,-3.31553384915959,34.1998161471398,4.97336520144763e-09,0.000280318756214394,"RP11-256I23.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.40994304085489,"down"
"38105",-2.40673290179657,-3.81283267862705,33.3141197911538,7.84112461569108e-09,0.000440859390392615,"CTD-2047H16.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.40673290179657,"down"
"28219",-2.37940126415164,-3.68980347777534,31.7735850577088,1.73232795382348e-08,0.000969843804948075,"FAM9B",9606,171483,"NULL","X","Xp22.32","family with sequence similarity 9, member B","protein-coding","FAM9B","family with sequence similarity 9, member B","O","protein FAM9B|testis expressed 39B",-2.37940126415164,"down"
"45713",-2.36711604569069,5.70688541434954,34.0834708779441,5.27978574035313e-09,0.000297515926468899,"PITPNM3",9606,83394,"NULL","17","17p13","PITPNM family member 3","protein-coding","PITPNM3","PITPNM family member 3","O","NIR-1|PITPnm 3|PYK2 N-terminal domain-in",-2.36711604569069,"down"
"44550",-2.35106776461217,-3.64827727130162,32.7947101821016,1.02423184066824e-08,0.000575034482306368,"RP11-552E20.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35106776461217,"down"
"36985",-2.342481213432,-1.45703551619761,35.4598928907543,2.60356666596023e-09,0.000147093705926755,"RP3-470B24.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.342481213432,"down"
"34583",-2.30963689744545,-3.46903918322524,33.6439411750676,6.61806943662825e-09,0.000372498038240621,"CTB-107G13.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.30963689744545,"down"
"37440",-2.29081325605566,4.08916498716321,32.5504056680224,1.16140888396909e-08,0.000651689752972736,"MATK",9606,4145,"NULL","19","19p13.3","megakaryocyte-associated tyrosine kinase","protein-coding","MATK","megakaryocyte-associated tyrosine kinase","O","CSK homologous kinase|Csk-homologous kin",-2.29081325605566,"down"
"19431",-2.28892769988198,-2.64864425341792,34.2705743860065,4.7957841956402e-09,0.000270352742460825,"AC073342.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28892769988198,"down"
"16218",-2.28130072430765,-0.799571948247347,31.8485819894361,1.66671305981285e-08,0.000933309312103404,"KRT8",9606,3856,"NULL","12","12q13","keratin 8","protein-coding","KRT8","keratin 8","O","cytokeratin 8|cytokeratin-8|keratin, typ",-2.28130072430765,"down"
"7233",-2.26641701248692,-1.39376407571602,36.1910350952961,1.78891610185447e-09,0.000101216873042926,"SAMD3",9606,154075,"RP11-73O6.2","6","6q23.1","sterile alpha motif domain containing 3","protein-coding","SAMD3","sterile alpha motif domain containing 3","O","SAM domain-containing protein 3|sterile ",-2.26641701248692,"down"
"36529",-2.25677985730137,-3.23359839190952,33.6604096595067,6.56227622174697e-09,0.000369383966245915,"RP11-433A10.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25677985730137,"down"
"52013",-2.2477556796076,-2.71481047645859,33.2809968098545,7.97582401242705e-09,0.000448400825978648,"SEPT12",9606,124404,"NULL","16","16p13.3","septin 12","protein-coding","SEPT12","septin 12","O","septin-12",-2.2477556796076,"down"
"20821",-2.2384182839557,1.90884473613375,33.9165221421978,5.75280862846024e-09,0.00032403845161528,"NPAS1",9606,4861,"NULL","19","19q13.2-q13.3","neuronal PAS domain protein 1","protein-coding","NPAS1","neuronal PAS domain protein 1","O","PAS domain-containing protein 5|basic-he",-2.2384182839557,"down"
"10942",-2.23562600994563,-1.4140457885448,32.7213825322119,1.06360727231614e-08,0.000597024034096494,"CPA2",9606,1358,"NULL","7","7q32","carboxypeptidase A2 (pancreatic)","protein-coding","CPA2","carboxypeptidase A2 (pancreatic)","O","carboxypeptidase A2",-2.23562600994563,"down"
"14251",-2.23283644831703,-3.56817914376179,34.0260904090112,5.43780108604946e-09,0.000306382026591284,"RNF138P1",9606,379013,"NULL","5","5q11.2","ring finger protein 138, E3 ubiquitin protein ligase pseudogene 1","pseudo","RNF138P1","ring finger protein 138, E3 ubiquitin protein ligase pseudogene 1","O","NULL",-2.23283644831703,"down"
"18825",-2.23194176287037,-0.748104006670396,33.8859928411449,5.84379135984484e-09,0.000329134016969181,"TRIM29",9606,23650,"NULL","11","11q23.3","tripartite motif containing 29","protein-coding","TRIM29","tripartite motif containing 29","O","ataxia telangiectasia group D-associated",-2.23194176287037,"down"
"18139",-2.21993091512384,-2.96311804119079,32.2618326084449,1.34734080455967e-08,0.000755427042300517,"AC097374.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21993091512384,"down"
"24080",-2.20267926126238,-2.5687738484399,32.5457043682298,1.16422172541235e-08,0.000653256452346126,"NMRK2",9606,27231,"NULL","19","19p13.3","nicotinamide riboside kinase 2","protein-coding","NMRK2","nicotinamide riboside kinase 2","O","NRK 2|RNK 2|integrin beta 1 binding prot",-2.20267926126238,"down"
"45390",-2.19814813499135,0.0529107123166472,31.870987673403,1.64759759338824e-08,0.000922687604249283,"RP11-190A12.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19814813499135,"down"
"54588",-2.18450318443594,5.68679638396279,32.42392346743,1.2395109375366e-08,0.000695303660411156,"LY6H",9606,4062,"NULL","8","8q24.3","lymphocyte antigen 6 complex, locus H","protein-coding","LY6H","lymphocyte antigen 6 complex, locus H","O","ly-6H|lymphocyte antigen 6H",-2.18450318443594,"down"
"2255",-2.18148932916015,-2.70035616029784,34.1944508070739,4.98709611468255e-09,0.000281087698311852,"RP11-214C8.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18148932916015,"down"
"49492",-2.17624586042879,-3.61923865198473,32.3000655156858,1.32108881280776e-08,0.000740787340893822,"RP11-429A20.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17624586042879,"down"
"37308",-2.16891602346804,-2.89077084442526,32.4885117871212,1.1989920906133e-08,0.000672646552754968,"RP11-357P18.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16891602346804,"down"
"50605",-2.16501251553291,-3.32735252684034,32.8429608400229,9.99122035519692e-09,0.000561007022944307,"RP11-348H3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16501251553291,"down"
